Source system ID,Plant (code),Plant (name),Calendar day,Operation Group,Material Unique (code),Material Unique (name),Stock Qty,ATP Quantity,ATP Qty (allow negative),Reserved Stock Qty,Stock in Transit Qty,Safety Stock Qty,Minimum Safety Stock Qty,Stock Value (EUR),ATP Stock Value (EUR),Reserved Stock Value (EUR),Safety Stock Value (EUR),Stock in Transit Value (EUR),Total Stock Value (EUR)
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100580,XL420/PL.31 304TL 0.7mm,4772,2660,3659,816,567,650,455,69039.58,62135.62,8333.85,9403.97,8203.15,77242.73
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,11063,7030,9261,1113,3,446,312,307615.0,276853.5,55497.39,12401.36,83.42,307698.42
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100584,MX100/PL.35 304TL 0.7mm,5921,3118,3798,280,1171,416,291,54140.1,48726.09,5276.07,3803.8,10707.32,64847.43
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100587,HT80/PL.38 304TL 0.3mm,364,241,319,63,2927,1085,760,10507.0,9456.3,636.77,31318.93,84488.94,94995.94
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100592,XL420/PL.43 304TL 0.8mm,10958,6595,8408,445,1077,1173,821,223347.34,201012.61,43506.53,23908.23,21951.55,245298.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100593,XL520/PL.44 304TL 0.6mm,8992,8203,5517,1070,1198,1189,832,374549.46,337094.51,45205.72,49526.17,49901.05,424450.51
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100596,MX100/PL.47 304TL 0.4mm,10654,5581,7702,180,1021,1115,780,241880.98,217692.88,39241.65,25314.18,23180.07,265061.05
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100600,S62/PL.01 304TL 0.3mm,5248,4538,2758,69,2446,611,428,311501.49,280351.34,48871.0,36266.66,145185.33,456686.82
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100604,XL420/PL.05 304TL 0.5mm,7039,5397,5464,115,2011,976,683,181329.95,163196.95,22725.54,25142.5,51804.88,233134.82
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100605,XL520/PL.06 304TL 0.3mm,7440,6033,6016,1401,333,125,88,177549.04,159794.14,24304.72,2983.01,7946.75,185495.8
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100608,MX100/PL.09 304TL 0.5mm,2370,1604,1236,177,3102,1040,728,78815.29,70933.76,13695.04,34585.61,103158.24,181973.53
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100610,MX250/PL.11 304TL 0.5mm,2961,2324,2243,8,1618,179,125,151641.82,136477.64,22515.93,9167.13,82862.7,234504.52
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100618,PRO-9X/PL.19 304TL 0.5mm,1405,791,676,70,2449,684,479,45070.61,40563.55,6045.05,21941.85,78560.81,123631.42
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100621,MX200/PL.22 304TL 0.8mm,2673,1803,2207,87,2816,542,379,89377.54,80439.79,11635.22,18122.94,94159.05,183536.59
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100623,HT80/PL.24 304TL 0.6mm,3451,3249,2031,380,3137,715,500,50865.66,45779.1,4080.87,10538.67,46237.49,97103.15
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100625,S120/PL.26 304TL 0.6mm,3500,1783,1544,235,2051,587,411,179720.04,161748.04,19328.63,30141.62,105315.94,285035.99
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100629,XL520/PL.30 304TL 0.6mm,8468,7020,6659,147,2471,581,407,365867.49,329280.74,59055.31,25102.62,106761.76,472629.25
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100633,MX200/PL.34 304TL 0.4mm,5671,5104,1929,67,2141,638,447,159400.96,143460.86,13123.0,17932.96,60179.41,219580.37
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100643,PRO-12X/PL.44 304TL 0.5mm,8907,4514,3635,1333,588,346,242,36008.21,32407.39,5099.91,1398.77,2377.1,38385.31
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100644,MX100/PL.45 304TL 0.5mm,4244,3199,2605,197,1981,1172,820,163340.24,147006.22,19152.48,45107.15,76243.41,239583.65
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100646,MX250/PL.47 304TL 0.6mm,7485,4474,4362,277,1499,747,523,176078.1,158470.29,12085.91,17572.52,35262.67,211340.77
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100647,HT80/PL.48 304TL 0.3mm,6423,3600,5147,950,845,398,279,244697.51,220227.76,39078.48,15162.64,32192.03,276889.53
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100651,S160/PL.02 304TL 0.4mm,7421,3748,4049,608,1862,1155,808,269411.12,242470.01,43082.13,41930.99,67597.83,337008.96
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,3527,3310,2772,505,1625,855,598,126337.48,113703.73,13624.03,30626.18,58207.66,184545.14
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100657,MX200/PL.08 304TL 0.5mm,11323,6941,4143,12,1945,362,253,304985.66,274487.1,44697.8,9750.49,52388.69,357374.35
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100662,S140/PL.13 304TL 0.4mm,6676,5761,5924,680,2982,687,481,177271.47,159544.33,29032.37,18242.29,79182.67,256454.15
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100674,S140/PL.25 304TL 0.5mm,5888,4460,2614,1068,590,116,81,62567.73,56310.96,4835.98,1232.65,6269.52,68837.25
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100675,S160/PL.26 304TL 0.3mm,2517,2084,1755,167,1867,933,653,14743.66,13269.29,2136.79,5465.17,10936.2,25679.86
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100676,XL420/PL.27 304TL 0.3mm,732,539,235,143,435,472,330,9542.52,8588.27,863.05,6153.1,5670.76,15213.28
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100677,XL520/PL.28 304TL 0.5mm,8900,8268,6116,1697,851,591,414,83908.48,75517.64,11229.01,5571.9,8023.16,91931.64
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100681,MX200/PL.32 304TL 0.7mm,9581,7819,4354,1309,524,202,141,197044.97,177340.47,38153.73,4154.38,10776.7,207821.67
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100683,HT80/PL.34 304TL 0.6mm,9334,6564,7317,1790,1704,88,62,103206.86,92886.17,6398.39,973.02,18841.28,122048.13
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100687,S160/PL.38 304TL 0.5mm,3146,2977,2277,372,3114,252,176,16861.54,15175.39,2380.77,1350.64,16690.03,33551.57
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100691,PRO-12X/PL.42 304TL 0.5mm,248,135,112,23,587,560,392,13855.49,12469.94,2043.91,31286.58,32795.04,46650.53
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100695,HT80/PL.46 304TL 0.5mm,6886,5546,5894,1289,625,911,638,288900.82,260010.74,21901.11,38220.83,26221.76,315122.58
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100700,XL420/PL.01 304TL 0.5mm,11476,6040,4637,860,212,920,644,460993.93,414894.54,48362.83,36956.64,8516.1,469510.02
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100701,XL520/PL.02 304TL 0.7mm,9267,8640,7408,1732,1927,159,111,202335.08,182101.57,39086.28,3471.6,42073.99,244409.07
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100708,S62/PL.09 304TL 0.5mm,2356,2220,1821,460,2566,496,347,73522.95,66170.66,13142.11,15478.52,80076.36,153599.31
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100711,S160/PL.12 304TL 0.7mm,11218,10578,9595,1866,1826,1127,789,112458.57,101212.71,15455.25,11297.99,18305.34,130763.91
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100717,MX200/PL.18 304TL 0.5mm,4529,3250,1952,623,276,475,332,56572.89,50915.6,6155.85,5933.35,3447.59,60020.47
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100719,HT80/PL.20 304TL 0.7mm,1896,1245,1217,293,1928,684,479,52266.83,47040.15,3797.41,18855.76,53148.97,105415.81
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100722,S140/PL.23 304TL 0.7mm,4511,3739,2720,740,686,509,356,43535.86,39182.27,8588.29,4912.38,6620.62,50156.48
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100723,S160/PL.24 304TL 0.7mm,4704,3622,4228,917,365,506,354,249045.32,224140.78,14355.06,26789.31,19324.31,268369.62
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100725,XL520/PL.26 304TL 0.5mm,8789,6838,3277,249,1611,474,332,204176.46,183758.81,23237.39,11011.45,37424.99,241601.45
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100726,PRO-9X/PL.27 304TL 0.7mm,2161,1683,733,295,76,373,261,36783.26,33104.93,5864.02,6348.98,1293.63,38076.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100732,S62/PL.33 304TL 0.7mm,11778,9479,4125,357,729,888,622,517662.81,465896.53,98347.38,39029.09,32040.77,549703.58
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100741,MX200/PL.42 304TL 0.5mm,5413,5101,4112,976,692,1088,762,17656.41,15890.77,1363.06,3548.9,2257.2,19913.62
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100753,MX200/PL.04 304TL 0.3mm,3869,3460,2597,415,701,822,575,126515.49,113863.94,11019.68,26879.23,22922.55,149438.05
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100754,MX250/PL.05 304TL 0.4mm,8785,6336,6831,702,2202,653,457,63730.11,57357.1,6910.89,4737.14,15974.24,79704.36
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100761,XL520/PL.12 304TL 0.8mm,7852,4639,6279,585,2220,979,685,45039.15,40535.23,8985.43,5615.55,12733.94,57773.09
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100762,PRO-9X/PL.13 304TL 0.7mm,10664,5964,7763,791,2245,386,270,513586.64,462227.97,40347.24,18590.06,108120.97,621707.61
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100765,MX200/PL.16 304TL 0.7mm,8946,5474,5250,1551,1207,390,273,188809.85,169928.87,37167.12,8231.15,25474.34,214284.2
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100780,S62/PL.31 304TL 0.8mm,6091,3392,4338,87,2854,876,613,44660.59,40194.53,6074.98,6423.03,20926.17,65586.76
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100785,XL520/PL.36 304TL 0.8mm,1144,983,751,15,1485,691,484,42047.66,37842.9,4225.64,25397.67,54581.1,96628.76
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100789,MX200/PL.40 304TL 0.5mm,8553,7555,4010,797,2122,977,684,46283.67,41655.3,8579.09,5286.93,11482.98,57766.65
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100791,HT80/PL.42 304TL 0.3mm,7472,5286,5729,163,337,433,303,292233.85,263010.47,33877.81,16934.86,13180.25,305414.1
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100792,S62/PL.43 304TL 0.6mm,11600,10216,9519,771,2166,1152,806,247377.43,222639.69,31641.99,24567.14,46191.34,293568.77
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100793,S120/PL.44 304TL 0.7mm,4592,3058,2376,406,101,657,460,103905.72,93515.14,16938.26,14866.3,2285.38,106191.1
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100804,S62/PL.05 304TL 0.4mm,8534,7187,6097,1596,40,737,516,474858.67,427372.8,94655.87,41009.0,2225.73,477084.39
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100808,XL420/PL.09 304TL 0.4mm,10371,9818,8056,1248,1781,997,698,374715.16,337243.65,35177.81,36022.66,64349.41,439064.57
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100810,PRO-9X/PL.11 304TL 0.3mm,6746,3711,3837,812,3443,401,281,119010.69,107109.62,13531.85,7074.31,60740.26,179750.95
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100811,PRO-12X/PL.12 304TL 0.4mm,7929,5591,6390,1130,3057,612,428,471083.01,423974.71,59596.21,36360.55,181624.51,652707.52
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100817,S120/PL.18 304TL 0.5mm,7087,6600,2935,1400,2841,236,165,23169.06,20852.16,4010.38,771.54,9287.89,32456.96
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100818,S140/PL.19 304TL 0.6mm,6350,4810,3286,154,2291,405,284,355475.13,319927.61,67598.54,22672.04,128250.95,483726.08
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100820,XL420/PL.21 304TL 0.7mm,5290,4474,3960,113,2383,728,510,138432.04,124588.84,8145.77,19050.76,62359.84,200791.88
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100822,PRO-9X/PL.23 304TL 0.7mm,8991,5812,4609,426,1364,864,605,407175.29,366457.76,71280.8,39127.96,61771.45,468946.73
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100824,MX100/PL.25 304TL 0.7mm,6832,3606,2860,1143,715,348,244,50088.04,45079.23,7187.86,2551.32,5241.94,55329.98
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100839,HT80/PL.40 304TL 0.4mm,3669,3077,1428,585,1463,1074,752,70167.2,63150.48,7874.22,20539.54,27978.91,98146.11
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100841,S120/PL.42 304TL 0.3mm,11575,6350,9776,292,1997,623,436,193279.18,173951.26,32292.29,10402.84,33345.88,226625.06
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100845,XL520/PL.46 304TL 0.6mm,7324,3960,6005,505,1046,775,542,346849.8,312164.82,48236.03,36702.43,49536.44,396386.25
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100846,PRO-9X/PL.47 304TL 0.3mm,8504,7519,4409,706,205,388,272,203466.11,183119.49,23861.1,9283.26,4904.82,208370.92
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100853,S120/PL.04 304TL 0.7mm,2595,1382,1781,138,728,329,230,120019.49,108017.54,13112.15,15216.34,33670.21,153689.7
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100856,XL420/PL.07 304TL 0.5mm,3066,2393,2581,443,514,374,262,92275.04,83047.53,17933.39,11255.99,15469.46,107744.5
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100862,MX250/PL.13 304TL 0.3mm,10086,7748,5534,1765,1665,1049,734,142942.89,128648.6,8747.03,14866.85,23597.06,166539.95
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100863,HT80/PL.14 304TL 0.4mm,7442,6537,4120,1372,2164,683,478,146507.97,131857.18,16867.46,13445.98,42601.89,189109.86
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100875,HT80/PL.26 304TL 0.5mm,3442,2716,1420,413,2953,901,631,53357.67,48021.9,8875.06,13967.25,45777.22,99134.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100878,S140/PL.29 304TL 0.7mm,2244,1276,685,266,2913,228,160,14683.81,13215.43,1699.5,1491.94,19061.47,33745.27
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100881,XL520/PL.32 304TL 0.4mm,5366,2718,3766,399,2536,1149,804,291593.93,262434.54,56157.16,62437.84,137808.84,429402.77
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100887,HT80/PL.38 304TL 0.7mm,8473,5031,7038,644,3488,1083,758,70960.48,63864.43,3690.59,9070.01,29211.63,100172.11
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100890,S140/PL.41 304TL 0.5mm,5575,3092,3383,19,2675,1171,820,113075.0,101767.5,17482.42,23750.82,54255.72,167330.72
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100895,PRO-12X/PL.46 304TL 0.7mm,5821,4854,1784,335,3440,558,391,61533.25,55379.92,11974.51,5898.57,36363.92,97897.17
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100903,S160/PL.04 304TL 0.5mm,10797,7829,6933,1161,772,917,642,352079.91,316871.92,55328.33,29902.5,25174.19,377254.1
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100908,MX100/PL.09 304TL 0.8mm,6848,6214,5716,1138,2322,676,473,295278.68,265750.81,40511.1,29148.42,100122.24,395400.91
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100909,MX200/PL.10 304TL 0.6mm,4668,3909,1514,774,1907,902,631,109447.72,98502.94,8343.27,21148.64,44712.25,154159.97
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100913,S120/PL.14 304TL 0.3mm,11256,10227,8361,807,1231,111,78,310729.61,279656.65,45095.19,3064.23,33982.6,344712.21
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100915,S160/PL.16 304TL 0.4mm,4856,3895,3558,173,3,60,42,166273.03,149645.73,12505.57,2054.44,102.72,166375.75
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100916,XL420/PL.17 304TL 0.3mm,3477,1876,2777,178,571,719,503,59991.94,53992.74,4146.57,12405.58,9852.0,69843.94
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100926,S140/PL.27 304TL 0.7mm,2825,2189,900,10,3206,665,465,154661.78,139195.61,25246.2,36407.11,175520.59,330182.38
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100932,MX100/PL.33 304TL 0.8mm,6218,5359,3591,516,535,674,472,291803.78,262623.4,34298.88,31630.07,25106.95,316910.73
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100943,PRO-12X/PL.44 304TL 0.7mm,6465,5130,5136,833,1089,864,605,42404.73,38164.26,7823.3,5667.08,7142.88,49547.61
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-100949,S120/PL.50 304TL 0.7mm,1336,1217,511,263,2765,1163,814,19331.33,17398.2,2497.31,16828.1,40008.33,59339.66
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-100954,PRO-9X/PL.05 304TL 0.5mm,8339,6786,2922,565,3058,442,309,208393.18,187553.86,33703.59,11045.66,76419.99,284813.17
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100956,MX100/PL.07 304TL 0.6mm,4237,2702,3698,333,1069,106,74,106244.06,95619.65,6057.12,2657.98,26805.5,133049.56
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100958,MX250/PL.09 304TL 0.5mm,569,476,255,17,2366,479,335,6839.13,6155.22,641.64,5757.37,28438.28,35277.41
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100960,S62/PL.11 304TL 0.5mm,6469,5962,5313,101,2438,841,589,63997.17,57597.45,8155.23,8319.93,24118.89,88116.06
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-100963,S160/PL.14 304TL 0.4mm,9888,8156,5014,1262,3269,801,561,213024.3,191721.87,16961.1,17256.52,70426.42,283450.73
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-100964,XL420/PL.15 304TL 0.6mm,1951,1574,644,193,3199,434,304,73499.41,66149.47,8968.46,16349.94,120514.92,194014.32
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100965,XL520/PL.16 304TL 0.4mm,7081,6404,5129,233,2630,1072,750,212193.78,190974.4,32032.73,32124.24,78812.26,291006.04
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-100967,PRO-12X/PL.18 304TL 0.7mm,6293,5926,3932,181,1312,593,415,62556.85,56301.16,12219.81,5894.84,13042.2,75599.05
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX250,MAT-100970,MX250/PL.21 304TL 0.6mm,8862,6856,7696,1264,3430,806,564,93274.57,83947.12,7794.35,8483.33,36101.53,129376.11
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-100971,HT80/PL.22 304TL 0.7mm,5122,4252,3889,575,21,823,576,240931.07,216837.97,39554.32,38712.67,987.81,241918.88
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100977,XL520/PL.28 304TL 0.5mm,2190,1170,790,210,3255,456,319,106675.21,96007.69,12513.4,22211.82,158551.51,265226.71
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX100,MAT-100980,MX100/PL.31 304TL 0.3mm,10536,7280,7144,692,3399,246,172,67418.22,60676.4,4874.58,1574.12,21749.67,89167.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-100984,S62/PL.35 304TL 0.7mm,225,116,75,45,1246,1104,773,2502.32,2252.09,241.92,12278.06,13857.3,16359.62
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-100989,XL520/PL.40 304TL 0.6mm,1285,1055,394,160,2142,754,528,60157.37,54141.64,3096.8,35298.57,100277.89,160435.27
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-100993,MX200/PL.44 304TL 0.7mm,10010,8914,7222,698,17,202,141,599989.6,539990.64,95102.73,12107.68,1018.96,601008.56
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-100998,S140/PL.49 304TL 0.8mm,2178,1822,1902,354,909,973,681,26099.94,23489.95,4376.61,11659.89,10892.95,36992.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-101001,XL520/PL.02 304TL 0.5mm,11388,7188,9716,1759,3083,841,589,565778.73,509200.85,81074.72,41782.57,153169.64,718948.36
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-9X,MAT-101002,PRO-9X/PL.03 304TL 0.7mm,1501,1282,488,135,2358,218,153,23839.91,21455.92,3446.84,3462.42,37451.37,61291.27
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-101009,S120/PL.10 304TL 0.3mm,4438,3240,2879,613,593,201,141,229175.46,206257.91,42054.89,10379.51,30622.14,259797.6
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-101010,S140/PL.11 304TL 0.6mm,7236,4832,6333,1251,966,991,694,388267.66,349440.89,33571.3,53174.86,51833.41,440101.07
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-101012,XL420/PL.13 304TL 0.7mm,2625,2446,2343,202,1099,1181,827,31274.02,28146.62,2427.91,14070.33,13093.39,44367.41
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-101017,MX200/PL.18 304TL 0.6mm,5356,4790,3777,862,2936,232,162,84252.82,75827.54,12655.33,3649.49,46184.89,130437.72
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-101020,S62/PL.21 304TL 0.3mm,7255,3907,3004,488,2776,655,458,85523.15,76970.83,6210.13,7721.25,32723.95,118247.1
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-101021,S120/PL.22 304TL 0.5mm,11429,9940,6010,1243,1135,509,356,197260.51,177534.46,36913.52,8785.16,19589.7,216850.21
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-101022,S140/PL.23 304TL 0.6mm,4430,2663,3623,296,2234,1136,795,94090.01,84681.01,16425.25,24127.82,47448.55,141538.56
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-101023,S160/PL.24 304TL 0.5mm,8239,7033,7235,821,2469,91,64,489112.09,440200.89,71188.52,5402.26,146573.34,635685.44
P01,NW01,Northwind Midwest,2026.04.03,OPS-PRO-12X,MAT-101027,PRO-12X/PL.28 304TL 0.5mm,5615,3111,4429,755,2836,572,400,159730.17,143757.15,29286.37,16271.71,80675.82,240405.99
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-101032,S62/PL.33 304TL 0.4mm,1124,928,823,179,1077,1119,783,61732.61,55559.35,11133.75,61458.0,59151.26,120883.87
P01,NW01,Northwind Midwest,2026.04.03,OPS-S120,MAT-101045,S120/PL.46 304TL 0.6mm,8532,5919,6320,1481,1771,202,141,57598.73,51838.86,5180.53,1363.68,11955.86,69554.59
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-101058,S140/PL.09 304TL 0.6mm,9235,4713,3264,1182,3239,386,270,231241.15,208117.03,33022.24,9665.3,81103.42,312344.57
P01,NW01,Northwind Midwest,2026.04.03,OPS-HT80,MAT-101067,HT80/PL.18 304TL 0.7mm,5889,3127,3004,680,5,639,447,165125.4,148612.86,29182.55,17917.33,140.2,165265.6
P01,NW01,Northwind Midwest,2026.04.03,OPS-S140,MAT-101070,S140/PL.21 304TL 0.3mm,9907,6804,4232,493,1866,273,191,173612.15,156250.93,9495.16,4784.1,32700.14,206312.29
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-101073,XL520/PL.24 304TL 0.5mm,1691,1041,1439,217,1950,698,489,46151.98,41536.78,7377.04,19050.31,53220.79,99372.77
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-101080,S62/PL.31 304TL 0.5mm,9761,8363,5782,612,3023,80,56,206290.37,185661.33,16516.95,1690.73,63888.51,270178.89
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL420,MAT-101084,XL420/PL.35 304TL 0.5mm,768,621,500,80,3324,826,578,9213.9,8292.51,760.0,9909.74,39878.9,49092.79
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-101089,MX200/PL.40 304TL 0.5mm,4709,3398,2729,2,2525,167,117,97545.02,87790.52,5202.43,3459.34,52304.35,149849.37
P01,NW01,Northwind Midwest,2026.04.03,OPS-S62,MAT-101092,S62/PL.43 304TL 0.4mm,2087,1135,1444,241,2854,639,447,24576.47,22118.82,4732.51,7524.85,33608.65,58185.12
P01,NW01,Northwind Midwest,2026.04.03,OPS-S160,MAT-101095,S160/PL.46 304TL 0.6mm,9156,6652,8176,236,891,276,193,409665.12,368698.61,64406.09,12349.01,39865.84,449530.96
P01,NW01,Northwind Midwest,2026.04.03,OPS-XL520,MAT-101097,XL520/PL.48 304TL 0.3mm,10569,6422,8034,186,1086,998,699,524706.38,472235.74,100850.15,49546.5,53915.33,578621.71
P01,NW01,Northwind Midwest,2026.04.03,OPS-MX200,MAT-101101,MX200/PL.02 304TL 0.3mm,4751,3765,1909,837,829,1099,769,255388.42,229849.58,14217.65,59076.38,44562.62,299951.04
