WC Schedule Label,Plant,Plant name,Size,WC-Group,WC-Description,WC-Description long,Weekly Schedule,Hours,Days,AP Limit,Weekly available time,Suggested % Limit,AP Limit (in %),AP Limit time (in H),OEE (in %),Daily breaks (in H),NR of stands per WC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
NW10_PRESS_4 24/5 (24H/5D),NW10,Northwind Baltics,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),131.84,1.6,1.6,131.84,0.77,2.0,3,547.34,582.06,559.68,574.56,577.48,563.8,569.81,539.9,552.36,572.55,547.0,554.46
NW10_GRINDING_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 2 (hrs),18.19,0.5,0.5,18.19,0.7314999999999999,1.5,1,75.3,77.56,77.27,81.81,80.81,79.59,74.96,75.21,78.29,77.46,80.82,81.1
NW10_GRINDING_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 1 (hrs),25.47,0.7,0.7,25.47,0.7314999999999999,1.5,1,105.12,109.47,110.0,113.4,107.75,111.3,107.33,108.02,108.82,108.01,104.13,106.31
NW10_GRINDING_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,GRINDING_1,Grinding line,12/5,12,5,"Available Capacity, hours",36.39,1.0,1.0,36.39,0.7314999999999999,1.5,1,152.95,159.19,149.14,150.35,154.34,160.82,156.05,151.2,151.17,159.85,149.11,152.5
NW10_GRINDING_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 1 (hrs),47.31,1.3,1.3,47.31,0.7314999999999999,1.5,1,199.43,194.06,203.41,213.39,197.43,203.41,201.08,207.02,199.0,207.84,195.0,212.32
NW10_GRINDING_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 2 (hrs),58.22,1.6,1.6,58.22,0.7314999999999999,1.5,1,260.94,262.4,248.57,255.98,254.86,243.16,253.38,262.74,253.01,244.23,251.98,260.27
NW10_LATHE_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,LATHE_1,Lathe cell,12/5,12,5,Downside Limit 2 (hrs),18.19,0.5,0.5,18.19,0.7314999999999999,1.5,1,77.21,80.64,79.71,78.87,76.93,78.04,80.4,75.74,81.64,77.5,76.9,80.24
NW10_LATHE_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,LATHE_1,Lathe cell,12/5,12,5,Downside Limit 1 (hrs),25.47,0.7,0.7,25.47,0.7314999999999999,1.5,1,105.96,110.38,114.98,106.48,105.02,113.0,104.25,112.29,109.88,112.47,104.1,112.13
NW10_LATHE_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,LATHE_1,Lathe cell,12/5,12,5,"Available Capacity, hours",36.39,1.0,1.0,36.39,0.7314999999999999,1.5,1,159.63,153.6,150.99,156.6,161.43,158.47,148.95,158.29,152.66,155.5,157.27,153.02
NW10_LATHE_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,LATHE_1,Lathe cell,12/5,12,5,Upside Limit 1 (hrs),47.31,1.3,1.3,47.31,0.7314999999999999,1.5,1,208.39,211.9,199.0,210.55,204.97,202.13,200.1,197.07,197.88,201.43,204.27,212.29
NW10_LATHE_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,LATHE_1,Lathe cell,12/5,12,5,Upside Limit 2 (hrs),58.22,1.6,1.6,58.22,0.7314999999999999,1.5,1,243.65,257.39,250.91,253.33,256.1,260.93,256.35,255.73,260.77,240.19,254.35,257.99
NW10_ASSY_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,ASSY_1,Assembly cell,12/5,12,5,Downside Limit 2 (hrs),18.19,0.5,0.5,18.19,0.7314999999999999,1.5,1,80.42,77.88,78.29,74.64,81.73,81.65,77.94,75.63,78.46,79.46,77.15,75.16
NW10_ASSY_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,ASSY_1,Assembly cell,12/5,12,5,Downside Limit 1 (hrs),25.47,0.7,0.7,25.47,0.7314999999999999,1.5,1,108.38,109.85,107.31,111.14,110.39,105.08,104.15,107.24,106.38,109.63,109.74,107.8
NW10_ASSY_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,ASSY_1,Assembly cell,12/5,12,5,"Available Capacity, hours",36.39,1.0,1.0,36.39,0.7314999999999999,1.5,1,152.75,155.6,161.31,152.74,152.52,155.93,157.15,154.47,151.57,161.03,162.21,162.7
NW10_ASSY_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,ASSY_1,Assembly cell,12/5,12,5,Upside Limit 1 (hrs),47.31,1.3,1.3,47.31,0.7314999999999999,1.5,1,200.57,201.91,208.24,204.17,197.12,194.17,210.54,212.58,205.25,210.25,209.02,194.87
NW10_ASSY_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,ASSY_1,Assembly cell,12/5,12,5,Upside Limit 2 (hrs),58.22,1.6,1.6,58.22,0.7314999999999999,1.5,1,244.9,242.94,245.02,241.96,248.55,256.79,241.02,261.46,254.35,257.38,251.7,249.77
NW11_PRESS_1 12/6 (12H/6D),NW11,Northwind Levant,S,,PRESS_1,Press 3300T,12/6,12,6,Downside Limit 2 (hrs),21.78,0.5,0.5,21.78,0.73,1.5,1,98.17,94.81,94.37,89.21,91.34,90.42,95.87,96.72,92.6,90.33,94.15,89.26
NW11_PRESS_1 12/6 (12H/6D),NW11,Northwind Levant,S,,PRESS_1,Press 3300T,12/6,12,6,Downside Limit 1 (hrs),30.49,0.7,0.7,30.49,0.73,1.5,1,136.91,137.21,135.22,136.44,131.74,125.43,128.67,126.98,129.6,137.55,136.07,135.01
NW11_PRESS_1 12/6 (12H/6D),NW11,Northwind Levant,S,,PRESS_1,Press 3300T,12/6,12,6,"Available Capacity, hours",43.56,1.0,1.0,43.56,0.73,1.5,1,188.84,187.36,192.4,195.94,183.95,189.58,190.21,179.4,193.71,184.05,185.72,192.4
NW11_PRESS_1 12/6 (12H/6D),NW11,Northwind Levant,S,,PRESS_1,Press 3300T,12/6,12,6,Upside Limit 1 (hrs),56.63,1.3,1.3,56.63,0.73,1.5,1,236.31,242.45,235.26,244.06,248.61,254.3,237.72,241.72,250.4,254.97,245.54,233.16
NW11_PRESS_1 12/6 (12H/6D),NW11,Northwind Levant,S,,PRESS_1,Press 3300T,12/6,12,6,Upside Limit 2 (hrs),69.7,1.6,1.6,69.7,0.73,1.5,1,298.39,298.53,294.89,312.61,286.51,309.22,285.32,298.45,300.42,292.32,293.18,304.81
NW11_PRESS_2 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_2,Press 5500T,12/6,12,6,Downside Limit 2 (hrs),21.78,0.5,0.5,21.78,0.73,1.5,2,97.63,92.79,90.6,89.84,95.97,98.03,90.91,94.98,98.31,94.64,94.93,92.15
NW11_PRESS_2 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_2,Press 5500T,12/6,12,6,Downside Limit 1 (hrs),30.49,0.7,0.7,30.49,0.73,1.5,2,130.04,129.41,136.59,127.88,128.51,135.45,129.08,137.55,125.03,136.11,135.99,124.87
NW11_PRESS_2 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_2,Press 5500T,12/6,12,6,"Available Capacity, hours",43.56,1.0,1.0,43.56,0.73,1.5,2,192.72,186.84,187.65,187.79,193.52,181.67,190.87,187.52,187.85,194.53,189.98,182.02
NW11_PRESS_2 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_2,Press 5500T,12/6,12,6,Upside Limit 1 (hrs),56.63,1.3,1.3,56.63,0.73,1.5,2,249.4,232.88,247.63,246.63,255.42,237.18,248.57,239.01,248.45,254.65,245.15,252.19
NW11_PRESS_2 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_2,Press 5500T,12/6,12,6,Upside Limit 2 (hrs),69.7,1.6,1.6,69.7,0.73,1.5,2,287.07,300.01,302.31,293.25,305.98,307.84,313.59,300.16,306.58,295.34,300.68,312.06
NW11_PRESS_3 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_3,Press 8000T,12/6,12,6,Downside Limit 2 (hrs),21.78,0.5,0.5,21.78,0.73,1.5,2,91.78,89.46,95.45,96.81,89.68,95.81,93.77,93.67,91.87,90.72,94.34,89.93
NW11_PRESS_3 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_3,Press 8000T,12/6,12,6,Downside Limit 1 (hrs),30.49,0.7,0.7,30.49,0.73,1.5,2,137.42,125.84,135.49,128.82,127.05,136.46,128.87,127.53,132.12,136.28,125.48,130.31
NW11_PRESS_3 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_3,Press 8000T,12/6,12,6,"Available Capacity, hours",43.56,1.0,1.0,43.56,0.73,1.5,2,179.67,184.1,195.86,186.7,180.92,181.46,183.82,182.79,189.52,180.51,196.44,186.53
NW11_PRESS_3 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_3,Press 8000T,12/6,12,6,Upside Limit 1 (hrs),56.63,1.3,1.3,56.63,0.73,1.5,2,253.38,247.58,254.12,243.1,246.92,231.92,240.43,242.8,238.07,241.42,247.82,241.98
NW11_PRESS_3 12/6 (12H/6D),NW11,Northwind Levant,M,,PRESS_3,Press 8000T,12/6,12,6,Upside Limit 2 (hrs),69.7,1.6,1.6,69.7,0.73,1.5,2,306.31,295.22,288.36,284.83,302.66,310.74,300.58,301.16,308.5,302.05,296.57,306.88
NW11_PRESS_4 24/5 (24H/5D),NW11,Northwind Levant,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 2 (hrs),38.8,0.5,0.5,38.8,0.73,2.0,3,161.97,165.82,174.87,173.89,173.31,159.53,159.76,171.04,162.59,162.02,174.13,163.42
NW11_PRESS_4 24/5 (24H/5D),NW11,Northwind Levant,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 1 (hrs),54.32,0.7,0.7,54.32,0.73,2.0,3,244.95,244.34,239.2,232.15,244.86,237.82,232.33,235.11,233.2,225.76,237.22,225.5
NW11_PRESS_4 24/5 (24H/5D),NW11,Northwind Levant,L,,PRESS_4,Press 11000T,24/5,24,5,"Available Capacity, hours",77.6,1.0,1.0,77.6,0.73,2.0,3,321.87,336.69,347.81,326.65,347.58,317.66,335.69,347.31,319.85,343.33,343.58,329.82
NW11_PRESS_4 24/5 (24H/5D),NW11,Northwind Levant,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 1 (hrs),100.88,1.3,1.3,100.88,0.73,2.0,3,417.8,453.86,434.48,432.95,431.28,447.42,434.94,433.61,451.45,449.88,417.47,417.35
NW11_PRESS_4 24/5 (24H/5D),NW11,Northwind Levant,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 2 (hrs),124.16,1.6,1.6,124.16,0.73,2.0,3,518.13,552.05,523.98,552.9,528.68,541.66,520.7,522.54,527.99,558.33,528.55,510.25
NW11_GRINDING_1 12/6 (12H/6D),NW11,Northwind Levant,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 2 (hrs),20.47,0.5,0.5,20.47,0.6935,1.5,1,86.49,91.29,90.12,87.3,90.98,91.48,90.17,89.48,87.2,91.51,87.97,91.62
NW11_GRINDING_1 12/6 (12H/6D),NW11,Northwind Levant,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 1 (hrs),28.65,0.7,0.7,28.65,0.6935,1.5,1,121.11,124.32,126.85,123.23,119.39,122.72,117.74,126.85,126.81,120.37,128.93,125.8
NW11_GRINDING_1 12/6 (12H/6D),NW11,Northwind Levant,S,,GRINDING_1,Grinding line,12/6,12,6,"Available Capacity, hours",40.93,1.0,1.0,40.93,0.6935,1.5,1,184.19,174.39,177.79,172.44,173.63,177.71,175.49,167.5,174.65,176.59,169.25,170.92
NW11_GRINDING_1 12/6 (12H/6D),NW11,Northwind Levant,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 1 (hrs),53.21,1.3,1.3,53.21,0.6935,1.5,1,220.15,227.51,240.03,236.04,232.73,217.54,231.19,218.67,238.0,236.84,240.11,228.57
NW11_GRINDING_1 12/6 (12H/6D),NW11,Northwind Levant,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 2 (hrs),65.49,1.6,1.6,65.49,0.6935,1.5,1,278.74,272.72,283.8,278.66,281.68,286.2,292.64,268.55,284.84,294.12,289.15,283.8
NW11_ASSY_1 12/6 (12H/6D),NW11,Northwind Levant,S,,ASSY_1,Assembly cell,12/6,12,6,Downside Limit 2 (hrs),20.47,0.5,0.5,20.47,0.6935,1.5,1,87.8,86.71,90.97,88.04,87.75,89.8,88.84,87.76,84.32,86.11,86.95,88.05
NW11_ASSY_1 12/6 (12H/6D),NW11,Northwind Levant,S,,ASSY_1,Assembly cell,12/6,12,6,Downside Limit 1 (hrs),28.65,0.7,0.7,28.65,0.6935,1.5,1,126.43,126.96,118.14,127.55,126.56,124.24,124.08,118.89,118.65,127.16,127.7,125.44
NW11_ASSY_1 12/6 (12H/6D),NW11,Northwind Levant,S,,ASSY_1,Assembly cell,12/6,12,6,"Available Capacity, hours",40.93,1.0,1.0,40.93,0.6935,1.5,1,184.77,170.68,169.44,182.51,180.64,180.1,178.71,178.08,169.09,181.47,168.12,172.2
NW11_ASSY_1 12/6 (12H/6D),NW11,Northwind Levant,S,,ASSY_1,Assembly cell,12/6,12,6,Upside Limit 1 (hrs),53.21,1.3,1.3,53.21,0.6935,1.5,1,225.43,221.18,226.64,238.88,220.13,229.08,221.59,226.1,237.22,239.59,236.54,218.0
NW11_ASSY_1 12/6 (12H/6D),NW11,Northwind Levant,S,,ASSY_1,Assembly cell,12/6,12,6,Upside Limit 2 (hrs),65.49,1.6,1.6,65.49,0.6935,1.5,1,278.93,293.22,275.75,273.71,277.59,281.33,289.95,279.5,270.84,282.57,284.3,294.57
NW12_PRESS_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),12.3,0.5,0.5,12.3,0.74,1.0,1,52.42,52.47,54.23,53.0,52.51,55.38,51.44,55.31,52.62,54.19,53.25,54.1
NW12_PRESS_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),17.22,0.7,0.7,17.22,0.74,1.0,1,75.22,71.31,75.13,71.1,73.33,73.52,76.62,75.21,73.05,76.25,76.97,71.41
NW12_PRESS_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,PRESS_1,Press 3300T,8/5,8,5,"Available Capacity, hours",24.6,1.0,1.0,24.6,0.74,1.0,1,106.98,103.87,108.82,105.07,106.04,104.88,102.63,105.5,109.01,101.58,104.39,107.58
NW12_PRESS_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),31.98,1.3,1.3,31.98,0.74,1.0,1,142.32,143.91,137.41,137.96,135.55,141.58,143.99,142.95,138.88,141.87,135.79,131.0
NW12_PRESS_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),39.36,1.6,1.6,39.36,0.74,1.0,1,161.74,162.22,165.41,175.41,167.6,168.26,160.93,161.28,165.51,172.09,161.41,169.32
NW12_PRESS_2 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 2 (hrs),12.3,0.5,0.5,12.3,0.74,1.0,2,54.68,51.98,52.78,54.3,55.48,53.48,50.3,51.59,50.59,52.99,55.17,51.03
NW12_PRESS_2 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 1 (hrs),17.22,0.7,0.7,17.22,0.74,1.0,2,73.57,72.79,72.31,77.5,76.26,70.7,74.92,71.92,72.81,72.92,74.03,74.75
NW12_PRESS_2 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_2,Press 5500T,8/5,8,5,"Available Capacity, hours",24.6,1.0,1.0,24.6,0.74,1.0,2,109.15,110.51,108.75,102.53,106.6,104.69,102.15,109.88,104.49,108.78,103.39,108.71
NW12_PRESS_2 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 1 (hrs),31.98,1.3,1.3,31.98,0.74,1.0,2,142.11,131.71,137.95,131.37,140.89,142.0,135.65,142.47,134.85,136.61,138.11,143.33
NW12_PRESS_2 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 2 (hrs),39.36,1.6,1.6,39.36,0.74,1.0,2,164.56,177.29,161.4,171.86,168.6,174.63,162.32,164.84,177.58,167.91,176.31,175.02
NW12_PRESS_3 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 2 (hrs),12.3,0.5,0.5,12.3,0.74,1.0,2,52.99,51.13,53.19,50.42,50.89,50.62,54.58,52.59,51.02,50.86,50.53,50.71
NW12_PRESS_3 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 1 (hrs),17.22,0.7,0.7,17.22,0.74,1.0,2,77.54,74.04,72.19,72.45,72.49,76.52,75.44,74.39,70.97,75.88,77.17,71.58
NW12_PRESS_3 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_3,Press 8000T,8/5,8,5,"Available Capacity, hours",24.6,1.0,1.0,24.6,0.74,1.0,2,104.65,101.08,104.35,106.03,105.36,107.24,110.25,109.93,103.69,109.32,100.67,107.72
NW12_PRESS_3 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 1 (hrs),31.98,1.3,1.3,31.98,0.74,1.0,2,135.79,141.82,130.75,135.53,132.41,137.77,143.82,131.39,143.28,133.77,142.67,132.14
NW12_PRESS_3 8/5 (8H/5D),NW12,Northwind Cerrado,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 2 (hrs),39.36,1.6,1.6,39.36,0.74,1.0,2,168.72,173.38,174.51,172.36,165.54,177.53,167.44,177.42,170.62,163.35,171.06,177.64
NW12_GRINDING_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 2 (hrs),11.56,0.5,0.5,11.56,0.703,1.0,1,50.03,49.87,50.73,52.03,49.98,50.6,49.06,49.59,49.12,49.19,51.86,49.51
NW12_GRINDING_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 1 (hrs),16.18,0.7,0.7,16.18,0.703,1.0,1,71.01,67.17,68.82,70.24,68.06,71.63,68.4,68.75,69.77,72.42,72.62,66.22
NW12_GRINDING_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,GRINDING_1,Grinding line,8/5,8,5,"Available Capacity, hours",23.12,1.0,1.0,23.12,0.703,1.0,1,96.65,97.72,101.53,98.43,99.16,97.63,97.24,96.87,100.66,100.05,97.65,101.79
NW12_GRINDING_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 1 (hrs),30.06,1.3,1.3,30.06,0.703,1.0,1,135.31,129.74,125.77,126.48,129.85,126.98,133.95,129.68,128.7,130.4,124.56,135.3
NW12_GRINDING_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 2 (hrs),36.99,1.6,1.6,36.99,0.703,1.0,1,154.34,158.95,164.77,154.63,166.07,164.86,155.43,154.39,166.0,152.39,164.42,151.51
NW12_ASSY_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 2 (hrs),11.56,0.5,0.5,11.56,0.703,1.0,1,48.71,50.02,51.91,47.48,47.76,50.91,52.16,50.48,49.11,50.02,50.66,50.04
NW12_ASSY_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 1 (hrs),16.18,0.7,0.7,16.18,0.703,1.0,1,67.88,72.91,70.07,71.06,67.67,70.1,67.8,71.89,70.47,68.13,68.58,68.01
NW12_ASSY_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,ASSY_1,Assembly cell,8/5,8,5,"Available Capacity, hours",23.12,1.0,1.0,23.12,0.703,1.0,1,104.11,103.73,102.32,103.64,95.8,95.99,102.04,102.78,98.2,99.37,94.57,97.07
NW12_ASSY_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 1 (hrs),30.06,1.3,1.3,30.06,0.703,1.0,1,125.35,125.12,129.23,126.84,132.87,130.08,126.13,123.51,127.28,127.47,124.84,125.15
NW12_ASSY_1 8/5 (8H/5D),NW12,Northwind Cerrado,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 2 (hrs),36.99,1.6,1.6,36.99,0.703,1.0,1,163.61,161.1,164.81,152.92,153.02,161.34,163.22,166.25,152.97,152.75,163.52,165.95
NW13_PRESS_1 8/5 (8H/5D),NW13,Northwind Andes,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),12.7,0.5,0.5,12.7,0.76,1.0,1,55.48,55.9,54.44,53.36,53.67,54.05,53.55,56.8,55.74,54.41,55.67,55.94
NW13_PRESS_1 8/5 (8H/5D),NW13,Northwind Andes,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),17.78,0.7,0.7,17.78,0.76,1.0,1,75.41,77.52,75.88,76.25,78.22,73.17,78.93,79.62,80.16,79.17,76.1,78.25
NW13_PRESS_1 8/5 (8H/5D),NW13,Northwind Andes,S,,PRESS_1,Press 3300T,8/5,8,5,"Available Capacity, hours",25.4,1.0,1.0,25.4,0.76,1.0,1,104.09,111.18,113.01,108.44,104.83,110.77,107.83,112.77,103.96,108.87,113.87,104.36
NW13_PRESS_1 8/5 (8H/5D),NW13,Northwind Andes,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),33.02,1.3,1.3,33.02,0.76,1.0,1,138.16,148.96,137.65,140.25,135.64,135.6,137.98,138.22,147.96,135.86,141.09,148.33
NW13_PRESS_1 8/5 (8H/5D),NW13,Northwind Andes,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),40.64,1.6,1.6,40.64,0.76,1.0,1,167.88,170.22,174.02,174.24,182.16,171.53,168.05,175.47,169.38,178.38,174.35,177.57
NW13_PRESS_2 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 2 (hrs),12.7,0.5,0.5,12.7,0.76,1.0,2,53.81,53.26,53.1,53.82,53.66,56.31,51.95,52.12,53.67,56.5,56.31,56.07
NW13_PRESS_2 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 1 (hrs),17.78,0.7,0.7,17.78,0.76,1.0,2,74.3,76.1,77.75,73.5,74.95,78.78,77.9,76.73,79.93,78.59,79.77,75.76
NW13_PRESS_2 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_2,Press 5500T,8/5,8,5,"Available Capacity, hours",25.4,1.0,1.0,25.4,0.76,1.0,2,110.33,103.76,105.06,110.54,113.96,109.72,111.65,114.6,114.13,106.31,106.44,112.23
NW13_PRESS_2 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 1 (hrs),33.02,1.3,1.3,33.02,0.76,1.0,2,144.74,136.63,147.96,146.01,142.86,141.72,142.93,134.9,144.99,144.37,146.16,139.55
NW13_PRESS_2 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 2 (hrs),40.64,1.6,1.6,40.64,0.76,1.0,2,180.97,182.69,170.44,177.05,182.36,175.6,181.58,173.64,177.15,171.78,177.07,180.13
NW13_PRESS_3 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 2 (hrs),12.7,0.5,0.5,12.7,0.76,1.0,2,55.37,57.17,52.81,55.11,56.19,53.7,56.47,57.26,54.56,55.77,53.95,53.98
NW13_PRESS_3 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 1 (hrs),17.78,0.7,0.7,17.78,0.76,1.0,2,77.68,78.54,74.98,75.69,73.47,77.36,79.67,76.67,75.61,73.27,78.86,78.84
NW13_PRESS_3 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_3,Press 8000T,8/5,8,5,"Available Capacity, hours",25.4,1.0,1.0,25.4,0.76,1.0,2,110.98,106.82,111.79,108.8,109.41,107.99,107.34,108.63,113.04,104.02,114.3,104.84
NW13_PRESS_3 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 1 (hrs),33.02,1.3,1.3,33.02,0.76,1.0,2,146.15,137.15,139.17,142.09,147.06,137.98,136.75,139.97,135.32,135.11,138.4,139.04
NW13_PRESS_3 8/5 (8H/5D),NW13,Northwind Andes,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 2 (hrs),40.64,1.6,1.6,40.64,0.76,1.0,2,173.52,168.47,167.25,170.67,169.27,177.94,174.38,175.03,180.79,181.99,178.09,175.47
NW13_PRESS_4 24/5 (24H/5D),NW13,Northwind Andes,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),40.6,0.5,0.5,40.6,0.76,2.0,3,181.2,173.78,174.32,177.54,167.72,179.64,180.91,174.35,176.73,174.19,181.19,176.3
NW13_PRESS_4 24/5 (24H/5D),NW13,Northwind Andes,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),56.84,0.7,0.7,56.84,0.76,2.0,3,245.14,238.28,251.21,237.03,238.3,253.01,254.08,250.46,235.53,249.36,247.41,237.67
NW13_PRESS_4 24/5 (24H/5D),NW13,Northwind Andes,L,,PRESS_4,Press 13900T,24/5,24,5,"Available Capacity, hours",81.2,1.0,1.0,81.2,0.76,2.0,3,346.96,332.26,361.9,333.26,360.57,340.35,344.63,342.02,345.61,355.59,356.73,342.08
NW13_PRESS_4 24/5 (24H/5D),NW13,Northwind Andes,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),105.56,1.3,1.3,105.56,0.76,2.0,3,452.72,449.19,442.3,438.23,473.29,469.12,455.7,470.19,465.43,436.41,438.33,452.5
NW13_PRESS_4 24/5 (24H/5D),NW13,Northwind Andes,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),129.92,1.6,1.6,129.92,0.76,2.0,3,534.04,584.89,576.98,552.52,544.6,571.35,562.25,542.2,567.2,567.65,547.61,552.19
NW13_GRINDING_1 8/5 (8H/5D),NW13,Northwind Andes,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 2 (hrs),11.94,0.5,0.5,11.94,0.722,1.0,1,52.59,50.33,50.76,51.02,49.7,52.25,49.02,51.12,49.48,52.14,52.16,50.78
NW13_GRINDING_1 8/5 (8H/5D),NW13,Northwind Andes,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 1 (hrs),16.72,0.7,0.7,16.72,0.722,1.0,1,68.86,70.48,74.7,72.68,74.82,72.47,74.33,70.98,72.59,69.06,69.07,72.56
