Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW01_MAT-100723,NW01,Plates,MAT-100723,S160/PL.24 304TL 0.7mm,110743,T-70112-B,PRESS_1,N/54668206,1.284,317242,C,Active
NW01_MAT-100725,NW01,Plates,MAT-100725,XL520/PL.26 304TL 0.5mm,196988,T-70400-A,PRESS_6,N/59789074,2.267,58249,A,Active
NW01_MAT-100726,NW01,Plates,MAT-100726,PRO-9X/PL.27 304TL 0.7mm,35799,T-70059-B,PRESS_5,N/53847570,1.896,6457,C,Active
NW01_MAT-100732,NW01,Plates,MAT-100732,S62/PL.33 304TL 0.7mm,254907,T-70111-D,PRESS_5,N/52100984,0.934,14067,C,Active
NW01_MAT-100741,NW01,Plates,MAT-100741,MX200/PL.42 304TL 0.5mm,245785,T-70539-D,PRESS_4,N/56634122,1.16,81237,C,Active
NW01_MAT-100753,NW01,Plates,MAT-100753,MX200/PL.04 304TL 0.3mm,108773,T-70690-B,GRINDING_1,N/58698543,0.933,281316,C,Phase-out
NW01_MAT-100754,NW01,Plates,MAT-100754,MX250/PL.05 304TL 0.4mm,128077,T-70146-D,PRESS_3,N/54620767,1.323,191053,A,Active
NW01_MAT-100761,NW01,Plates,MAT-100761,XL520/PL.12 304TL 0.8mm,241017,T-70020-C,PRESS_5,N/59394479,1.733,120021,A,Active
NW01_MAT-100762,NW01,Plates,MAT-100762,PRO-9X/PL.13 304TL 0.7mm,96133,T-70067-A,PRESS_3,N/56453440,1.542,56873,C,Active
NW01_MAT-100765,NW01,Plates,MAT-100765,MX200/PL.16 304TL 0.7mm,70157,T-70328-D,PRESS_3,N/54467017,1.352,95662,B,Active
NW01_MAT-100780,NW01,Plates,MAT-100780,S62/PL.31 304TL 0.8mm,195513,T-70169-D,PRESS_4,N/53557113,1.071,30601,C,Active
NW01_MAT-100785,NW01,Plates,MAT-100785,XL520/PL.36 304TL 0.8mm,69773,T-70191-C,PRESS_6,N/50545045,2.606,34873,B,Active
NW01_MAT-100789,NW01,Plates,MAT-100789,MX200/PL.40 304TL 0.5mm,114367,T-70529-A,GRINDING_1,N/58102591,1.317,164287,C,Active
NW01_MAT-100791,NW01,Plates,MAT-100791,HT80/PL.42 304TL 0.3mm,168973,T-70662-A,PRESS_5,N/53364347,1.551,164295,C,Active
NW01_MAT-100792,NW01,Plates,MAT-100792,S62/PL.43 304TL 0.6mm,102272,T-70683-C,PRESS_5,N/55550501,1.29,189137,A,Active
NW01_MAT-100793,NW01,Plates,MAT-100793,S120/PL.44 304TL 0.7mm,162865,T-70587-C,PRESS_2,N/51754315,1.317,272911,A,Active
NW01_MAT-100804,NW01,Plates,MAT-100804,S62/PL.05 304TL 0.4mm,46445,T-70277-A,PRESS_1,N/54755765,1.145,152457,B,Phase-out
NW01_MAT-100808,NW01,Plates,MAT-100808,XL420/PL.09 304TL 0.4mm,29585,T-70489-C,PRESS_5,N/51000733,2.612,299053,A,Active
NW01_MAT-100810,NW01,Plates,MAT-100810,PRO-9X/PL.11 304TL 0.3mm,73487,T-70441-A,PRESS_4,N/55294869,1.806,141657,A,Phase-out
NW01_MAT-100811,NW01,Plates,MAT-100811,PRO-12X/PL.12 304TL 0.4mm,63142,T-70186-D,PRESS_5,N/59020635,1.587,230066,C,Active
NW01_MAT-100817,NW01,Plates,MAT-100817,S120/PL.18 304TL 0.5mm,8051,T-70132-D,PRESS_5,N/56884195,1.629,119792,B,Active
NW01_MAT-100818,NW01,Plates,MAT-100818,S140/PL.19 304TL 0.6mm,104263,T-70400-A,PRESS_5,N/51402384,1.573,98150,C,Phase-out
NW01_MAT-100820,NW01,Plates,MAT-100820,XL420/PL.21 304TL 0.7mm,153930,T-70274-C,,N/58207538,2.14,300235,B,Active
NW01_MAT-100822,NW01,Plates,MAT-100822,PRO-9X/PL.23 304TL 0.7mm,172877,T-70105-C,PRESS_3,N/52589986,1.397,17581,A,Active
NW01_MAT-100824,NW01,Plates,MAT-100824,MX100/PL.25 304TL 0.7mm,144039,T-70502-B,PRESS_3,N/53239003,1.204,65849,C,Active
NW01_MAT-100839,NW01,Plates,MAT-100839,HT80/PL.40 304TL 0.4mm,259713,T-70692-A,PRESS_5,N/53641831,1.589,6489,A,Active
NW01_MAT-100841,NW01,Plates,MAT-100841,S120/PL.42 304TL 0.3mm,75812,T-70205-B,PRESS_5,N/50679146,1.367,317972,C,Active
NW01_MAT-100845,NW01,Plates,MAT-100845,XL520/PL.46 304TL 0.6mm,87749,T-70566-A,PRESS_6,N/59646861,2.053,198970,B,Active
NW01_MAT-100846,NW01,Plates,MAT-100846,PRO-9X/PL.47 304TL 0.3mm,46282,T-70516-A,ASSY_1,N/56582013,1.223,199121,A,Active
NW01_MAT-100853,NW01,Plates,MAT-100853,S120/PL.04 304TL 0.7mm,135192,T-70540-C,PRESS_6,N/50951651,1.426,81178,C,Active
NW01_MAT-100856,NW01,Plates,MAT-100856,XL420/PL.07 304TL 0.5mm,59680,T-70443-B,PRESS_6,N/54346542,2.138,212091,A,Active
NW01_MAT-100862,NW01,Plates,MAT-100862,MX250/PL.13 304TL 0.3mm,75129,T-70293-A,PRESS_3,N/54223020,1.131,139503,B,Phase-out
NW01_MAT-100863,NW01,Plates,MAT-100863,HT80/PL.14 304TL 0.4mm,153937,T-70466-A,PRESS_5,N/58575578,1.499,275200,B,Active
NW01_MAT-100875,NW01,Plates,MAT-100875,HT80/PL.26 304TL 0.5mm,199883,T-70217-B,PRESS_6,N/58991579,1.79,6395,A,Active
NW01_MAT-100878,NW01,Plates,MAT-100878,S140/PL.29 304TL 0.7mm,157841,T-70631-B,GRINDING_1,N/55927609,1.083,200908,A,Active
NW01_MAT-100881,NW01,Plates,MAT-100881,XL520/PL.32 304TL 0.4mm,206854,T-70172-B,PRESS_6,N/53799053,2.448,175579,B,Active
NW01_MAT-100887,NW01,Plates,MAT-100887,HT80/PL.38 304TL 0.7mm,98263,T-70689-C,PRESS_6,N/52812127,2.248,126891,C,Phase-out
NW01_MAT-100890,NW01,Plates,MAT-100890,S140/PL.41 304TL 0.5mm,35803,T-70180-C,PRESS_3,N/59385191,1.195,204541,B,Active
NW01_MAT-100895,NW01,Plates,MAT-100895,PRO-12X/PL.46 304TL 0.7mm,226411,T-70462-B,PRESS_4,N/58508305,1.434,198174,B,Active
NW01_MAT-100903,NW01,Plates,MAT-100903,S160/PL.04 304TL 0.5mm,244004,T-70677-D,GRINDING_1,N/51348850,1.38,123614,A,Active
NW01_MAT-100908,NW01,Plates,MAT-100908,MX100/PL.09 304TL 0.8mm,258421,T-70233-C,PRESS_1,N/55858456,1.055,3171,C,Phase-out
NW01_MAT-100909,NW01,Plates,MAT-100909,MX200/PL.10 304TL 0.6mm,171922,T-70081-B,ASSY_1,N/57316763,1.365,155323,B,Phase-out
NW01_MAT-100913,NW01,Plates,MAT-100913,S120/PL.14 304TL 0.3mm,208178,T-70305-C,PRESS_4,N/55684608,1.531,243290,A,Active
NW01_MAT-100915,NW01,Plates,MAT-100915,S160/PL.16 304TL 0.4mm,16649,T-70364-D,ASSY_1,N/57834699,1.535,264413,C,Active
NW01_MAT-100916,NW01,Plates,MAT-100916,XL420/PL.17 304TL 0.3mm,122114,T-70632-A,PRESS_5,N/50188728,2.136,216619,B,Phase-out
NW01_MAT-100926,NW01,Plates,MAT-100926,S140/PL.27 304TL 0.7mm,6190,T-70382-D,GRINDING_1,N/59961072,1.614,33532,C,Phase-out
NW01_MAT-100932,NW01,Plates,MAT-100932,MX100/PL.33 304TL 0.8mm,46015,T-70113-C,ASSY_1,N/55478073,1.365,286320,A,Active
NW01_MAT-100943,NW01,Plates,MAT-100943,PRO-12X/PL.44 304TL 0.7mm,11334,T-70390-D,PRESS_5,N/53538940,1.582,127923,C,Active
NW01_MAT-100949,NW01,Plates,MAT-100949,S120/PL.50 304TL 0.7mm,18232,T-70149-B,PRESS_3,N/53776859,1.17,92635,B,Active
NW01_MAT-100954,NW01,Plates,MAT-100954,PRO-9X/PL.05 304TL 0.5mm,93155,T-70351-D,PRESS_1,N/53057011,1.397,157910,B,Phase-out
NW01_MAT-100956,NW01,Plates,MAT-100956,MX100/PL.07 304TL 0.6mm,194669,T-70494-A,ASSY_1,N/58015710,0.939,91139,B,Active
NW01_MAT-100958,NW01,Plates,MAT-100958,MX250/PL.09 304TL 0.5mm,210051,T-70344-D,,N/50069410,1.245,297931,A,Active
NW01_MAT-100960,NW01,Plates,MAT-100960,S62/PL.11 304TL 0.5mm,167000,T-70150-A,PRESS_2,N/57407389,1.099,67900,C,Active
NW01_MAT-100963,NW01,Plates,MAT-100963,S160/PL.14 304TL 0.4mm,90099,T-70667-C,EXTRUSION_1,N/52139742,1.724,276603,C,Active
NW01_MAT-100964,NW01,Plates,MAT-100964,XL420/PL.15 304TL 0.6mm,121933,T-70085-A,PRESS_5,N/51350359,1.692,95304,B,Active
NW01_MAT-100965,NW01,Plates,MAT-100965,XL520/PL.16 304TL 0.4mm,137763,T-70274-C,PRESS_5,N/50753463,2.241,63267,C,Active
NW01_MAT-100967,NW01,Plates,MAT-100967,PRO-12X/PL.18 304TL 0.7mm,26290,T-70147-A,EXTRUSION_1,N/55977435,1.216,290560,B,Active
NW01_MAT-100970,NW01,Plates,MAT-100970,MX250/PL.21 304TL 0.6mm,74949,T-70525-C,ASSY_1,N/56698193,1.269,37934,D,Active
NW01_MAT-100971,NW01,Plates,MAT-100971,HT80/PL.22 304TL 0.7mm,116603,T-70533-A,PRESS_5,N/51888465,2.007,40493,C,Active
NW01_MAT-100977,NW01,Plates,MAT-100977,XL520/PL.28 304TL 0.5mm,3459,T-70466-A,PRESS_5,N/52322135,2.098,280357,C,Active
NW01_MAT-100980,NW01,Plates,MAT-100980,MX100/PL.31 304TL 0.3mm,49083,T-70444-D,PRESS_4,N/55234413,1.316,54258,A,Active
NW01_MAT-100984,NW01,Plates,MAT-100984,S62/PL.35 304TL 0.7mm,141865,T-70627-A,PRESS_3,N/55024335,1.244,24707,B,Active
NW01_MAT-100989,NW01,Plates,MAT-100989,XL520/PL.40 304TL 0.6mm,99680,T-70167-C,PRESS_5,N/51436314,2.639,180957,B,Phase-out
NW01_MAT-100993,NW01,Plates,MAT-100993,MX200/PL.44 304TL 0.7mm,9578,T-70644-D,PRESS_2,N/54388716,1.032,40182,C,Active
NW01_MAT-100998,NW01,Plates,MAT-100998,S140/PL.49 304TL 0.8mm,240042,T-70033-C,GRINDING_1,N/50677772,1.375,218831,A,Active
NW01_MAT-101001,NW01,Plates,MAT-101001,XL520/PL.02 304TL 0.5mm,59800,T-70390-D,PRESS_5,N/51946240,1.79,38351,C,Active
NW01_MAT-101002,NW01,Plates,MAT-101002,PRO-9X/PL.03 304TL 0.7mm,180472,T-70161-D,PRESS_2,N/57324690,1.892,16020,C,Active
NW01_MAT-101009,NW01,Plates,MAT-101009,S120/PL.10 304TL 0.3mm,230334,T-70573-A,PRESS_6,N/53960472,1.583,306699,C,Active
NW01_MAT-101010,NW01,Plates,MAT-101010,S140/PL.11 304TL 0.6mm,105273,T-70339-D,PRESS_3,N/58315372,1.079,184832,C,Phase-out
NW01_MAT-101012,NW01,Plates,MAT-101012,XL420/PL.13 304TL 0.7mm,226850,T-70406-B,PRESS_6,N/55352634,1.665,7369,C,Active
NW01_MAT-101017,NW01,Plates,MAT-101017,MX200/PL.18 304TL 0.6mm,240496,T-70123-A,PRESS_3,N/59372512,1.159,259272,A,Active
NW01_MAT-101020,NW01,Plates,MAT-101020,S62/PL.21 304TL 0.3mm,53898,T-70585-D,PRESS_6,N/50263417,1.203,12711,C,Active
NW01_MAT-101021,NW01,Plates,MAT-101021,S120/PL.22 304TL 0.5mm,53474,T-70269-A,ASSY_1,N/57170074,1.608,124124,C,Active
NW01_MAT-101022,NW01,Plates,MAT-101022,S140/PL.23 304TL 0.6mm,243846,T-70630-B,PRESS_6,N/59358200,1.193,177824,A,Active
NW01_MAT-101023,NW01,Plates,MAT-101023,S160/PL.24 304TL 0.5mm,121184,T-70042-D,ASSY_1,N/57301681,1.309,3055,A,Active
NW01_MAT-101027,NW01,Plates,MAT-101027,PRO-12X/PL.28 304TL 0.5mm,205069,T-70520-B,PRESS_6,N/53034455,1.582,127886,C,Phase-out
NW01_MAT-101032,NW01,Plates,MAT-101032,S62/PL.33 304TL 0.4mm,159815,T-70670-B,PRESS_6,N/58502168,1.388,125039,C,Active
NW01_MAT-101045,NW01,Plates,MAT-101045,S120/PL.46 304TL 0.6mm,43312,T-70198-A,EXTRUSION_1,N/53245657,1.161,226196,B,Active
NW01_MAT-101058,NW01,Plates,MAT-101058,S140/PL.09 304TL 0.6mm,14443,T-70391-D,GRINDING_1,N/53569010,1.119,300379,C,Active
NW01_MAT-101067,NW01,Plates,MAT-101067,HT80/PL.18 304TL 0.7mm,151158,T-70168-D,PRESS_6,N/50534846,1.853,36276,C,Active
NW01_MAT-101070,NW01,Plates,MAT-101070,S140/PL.21 304TL 0.3mm,25019,T-70046-B,PRESS_4,N/51033391,1.3,239021,A,Active
NW01_MAT-101073,NW01,Plates,MAT-101073,XL520/PL.24 304TL 0.5mm,28248,T-70043-B,PRESS_5,N/53328530,1.848,284857,C,Active
NW01_MAT-101080,NW01,Plates,MAT-101080,S62/PL.31 304TL 0.5mm,257659,T-70160-C,PRESS_5,N/59530857,1.453,39509,A,Active
NW01_MAT-101084,NW01,Plates,MAT-101084,XL420/PL.35 304TL 0.5mm,154820,T-70038-A,PRESS_6,N/51244247,2.059,290589,C,Active
NW01_MAT-101089,NW01,Plates,MAT-101089,MX200/PL.40 304TL 0.5mm,111460,T-70673-C,ASSY_1,N/55293320,1.352,301167,A,Active
NW01_MAT-101092,NW01,Plates,MAT-101092,S62/PL.43 304TL 0.4mm,64381,T-70396-D,PRESS_1,N/55963897,1.307,181560,A,Active
NW01_MAT-101095,NW01,Plates,MAT-101095,S160/PL.46 304TL 0.6mm,112364,T-70554-B,PRESS_3,N/56155971,1.445,130364,A,Active
NW01_MAT-101097,NW01,Plates,MAT-101097,XL520/PL.48 304TL 0.3mm,215586,T-70076-D,PRESS_5,N/55690896,2.395,229747,D,Active
NW01_MAT-101101,NW01,Plates,MAT-101101,MX200/PL.02 304TL 0.3mm,182514,T-70042-D,ASSY_1,N/53312854,1.343,204338,A,Active
NW01_MAT-101104,NW01,Plates,MAT-101104,S62/PL.05 304TL 0.5mm,130541,T-70171-B,GRINDING_1,N/59519920,1.46,115136,B,Active
NW01_MAT-101105,NW01,Plates,MAT-101105,S120/PL.06 304TL 0.8mm,259192,T-70078-C,PRESS_6,N/52026719,1.004,164978,D,Active
NW01_MAT-101111,NW01,Plates,MAT-101111,PRO-12X/PL.12 304TL 0.4mm,134273,T-70178-D,GRINDING_1,N/53030841,1.822,288453,C,Active
NW01_MAT-101113,NW01,Plates,MAT-101113,MX200/PL.14 304TL 0.7mm,99590,T-70039-B,ASSY_1,N/58265813,1.177,267074,C,Active
NW01_MAT-101115,NW01,Plates,MAT-101115,HT80/PL.16 304TL 0.5mm,55506,T-70048-D,PRESS_5,N/58709425,1.549,39447,C,Active
NW01_MAT-101120,NW01,Plates,MAT-101120,XL420/PL.21 304TL 0.5mm,247139,T-70287-A,PRESS_6,N/55300788,2.212,100648,B,Active
NW01_MAT-101131,NW01,Plates,MAT-101131,S160/PL.32 304TL 0.7mm,32050,T-70138-C,EXTRUSION_1,N/51235434,1.145,281778,C,Active
NW01_MAT-101134,NW01,Plates,MAT-101134,PRO-9X/PL.35 304TL 0.8mm,73353,T-70516-A,PRESS_1,N/59425222,1.622,255693,C,Active
NW01_MAT-101142,NW01,Plates,MAT-101142,S140/PL.43 304TL 0.5mm,21698,T-70120-B,PRESS_6,N/55316228,1.391,52187,A,Active
NW01_MAT-101144,NW01,Plates,MAT-101144,XL420/PL.45 304TL 0.6mm,247457,T-70519-C,PRESS_6,N/55040557,2.162,97079,B,Active
NW01_MAT-101149,NW01,Plates,MAT-101149,MX200/PL.50 304TL 0.7mm,177328,T-70615-B,PRESS_3,N/51507426,1.283,90430,B,Active
NW01_MAT-101150,NW01,Plates,MAT-101150,MX250/PL.01 304TL 0.6mm,246697,T-70631-B,ASSY_1,N/56290253,1.392,92792,B,Active
NW01_MAT-101159,NW01,Plates,MAT-101159,PRO-12X/PL.10 304TL 0.6mm,102137,T-70311-A,PRESS_5,N/57470057,1.86,27873,C,Active
NW01_MAT-101161,NW01,Plates,MAT-101161,MX200/PL.12 304TL 0.3mm,29520,T-70046-B,PRESS_4,N/58856365,1.072,209968,C,Active
NW01_MAT-101167,NW01,Plates,MAT-101167,S160/PL.18 304TL 0.5mm,201044,T-70443-B,PRESS_5,N/50839295,1.493,206558,A,Active
NW01_MAT-101168,NW01,Plates,MAT-101168,XL420/PL.19 304TL 0.4mm,116276,T-70354-A,PRESS_6,N/50419599,2.646,13280,B,Active
NW01_MAT-101173,NW01,Plates,MAT-101173,MX200/PL.24 304TL 0.6mm,149798,T-70116-D,EXTRUSION_1,N/50128437,1.204,260987,C,Active
NW01_MAT-101175,NW01,Plates,MAT-101175,HT80/PL.26 304TL 0.6mm,223567,T-70390-D,PRESS_5,N/53272435,1.596,185179,C,Active
NW01_MAT-101177,NW01,Plates,MAT-101177,S120/PL.28 304TL 0.4mm,175207,T-70228-A,PRESS_5,N/57341699,1.524,220209,A,Active
NW01_MAT-101191,NW01,Plates,MAT-101191,S160/PL.42 304TL 0.4mm,25447,T-70060-A,PRESS_6,N/55777636,1.208,226390,A,Active
NW01_MAT-101195,NW01,Plates,MAT-101195,PRO-12X/PL.46 304TL 0.6mm,173913,T-70268-C,GRINDING_1,N/51006837,1.242,224901,A,Active
NW01_MAT-101196,NW01,Plates,MAT-101196,MX100/PL.47 304TL 0.3mm,244594,T-70642-A,ASSY_1,N/58436717,1.316,44047,B,Active
NW01_MAT-101198,NW01,Plates,MAT-101198,MX250/PL.49 304TL 0.7mm,138863,T-70074-B,ASSY_1,N/54586900,0.997,204720,A,Active
NW01_MAT-101206,NW01,Plates,MAT-101206,PRO-9X/PL.07 304TL 0.6mm,208944,T-70672-D,GRINDING_1,N/55330017,1.642,192682,A,Phase-out
NW01_MAT-101210,NW01,Plates,MAT-101210,MX250/PL.11 304TL 0.3mm,198785,T-70103-D,PRESS_3,N/50019448,1.02,140100,A,Phase-out
NW01_MAT-101211,NW01,Plates,MAT-101211,HT80/PL.12 304TL 0.5mm,164487,T-70632-A,PRESS_5,N/57485623,1.774,100466,D,Active
NW01_MAT-101219,NW01,Plates,MAT-101219,PRO-12X/PL.20 304TL 0.4mm,29302,T-70408-D,GRINDING_1,N/58834100,1.225,303405,C,Phase-out
NW01_MAT-101224,NW01,Plates,MAT-101224,S62/PL.25 304TL 0.6mm,16242,T-70190-C,ASSY_1,N/50089391,1.439,259428,C,Active
NW01_MAT-101234,NW01,Plates,MAT-101234,MX250/PL.35 304TL 0.6mm,133026,T-70024-D,ASSY_1,N/53797648,1.41,309082,C,Active
NW01_MAT-101239,NW01,Plates,MAT-101239,S160/PL.40 304TL 0.7mm,59489,T-70614-B,PRESS_6,N/55833063,1.448,138081,C,Active
NW01_MAT-101245,NW01,Plates,MAT-101245,MX200/PL.46 304TL 0.8mm,105140,T-70086-C,ASSY_1,N/59444542,1.251,244425,A,Active
NW01_MAT-101248,NW01,Plates,MAT-101248,S62/PL.49 304TL 0.6mm,2115,T-70252-B,ASSY_1,N/53294810,1.136,65104,C,Active
NW01_MAT-101252,NW01,Plates,MAT-101252,XL420/PL.03 304TL 0.5mm,157145,T-70675-C,PRESS_6,N/51024723,2.424,166028,B,Active
NW01_MAT-101264,NW01,Plates,MAT-101264,XL420/PL.15 304TL 0.3mm,133714,T-70059-B,PRESS_6,N/52682694,2.526,226073,C,Active
NW01_MAT-101267,NW01,Plates,MAT-101267,PRO-12X/PL.18 304TL 0.5mm,168734,T-70379-A,PRESS_3,N/54780483,1.252,18514,A,Active
NW01_MAT-101270,NW01,Plates,MAT-101270,MX250/PL.21 304TL 0.4mm,163831,T-70039-B,ASSY_1,N/50216184,1.082,295634,A,Active
NW01_MAT-101274,NW01,Plates,MAT-101274,S140/PL.25 304TL 0.6mm,22721,T-70198-A,PRESS_4,N/50587099,1.033,157116,A,Active
NW01_MAT-101278,NW01,Plates,MAT-101278,PRO-9X/PL.29 304TL 0.6mm,109344,T-70086-C,PRESS_1,N/52210359,1.214,315244,A,Active
NW01_MAT-101280,NW01,Plates,MAT-101280,MX100/PL.31 304TL 0.7mm,68167,T-70116-D,PRESS_2,N/54689978,1.39,162210,A,Active
NW01_MAT-101303,NW01,Plates,MAT-101303,PRO-12X/PL.04 304TL 0.5mm,130524,T-70677-D,GRINDING_1,N/59119813,1.928,205444,A,Phase-out
NW01_MAT-101312,NW01,Plates,MAT-101312,XL420/PL.13 304TL 0.5mm,121127,T-70664-C,PRESS_5,N/51902411,2.649,61115,C,Active
NW01_MAT-101314,NW01,Plates,MAT-101314,PRO-9X/PL.15 304TL 0.5mm,224817,T-70211-D,PRESS_5,N/59518991,1.372,54971,B,Active
NW01_MAT-101316,NW01,Plates,MAT-101316,MX100/PL.17 304TL 0.8mm,23989,T-70200-D,PRESS_4,N/59207066,1.477,17277,C,Phase-out
NW01_MAT-101317,NW01,Plates,MAT-101317,MX200/PL.18 304TL 0.6mm,221864,T-70449-C,PRESS_4,N/50433293,1.005,142441,C,Active
NW01_MAT-101318,NW01,Plates,MAT-101318,MX250/PL.19 304TL 0.7mm,50896,T-70417-D,PRESS_4,N/51363048,1.41,195665,A,Active
NW01_MAT-101321,NW01,Plates,MAT-101321,S120/PL.22 304TL 0.7mm,178454,T-70696-A,PRESS_3,N/54240569,1.308,96316,A,Active
NW01_MAT-101334,NW01,Plates,MAT-101334,S140/PL.35 304TL 0.7mm,192975,T-70106-B,PRESS_6,N/55615075,1.593,233335,B,Active
NW01_MAT-101337,NW01,Plates,MAT-101337,XL520/PL.38 304TL 0.6mm,163467,T-70228-A,PRESS_5,N/56201700,2.163,81922,C,Active
NW01_MAT-101342,NW01,Plates,MAT-101342,MX250/PL.43 304TL 0.4mm,216841,T-70009-C,PRESS_2,N/57097656,0.977,163149,A,Active
NW01_MAT-101346,NW01,Plates,MAT-101346,S140/PL.47 304TL 0.6mm,157665,T-70640-D,PRESS_5,N/55872719,1.176,177165,C,Active
NW01_MAT-101347,NW01,Plates,MAT-101347,S160/PL.48 304TL 0.7mm,191693,T-70692-A,PRESS_5,N/55946153,1.58,289247,A,Active
NW01_MAT-101348,NW01,Plates,MAT-101348,XL420/PL.49 304TL 0.6mm,112775,T-70405-B,PRESS_6,N/59963387,2.428,184212,C,Active
NW01_MAT-101350,NW01,Plates,MAT-101350,PRO-9X/PL.01 304TL 0.5mm,115795,T-70657-C,PRESS_2,N/50491509,1.421,151857,A,Active
NW01_MAT-101352,NW01,Plates,MAT-101352,MX100/PL.03 304TL 0.5mm,244054,T-70642-A,ASSY_1,N/54112453,1.158,215265,A,Active
NW01_MAT-101354,NW01,Plates,MAT-101354,MX250/PL.05 304TL 0.5mm,19780,T-70328-D,EXTRUSION_1,N/58487320,1.123,109677,B,Active
NW01_MAT-101358,NW01,Plates,MAT-101358,S140/PL.09 304TL 0.6mm,244126,T-70205-B,PRESS_6,N/51498295,1.048,148676,A,Active
NW01_MAT-101360,NW01,Plates,MAT-101360,XL420/PL.11 304TL 0.7mm,4270,T-70292-C,PRESS_6,N/50544153,2.026,310676,B,Active
NW01_MAT-101373,NW01,Plates,MAT-101373,XL520/PL.24 304TL 0.7mm,5020,T-70540-C,PRESS_6,N/55202362,2.189,308563,C,Active
NW01_MAT-101374,NW01,Plates,MAT-101374,PRO-9X/PL.25 304TL 0.7mm,51975,T-70385-B,PRESS_4,N/54413462,1.821,45190,C,Active
NW01_MAT-101375,NW01,Plates,MAT-101375,PRO-12X/PL.26 304TL 0.7mm,193612,T-70288-A,GRINDING_1,N/51032396,1.6,245770,B,Phase-out
NW01_MAT-101377,NW01,Plates,MAT-101377,MX200/PL.28 304TL 0.7mm,6608,T-70197-C,PRESS_2,N/57067138,1.3,14716,A,Active
NW01_MAT-101382,NW01,Plates,MAT-101382,S140/PL.33 304TL 0.7mm,55371,T-70360-A,GRINDING_1,N/54272741,1.177,256549,B,Phase-out
NW01_MAT-101384,NW01,Plates,MAT-101384,XL420/PL.35 304TL 0.6mm,92894,T-70132-D,PRESS_6,N/58712326,2.552,96737,C,Active
NW01_MAT-101391,NW01,Plates,MAT-101391,HT80/PL.42 304TL 0.4mm,26366,T-70144-C,PRESS_6,N/55831973,1.461,46056,B,Active
NW01_MAT-101393,NW01,Plates,MAT-101393,S120/PL.44 304TL 0.5mm,185113,T-70668-C,PRESS_4,N/50725407,1.249,265273,A,Active
NW01_MAT-101414,NW01,Plates,MAT-101414,MX250/PL.15 304TL 0.6mm,25238,T-70448-D,PRESS_1,N/59866499,1.174,6481,B,Active
NW01_MAT-101419,NW01,Plates,MAT-101419,S160/PL.20 304TL 0.6mm,161629,T-70689-C,PRESS_5,N/57026635,1.719,230155,B,Phase-out
NW01_MAT-101420,NW01,Plates,MAT-101420,XL420/PL.21 304TL 0.5mm,73844,T-70656-C,PRESS_5,N/57807794,2.231,167985,C,Active
NW01_MAT-101421,NW01,Plates,MAT-101421,XL520/PL.22 304TL 0.4mm,174912,T-70168-D,PRESS_6,N/50777992,2.582,53978,C,Active
NW01_MAT-101423,NW01,Plates,MAT-101423,PRO-12X/PL.24 304TL 0.4mm,251034,T-70226-D,PRESS_4,N/54884725,1.946,75132,C,Active
NW01_MAT-101431,NW01,Plates,MAT-101431,S160/PL.32 304TL 0.5mm,198469,T-70024-D,ASSY_1,N/53700488,1.428,58231,C,Active
NW01_MAT-101432,NW01,Plates,MAT-101432,XL420/PL.33 304TL 0.8mm,170122,T-70265-A,PRESS_5,N/57204299,2.605,219080,C,Phase-out
NW01_MAT-101434,NW01,Plates,MAT-101434,PRO-9X/PL.35 304TL 0.8mm,200839,T-70373-A,PRESS_5,N/59889540,1.512,296806,B,Phase-out
NW01_MAT-101435,NW01,Plates,MAT-101435,PRO-12X/PL.36 304TL 0.6mm,14590,T-70062-A,PRESS_1,N/54926096,1.172,221264,C,Phase-out
NW01_MAT-101436,NW01,Plates,MAT-101436,MX100/PL.37 304TL 0.4mm,39827,T-70324-A,PRESS_2,N/54890436,1.475,101631,A,Active
NW01_MAT-101437,NW01,Plates,MAT-101437,MX200/PL.38 304TL 0.4mm,86918,T-70349-D,PRESS_2,N/51782759,1.086,77514,B,Active
NW01_MAT-101439,NW01,Plates,MAT-101439,HT80/PL.40 304TL 0.3mm,127702,T-70372-C,PRESS_5,N/52687833,1.685,215756,B,Active
NW01_MAT-101442,NW01,Plates,MAT-101442,S140/PL.43 304TL 0.5mm,59802,T-70293-A,EXTRUSION_1,N/52289276,1.381,83598,B,Active
NW01_MAT-101444,NW01,Plates,MAT-101444,XL420/PL.45 304TL 0.5mm,56559,T-70614-B,PRESS_6,N/50561696,2.575,197542,B,Active
NW01_MAT-101446,NW01,Plates,MAT-101446,PRO-9X/PL.47 304TL 0.5mm,93363,T-70673-C,ASSY_1,N/56269208,1.57,9283,C,Active
NW01_MAT-101448,NW01,Plates,MAT-101448,MX100/PL.49 304TL 0.5mm,176474,T-70177-D,PRESS_1,N/59244522,1.143,244585,C,Active
NW01_MAT-101450,NW01,Plates,MAT-101450,MX250/PL.01 304TL 0.3mm,247014,T-70276-A,PRESS_2,N/50519963,0.934,150736,A,Active
NW01_MAT-101456,NW01,Plates,MAT-101456,XL420/PL.07 304TL 0.5mm,9257,T-70060-A,PRESS_5,N/54197017,2.448,240804,A,Active
