Header Material,Component Material,Header Material code,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Component Scrap Factor,Assembly Scrap Factor,Total Scrap Factor,Effective Component Quantity,Plant,Header OPS Group,Component OPS Group,Comp Plate/Gasket,Header Description,Version,Usage,BOM Status
P01_NW01_MAT-100305,P01_NW01_RM-COIL-SS316,MAT-100305,RM-COIL-SS316,12.935,KG,COIL SS316 1250mm 0.5mm,8,0.035,0.012,1.035,1.012,1.0474,13.548,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.06 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100305,P01_NW01_RM-COIL-HC276,MAT-100305,RM-COIL-HC276,12.026,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.023,0.011,1.023,1.011,1.0343,12.438,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.06 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100311,P01_NW01_RM-COIL-SS304,MAT-100311,RM-COIL-SS304,13.258,KG,COIL SS304 1250mm 0.4mm,6,0.015,0.019,1.015,1.019,1.0343,13.713,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.12 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100315,P01_NW01_RM-COIL-SS316,MAT-100315,RM-COIL-SS316,6.884,KG,COIL SS316 1250mm 0.5mm,4,0.028,0.02,1.028,1.02,1.0486,7.219,P01_NW01_Northwind Midwest,OPS-S160,RM-COIL,Plates,S160/PL.16 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100317,P01_NW01_RM-COIL-AL,MAT-100317,RM-COIL-AL,7.286,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.026,0.018,1.026,1.018,1.0445,7.61,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.18 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100325,P01_NW01_RM-COIL-SS304,MAT-100325,RM-COIL-SS304,6.525,KG,COIL SS304 1250mm 0.4mm,3,0.012,0.021,1.012,1.021,1.0333,6.742,P01_NW01_Northwind Midwest,OPS-S120,RM-COIL,Plates,S120/PL.26 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100329,P01_NW01_RM-COIL-AL,MAT-100329,RM-COIL-AL,7.179,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.025,0.017,1.025,1.017,1.0424,7.483,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.30 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100329,P01_NW01_RM-COIL-SS316,MAT-100329,RM-COIL-SS316,13.255,KG,COIL SS316 1250mm 0.5mm,6,0.047,0.007,1.047,1.007,1.0543,13.975,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.30 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100337,P01_NW01_RM-COIL-HC276,MAT-100337,RM-COIL-HC276,6.571,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.017,0.021,1.017,1.021,1.0384,6.823,P01_NW01_Northwind Midwest,OPS-S120,RM-COIL,Plates,S120/PL.38 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100339,P01_NW01_RM-COIL-SS304,MAT-100339,RM-COIL-SS304,5.891,KG,COIL SS304 1250mm 0.4mm,2,0.056,0.029,1.056,1.029,1.0866,6.401,P01_NW01_Northwind Midwest,OPS-S160,RM-COIL,Plates,S160/PL.40 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100343,P01_NW01_RM-COIL-HC276,MAT-100343,RM-COIL-HC276,10.531,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.05,0.03,1.05,1.03,1.0815,11.389,P01_NW01_Northwind Midwest,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.44 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100345,P01_NW01_RM-COIL-SS316,MAT-100345,RM-COIL-SS316,6.128,KG,COIL SS316 1250mm 0.5mm,2,0.045,0.024,1.045,1.024,1.0701,6.558,P01_NW01_Northwind Midwest,OPS-MX200,RM-COIL,Plates,MX200/PL.46 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100350,P01_NW01_RM-COIL-SS316,MAT-100350,RM-COIL-SS316,6.734,KG,COIL SS316 1250mm 0.5mm,3,0.025,0.017,1.025,1.017,1.0424,7.02,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.01 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100353,P01_NW01_RM-COIL-NI,MAT-100353,RM-COIL-NI,9.631,KG,COIL NICKEL 1200mm 0.35mm,2,0.052,0.024,1.052,1.024,1.0772,10.375,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.04 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100359,P01_NW01_RM-COIL-NI,MAT-100359,RM-COIL-NI,9.632,KG,COIL NICKEL 1200mm 0.35mm,3,0.014,0.026,1.014,1.026,1.0404,10.021,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.10 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100360,P01_NW01_RM-COIL-HC276,MAT-100360,RM-COIL-HC276,8.163,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.05,0.006,1.05,1.006,1.0563,8.623,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.11 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100367,P01_NW01_RM-COIL-HC276,MAT-100367,RM-COIL-HC276,9.444,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.023,0.02,1.023,1.02,1.0435,9.855,P01_NW01_Northwind Midwest,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.18 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100370,P01_NW01_RM-COIL-SS316,MAT-100370,RM-COIL-SS316,7.803,KG,COIL SS316 1250mm 0.5mm,3,0.052,0.021,1.052,1.021,1.0741,8.381,P01_NW01_Northwind Midwest,OPS-MX250,RM-COIL,Plates,MX250/PL.21 304TL 0.8mm,1,1,Active
P01_NW01_MAT-100374,P01_NW01_RM-COIL-NI,MAT-100374,RM-COIL-NI,6.598,KG,COIL NICKEL 1200mm 0.35mm,3,0.021,0.01,1.021,1.01,1.0312,6.804,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.25 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100380,P01_NW01_RM-COIL-HC276,MAT-100380,RM-COIL-HC276,6.566,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.027,0.007,1.027,1.007,1.0342,6.791,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.31 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100380,P01_NW01_RM-COIL-AL,MAT-100380,RM-COIL-AL,4.095,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.014,0.008,1.014,1.008,1.0221,4.185,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.31 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100395,P01_NW01_RM-COIL-AL,MAT-100395,RM-COIL-AL,9.079,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.017,0.023,1.017,1.023,1.0404,9.446,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.46 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100395,P01_NW01_RM-COIL-SS316,MAT-100395,RM-COIL-SS316,10.565,KG,COIL SS316 1250mm 0.5mm,3,0.035,0.01,1.035,1.01,1.0454,11.045,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.46 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100398,P01_NW01_RM-COIL-AL,MAT-100398,RM-COIL-AL,4.92,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.02,0.01,1.02,1.01,1.0302,5.069,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.49 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100416,P01_NW01_RM-COIL-HC276,MAT-100416,RM-COIL-HC276,7.012,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.052,0.016,1.052,1.016,1.0688,7.494,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.17 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100420,P01_NW01_RM-COIL-TI,MAT-100420,RM-COIL-TI,5.608,KG,COIL TITANIUM 1200mm 0.4mm,8,0.03,0.016,1.03,1.016,1.0465,5.869,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.21 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100422,P01_NW01_RM-COIL-HC276,MAT-100422,RM-COIL-HC276,6.824,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.03,0.014,1.03,1.014,1.0444,7.127,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.23 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100436,P01_NW01_RM-COIL-TI,MAT-100436,RM-COIL-TI,7.855,KG,COIL TITANIUM 1200mm 0.4mm,3,0.039,0.008,1.039,1.008,1.0473,8.227,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.37 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100436,P01_NW01_RM-COIL-HC276,MAT-100436,RM-COIL-HC276,14.008,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.031,0.023,1.031,1.023,1.0547,14.774,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.37 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100440,P01_NW01_RM-COIL-SS316,MAT-100440,RM-COIL-SS316,6.799,KG,COIL SS316 1250mm 0.5mm,4,0.027,0.026,1.027,1.026,1.0537,7.164,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.41 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100444,P01_NW01_RM-COIL-HC276,MAT-100444,RM-COIL-HC276,8.899,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.043,0.007,1.043,1.007,1.0503,9.347,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.45 304TL 0.8mm,1,1,Active
P01_NW01_MAT-100444,P01_NW01_RM-COIL-NI,MAT-100444,RM-COIL-NI,4.988,KG,COIL NICKEL 1200mm 0.35mm,6,0.02,0.021,1.02,1.021,1.0414,5.195,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.45 304TL 0.8mm,1,1,Active
P01_NW01_MAT-100447,P01_NW01_RM-COIL-SS316,MAT-100447,RM-COIL-SS316,6.997,KG,COIL SS316 1250mm 0.5mm,2,0.058,0.01,1.058,1.01,1.0686,7.477,P01_NW01_Northwind Midwest,OPS-S160,RM-COIL,Plates,S160/PL.48 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100449,P01_NW01_RM-COIL-NI,MAT-100449,RM-COIL-NI,10.6,KG,COIL NICKEL 1200mm 0.35mm,3,0.033,0.006,1.033,1.006,1.0392,11.016,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.50 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100454,P01_NW01_RM-COIL-SS316,MAT-100454,RM-COIL-SS316,7.028,KG,COIL SS316 1250mm 0.5mm,4,0.015,0.018,1.015,1.018,1.0333,7.262,P01_NW01_Northwind Midwest,OPS-MX250,RM-COIL,Plates,MX250/PL.05 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100461,P01_NW01_RM-COIL-TI,MAT-100461,RM-COIL-TI,8.443,KG,COIL TITANIUM 1200mm 0.4mm,6,0.053,0.023,1.053,1.023,1.0772,9.095,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.12 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100461,P01_NW01_RM-COIL-HC276,MAT-100461,RM-COIL-HC276,11.534,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.029,0.006,1.029,1.006,1.0352,11.94,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.12 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100463,P01_NW01_RM-COIL-SS316,MAT-100463,RM-COIL-SS316,8.369,KG,COIL SS316 1250mm 0.5mm,8,0.016,0.023,1.016,1.023,1.0394,8.699,P01_NW01_Northwind Midwest,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.14 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100464,P01_NW01_RM-COIL-HC276,MAT-100464,RM-COIL-HC276,8.577,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.019,0.007,1.019,1.007,1.0261,8.801,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.15 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100468,P01_NW01_RM-COIL-NI,MAT-100468,RM-COIL-NI,5.767,KG,COIL NICKEL 1200mm 0.35mm,8,0.021,0.013,1.021,1.013,1.0343,5.965,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.19 304TL 0.8mm,1,1,Active
P01_NW01_MAT-100472,P01_NW01_RM-COIL-AL,MAT-100472,RM-COIL-AL,7.518,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.045,0.005,1.045,1.005,1.0502,7.895,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.23 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100472,P01_NW01_RM-COIL-TI,MAT-100472,RM-COIL-TI,9.89,KG,COIL TITANIUM 1200mm 0.4mm,3,0.038,0.027,1.038,1.027,1.066,10.543,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.23 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100473,P01_NW01_RM-COIL-TI,MAT-100473,RM-COIL-TI,10.504,KG,COIL TITANIUM 1200mm 0.4mm,8,0.044,0.02,1.044,1.02,1.0649,11.186,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.24 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100473,P01_NW01_RM-COIL-SS304,MAT-100473,RM-COIL-SS304,13.967,KG,COIL SS304 1250mm 0.4mm,8,0.053,0.024,1.053,1.024,1.0783,15.061,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.24 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100477,P01_NW01_RM-COIL-HC276,MAT-100477,RM-COIL-HC276,8.866,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.055,0.023,1.055,1.023,1.0793,9.569,P01_NW01_Northwind Midwest,OPS-MX200,RM-COIL,Plates,MX200/PL.28 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100479,P01_NW01_RM-COIL-SS316,MAT-100479,RM-COIL-SS316,13.262,KG,COIL SS316 1250mm 0.5mm,2,0.046,0.007,1.046,1.007,1.0533,13.969,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.30 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100482,P01_NW01_RM-COIL-HC276,MAT-100482,RM-COIL-HC276,8.307,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.053,0.028,1.053,1.028,1.0825,8.992,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.33 304TL 0.8mm,1,1,Active
P01_NW01_MAT-100492,P01_NW01_RM-COIL-SS304,MAT-100492,RM-COIL-SS304,5.73,KG,COIL SS304 1250mm 0.4mm,8,0.037,0.014,1.037,1.014,1.0515,6.025,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.43 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100496,P01_NW01_RM-COIL-HC276,MAT-100496,RM-COIL-HC276,15.462,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.052,0.014,1.052,1.014,1.0667,16.493,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.47 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100500,P01_NW01_RM-COIL-SS304,MAT-100500,RM-COIL-SS304,5.997,KG,COIL SS304 1250mm 0.4mm,8,0.027,0.009,1.027,1.009,1.0362,6.214,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.01 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100500,P01_NW01_RM-COIL-TI,MAT-100500,RM-COIL-TI,4.727,KG,COIL TITANIUM 1200mm 0.4mm,2,0.013,0.017,1.013,1.017,1.0302,4.87,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.01 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100509,P01_NW01_RM-COIL-HC276,MAT-100509,RM-COIL-HC276,13.871,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.025,0.028,1.025,1.028,1.0537,14.616,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.10 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100509,P01_NW01_RM-COIL-AL,MAT-100509,RM-COIL-AL,7.889,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.025,0.015,1.025,1.015,1.0404,8.208,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.10 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100513,P01_NW01_RM-COIL-SS316,MAT-100513,RM-COIL-SS316,8.366,KG,COIL SS316 1250mm 0.5mm,3,0.054,0.01,1.054,1.01,1.0645,8.906,P01_NW01_Northwind Midwest,OPS-MX200,RM-COIL,Plates,MX200/PL.14 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100514,P01_NW01_RM-COIL-HC276,MAT-100514,RM-COIL-HC276,7.223,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.013,0.01,1.013,1.01,1.0231,7.39,P01_NW01_Northwind Midwest,OPS-MX250,RM-COIL,Plates,MX250/PL.15 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100514,P01_NW01_RM-COIL-AL,MAT-100514,RM-COIL-AL,5.194,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.012,0.015,1.012,1.015,1.0272,5.335,P01_NW01_Northwind Midwest,OPS-MX250,RM-COIL,Plates,MX250/PL.15 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100516,P01_NW01_RM-COIL-TI,MAT-100516,RM-COIL-TI,4.445,KG,COIL TITANIUM 1200mm 0.4mm,4,0.022,0.024,1.022,1.024,1.0465,4.652,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.17 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100518,P01_NW01_RM-COIL-SS316,MAT-100518,RM-COIL-SS316,8.183,KG,COIL SS316 1250mm 0.5mm,3,0.045,0.014,1.045,1.014,1.0596,8.671,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.19 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100518,P01_NW01_RM-COIL-SS304,MAT-100518,RM-COIL-SS304,7.722,KG,COIL SS304 1250mm 0.4mm,8,0.055,0.023,1.055,1.023,1.0793,8.334,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.19 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100519,P01_NW01_RM-COIL-SS304,MAT-100519,RM-COIL-SS304,5.612,KG,COIL SS304 1250mm 0.4mm,2,0.019,0.03,1.019,1.03,1.0496,5.89,P01_NW01_Northwind Midwest,OPS-S160,RM-COIL,Plates,S160/PL.20 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100520,P01_NW01_RM-COIL-SS304,MAT-100520,RM-COIL-SS304,13.144,KG,COIL SS304 1250mm 0.4mm,6,0.01,0.021,1.01,1.021,1.0312,13.554,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.21 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100520,P01_NW01_RM-COIL-HC276,MAT-100520,RM-COIL-HC276,16.263,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.039,0.013,1.039,1.013,1.0525,17.117,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.21 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100525,P01_NW01_RM-COIL-AL,MAT-100525,RM-COIL-AL,4.279,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.026,0.01,1.026,1.01,1.0363,4.434,P01_NW01_Northwind Midwest,OPS-MX200,RM-COIL,Plates,MX200/PL.26 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100528,P01_NW01_RM-COIL-NI,MAT-100528,RM-COIL-NI,5.087,KG,COIL NICKEL 1200mm 0.35mm,8,0.019,0.02,1.019,1.02,1.0394,5.287,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.29 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100529,P01_NW01_RM-COIL-NI,MAT-100529,RM-COIL-NI,5.748,KG,COIL NICKEL 1200mm 0.35mm,8,0.031,0.02,1.031,1.02,1.0516,6.045,P01_NW01_Northwind Midwest,OPS-S120,RM-COIL,Plates,S120/PL.30 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100538,P01_NW01_RM-COIL-AL,MAT-100538,RM-COIL-AL,4.365,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.031,0.013,1.031,1.013,1.0444,4.559,P01_NW01_Northwind Midwest,OPS-MX250,RM-COIL,Plates,MX250/PL.39 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100539,P01_NW01_RM-COIL-SS316,MAT-100539,RM-COIL-SS316,11.017,KG,COIL SS316 1250mm 0.5mm,4,0.026,0.011,1.026,1.011,1.0373,11.428,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.40 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100540,P01_NW01_RM-COIL-NI,MAT-100540,RM-COIL-NI,6.61,KG,COIL NICKEL 1200mm 0.35mm,6,0.06,0.02,1.06,1.02,1.0812,7.147,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.41 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100547,P01_NW01_RM-COIL-AL,MAT-100547,RM-COIL-AL,5.472,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.015,0.007,1.015,1.007,1.0221,5.593,P01_NW01_Northwind Midwest,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.48 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100552,P01_NW01_RM-COIL-SS304,MAT-100552,RM-COIL-SS304,5.785,KG,COIL SS304 1250mm 0.4mm,4,0.023,0.006,1.023,1.006,1.0291,5.953,P01_NW01_Northwind Midwest,OPS-S62,RM-COIL,Plates,S62/PL.03 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100556,P01_NW01_RM-COIL-AL,MAT-100556,RM-COIL-AL,7.395,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.026,0.017,1.026,1.017,1.0434,7.716,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.07 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100557,P01_NW01_RM-COIL-HC276,MAT-100557,RM-COIL-HC276,15.075,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.031,0.011,1.031,1.011,1.0423,15.713,P01_NW01_Northwind Midwest,OPS-XL520,RM-COIL,Plates,XL520/PL.08 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100558,P01_NW01_RM-COIL-HC276,MAT-100558,RM-COIL-HC276,10.066,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.057,0.025,1.057,1.025,1.0834,10.906,P01_NW01_Northwind Midwest,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.09 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100558,P01_NW01_RM-COIL-SS304,MAT-100558,RM-COIL-SS304,8.048,KG,COIL SS304 1250mm 0.4mm,4,0.056,0.018,1.056,1.018,1.075,8.652,P01_NW01_Northwind Midwest,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.09 304TL 0.4mm,1,1,Active
P01_NW01_MAT-100561,P01_NW01_RM-COIL-SS304,MAT-100561,RM-COIL-SS304,7.05,KG,COIL SS304 1250mm 0.4mm,8,0.052,0.022,1.052,1.022,1.0751,7.579,P01_NW01_Northwind Midwest,OPS-MX200,RM-COIL,Plates,MX200/PL.12 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100566,P01_NW01_RM-COIL-SS304,MAT-100566,RM-COIL-SS304,6.169,KG,COIL SS304 1250mm 0.4mm,4,0.049,0.023,1.049,1.023,1.0731,6.62,P01_NW01_Northwind Midwest,OPS-S140,RM-COIL,Plates,S140/PL.17 304TL 0.6mm,1,1,Active
P01_NW01_MAT-100580,P01_NW01_RM-COIL-SS316,MAT-100580,RM-COIL-SS316,13.885,KG,COIL SS316 1250mm 0.5mm,4,0.028,0.029,1.028,1.029,1.0578,14.688,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.31 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100580,P01_NW01_RM-COIL-SS304,MAT-100580,RM-COIL-SS304,9.601,KG,COIL SS304 1250mm 0.4mm,6,0.042,0.018,1.042,1.018,1.0608,10.185,P01_NW01_Northwind Midwest,OPS-XL420,RM-COIL,Plates,XL420/PL.31 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100583,P01_NW01_RM-COIL-AL,MAT-100583,RM-COIL-AL,6.624,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.038,0.007,1.038,1.007,1.0453,6.924,P01_NW01_Northwind Midwest,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.34 304TL 0.5mm,1,1,Active
P01_NW01_MAT-100584,P01_NW01_RM-COIL-SS316,MAT-100584,RM-COIL-SS316,8.402,KG,COIL SS316 1250mm 0.5mm,6,0.044,0.009,1.044,1.009,1.0534,8.851,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.35 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100584,P01_NW01_RM-COIL-HC276,MAT-100584,RM-COIL-HC276,7.468,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.019,0.019,1.019,1.019,1.0384,7.755,P01_NW01_Northwind Midwest,OPS-MX100,RM-COIL,Plates,MX100/PL.35 304TL 0.7mm,1,1,Active
P01_NW01_MAT-100587,P01_NW01_RM-COIL-TI,MAT-100587,RM-COIL-TI,8.076,KG,COIL TITANIUM 1200mm 0.4mm,2,0.038,0.023,1.038,1.023,1.0619,8.576,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.38 304TL 0.3mm,1,1,Active
P01_NW01_MAT-100587,P01_NW01_RM-COIL-NI,MAT-100587,RM-COIL-NI,12.72,KG,COIL NICKEL 1200mm 0.35mm,3,0.051,0.006,1.051,1.006,1.0573,13.449,P01_NW01_Northwind Midwest,OPS-HT80,RM-COIL,Plates,HT80/PL.38 304TL 0.3mm,1,1,Active
