P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW01,P01_NW01_MAT-101084,MAT-101084,XL420/PL.35 304TL 0.5mm,OPS-XL420,False
NW01,P01_NW01_MAT-101089,MAT-101089,MX200/PL.40 304TL 0.5mm,OPS-MX200,False
NW01,P01_NW01_MAT-101092,MAT-101092,S62/PL.43 304TL 0.4mm,OPS-S62,True
NW01,P01_NW01_MAT-101095,MAT-101095,S160/PL.46 304TL 0.6mm,OPS-S160,False
NW01,P01_NW01_MAT-101097,MAT-101097,XL520/PL.48 304TL 0.3mm,OPS-XL520,True
NW01,P01_NW01_MAT-101101,MAT-101101,MX200/PL.02 304TL 0.3mm,OPS-MX200,True
NW01,P01_NW01_MAT-101104,MAT-101104,S62/PL.05 304TL 0.5mm,OPS-S62,False
NW01,P01_NW01_MAT-101105,MAT-101105,S120/PL.06 304TL 0.8mm,OPS-S120,True
NW01,P01_NW01_MAT-101111,MAT-101111,PRO-12X/PL.12 304TL 0.4mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101113,MAT-101113,MX200/PL.14 304TL 0.7mm,OPS-MX200,True
NW01,P01_NW01_MAT-101115,MAT-101115,HT80/PL.16 304TL 0.5mm,OPS-HT80,True
NW01,P01_NW01_MAT-101120,MAT-101120,XL420/PL.21 304TL 0.5mm,OPS-XL420,False
NW01,P01_NW01_MAT-101131,MAT-101131,S160/PL.32 304TL 0.7mm,OPS-S160,True
NW01,P01_NW01_MAT-101134,MAT-101134,PRO-9X/PL.35 304TL 0.8mm,OPS-PRO-9X,False
NW01,P01_NW01_MAT-101142,MAT-101142,S140/PL.43 304TL 0.5mm,OPS-S140,False
NW01,P01_NW01_MAT-101144,MAT-101144,XL420/PL.45 304TL 0.6mm,OPS-XL420,True
NW01,P01_NW01_MAT-101149,MAT-101149,MX200/PL.50 304TL 0.7mm,OPS-MX200,False
NW01,P01_NW01_MAT-101150,MAT-101150,MX250/PL.01 304TL 0.6mm,OPS-MX250,False
NW01,P01_NW01_MAT-101159,MAT-101159,PRO-12X/PL.10 304TL 0.6mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101161,MAT-101161,MX200/PL.12 304TL 0.3mm,OPS-MX200,False
NW01,P01_NW01_MAT-101167,MAT-101167,S160/PL.18 304TL 0.5mm,OPS-S160,False
NW01,P01_NW01_MAT-101168,MAT-101168,XL420/PL.19 304TL 0.4mm,OPS-XL420,True
NW01,P01_NW01_MAT-101173,MAT-101173,MX200/PL.24 304TL 0.6mm,OPS-MX200,True
NW01,P01_NW01_MAT-101175,MAT-101175,HT80/PL.26 304TL 0.6mm,OPS-HT80,False
NW01,P01_NW01_MAT-101177,MAT-101177,S120/PL.28 304TL 0.4mm,OPS-S120,True
NW01,P01_NW01_MAT-101191,MAT-101191,S160/PL.42 304TL 0.4mm,OPS-S160,True
NW01,P01_NW01_MAT-101195,MAT-101195,PRO-12X/PL.46 304TL 0.6mm,OPS-PRO-12X,False
NW01,P01_NW01_MAT-101196,MAT-101196,MX100/PL.47 304TL 0.3mm,OPS-MX100,True
NW01,P01_NW01_MAT-101198,MAT-101198,MX250/PL.49 304TL 0.7mm,OPS-MX250,True
NW01,P01_NW01_MAT-101206,MAT-101206,PRO-9X/PL.07 304TL 0.6mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101210,MAT-101210,MX250/PL.11 304TL 0.3mm,OPS-MX250,True
NW01,P01_NW01_MAT-101211,MAT-101211,HT80/PL.12 304TL 0.5mm,OPS-HT80,True
NW01,P01_NW01_MAT-101219,MAT-101219,PRO-12X/PL.20 304TL 0.4mm,OPS-PRO-12X,False
NW01,P01_NW01_MAT-101224,MAT-101224,S62/PL.25 304TL 0.6mm,OPS-S62,False
NW01,P01_NW01_MAT-101234,MAT-101234,MX250/PL.35 304TL 0.6mm,OPS-MX250,True
NW01,P01_NW01_MAT-101239,MAT-101239,S160/PL.40 304TL 0.7mm,OPS-S160,True
NW01,P01_NW01_MAT-101245,MAT-101245,MX200/PL.46 304TL 0.8mm,OPS-MX200,False
NW01,P01_NW01_MAT-101248,MAT-101248,S62/PL.49 304TL 0.6mm,OPS-S62,True
NW01,P01_NW01_MAT-101252,MAT-101252,XL420/PL.03 304TL 0.5mm,OPS-XL420,False
NW01,P01_NW01_MAT-101264,MAT-101264,XL420/PL.15 304TL 0.3mm,OPS-XL420,False
NW01,P01_NW01_MAT-101267,MAT-101267,PRO-12X/PL.18 304TL 0.5mm,OPS-PRO-12X,False
NW01,P01_NW01_MAT-101270,MAT-101270,MX250/PL.21 304TL 0.4mm,OPS-MX250,True
NW01,P01_NW01_MAT-101274,MAT-101274,S140/PL.25 304TL 0.6mm,OPS-S140,True
NW01,P01_NW01_MAT-101278,MAT-101278,PRO-9X/PL.29 304TL 0.6mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101280,MAT-101280,MX100/PL.31 304TL 0.7mm,OPS-MX100,False
NW01,P01_NW01_MAT-101303,MAT-101303,PRO-12X/PL.04 304TL 0.5mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101312,MAT-101312,XL420/PL.13 304TL 0.5mm,OPS-XL420,True
NW01,P01_NW01_MAT-101314,MAT-101314,PRO-9X/PL.15 304TL 0.5mm,OPS-PRO-9X,False
NW01,P01_NW01_MAT-101316,MAT-101316,MX100/PL.17 304TL 0.8mm,OPS-MX100,False
NW01,P01_NW01_MAT-101317,MAT-101317,MX200/PL.18 304TL 0.6mm,OPS-MX200,True
NW01,P01_NW01_MAT-101318,MAT-101318,MX250/PL.19 304TL 0.7mm,OPS-MX250,True
NW01,P01_NW01_MAT-101321,MAT-101321,S120/PL.22 304TL 0.7mm,OPS-S120,True
NW01,P01_NW01_MAT-101334,MAT-101334,S140/PL.35 304TL 0.7mm,OPS-S140,False
NW01,P01_NW01_MAT-101337,MAT-101337,XL520/PL.38 304TL 0.6mm,OPS-XL520,True
NW01,P01_NW01_MAT-101342,MAT-101342,MX250/PL.43 304TL 0.4mm,OPS-MX250,True
NW01,P01_NW01_MAT-101346,MAT-101346,S140/PL.47 304TL 0.6mm,OPS-S140,False
NW01,P01_NW01_MAT-101347,MAT-101347,S160/PL.48 304TL 0.7mm,OPS-S160,False
NW01,P01_NW01_MAT-101348,MAT-101348,XL420/PL.49 304TL 0.6mm,OPS-XL420,True
NW01,P01_NW01_MAT-101350,MAT-101350,PRO-9X/PL.01 304TL 0.5mm,OPS-PRO-9X,False
NW01,P01_NW01_MAT-101352,MAT-101352,MX100/PL.03 304TL 0.5mm,OPS-MX100,True
NW01,P01_NW01_MAT-101354,MAT-101354,MX250/PL.05 304TL 0.5mm,OPS-MX250,True
NW01,P01_NW01_MAT-101358,MAT-101358,S140/PL.09 304TL 0.6mm,OPS-S140,True
NW01,P01_NW01_MAT-101360,MAT-101360,XL420/PL.11 304TL 0.7mm,OPS-XL420,True
NW01,P01_NW01_MAT-101373,MAT-101373,XL520/PL.24 304TL 0.7mm,OPS-XL520,False
NW01,P01_NW01_MAT-101374,MAT-101374,PRO-9X/PL.25 304TL 0.7mm,OPS-PRO-9X,False
NW01,P01_NW01_MAT-101375,MAT-101375,PRO-12X/PL.26 304TL 0.7mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101377,MAT-101377,MX200/PL.28 304TL 0.7mm,OPS-MX200,False
NW01,P01_NW01_MAT-101382,MAT-101382,S140/PL.33 304TL 0.7mm,OPS-S140,False
NW01,P01_NW01_MAT-101384,MAT-101384,XL420/PL.35 304TL 0.6mm,OPS-XL420,True
NW01,P01_NW01_MAT-101391,MAT-101391,HT80/PL.42 304TL 0.4mm,OPS-HT80,False
NW01,P01_NW01_MAT-101393,MAT-101393,S120/PL.44 304TL 0.5mm,OPS-S120,True
NW01,P01_NW01_MAT-101414,MAT-101414,MX250/PL.15 304TL 0.6mm,OPS-MX250,True
NW01,P01_NW01_MAT-101419,MAT-101419,S160/PL.20 304TL 0.6mm,OPS-S160,True
NW01,P01_NW01_MAT-101420,MAT-101420,XL420/PL.21 304TL 0.5mm,OPS-XL420,True
NW01,P01_NW01_MAT-101421,MAT-101421,XL520/PL.22 304TL 0.4mm,OPS-XL520,True
NW01,P01_NW01_MAT-101423,MAT-101423,PRO-12X/PL.24 304TL 0.4mm,OPS-PRO-12X,False
NW01,P01_NW01_MAT-101431,MAT-101431,S160/PL.32 304TL 0.5mm,OPS-S160,True
NW01,P01_NW01_MAT-101432,MAT-101432,XL420/PL.33 304TL 0.8mm,OPS-XL420,True
NW01,P01_NW01_MAT-101434,MAT-101434,PRO-9X/PL.35 304TL 0.8mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101435,MAT-101435,PRO-12X/PL.36 304TL 0.6mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101436,MAT-101436,MX100/PL.37 304TL 0.4mm,OPS-MX100,True
NW01,P01_NW01_MAT-101437,MAT-101437,MX200/PL.38 304TL 0.4mm,OPS-MX200,True
NW01,P01_NW01_MAT-101439,MAT-101439,HT80/PL.40 304TL 0.3mm,OPS-HT80,False
NW01,P01_NW01_MAT-101442,MAT-101442,S140/PL.43 304TL 0.5mm,OPS-S140,True
NW01,P01_NW01_MAT-101444,MAT-101444,XL420/PL.45 304TL 0.5mm,OPS-XL420,False
NW01,P01_NW01_MAT-101446,MAT-101446,PRO-9X/PL.47 304TL 0.5mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101448,MAT-101448,MX100/PL.49 304TL 0.5mm,OPS-MX100,False
NW01,P01_NW01_MAT-101450,MAT-101450,MX250/PL.01 304TL 0.3mm,OPS-MX250,True
NW01,P01_NW01_MAT-101456,MAT-101456,XL420/PL.07 304TL 0.5mm,OPS-XL420,False
NW01,P01_NW01_MAT-101458,MAT-101458,PRO-9X/PL.09 304TL 0.5mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101459,MAT-101459,PRO-12X/PL.10 304TL 0.7mm,OPS-PRO-12X,True
NW01,P01_NW01_MAT-101465,MAT-101465,S120/PL.16 304TL 0.6mm,OPS-S120,True
NW01,P01_NW01_MAT-101469,MAT-101469,XL520/PL.20 304TL 0.7mm,OPS-XL520,True
NW01,P01_NW01_MAT-101482,MAT-101482,PRO-9X/PL.33 304TL 0.5mm,OPS-PRO-9X,True
NW01,P01_NW01_MAT-101487,MAT-101487,HT80/PL.38 304TL 0.4mm,OPS-HT80,False
NW01,P01_NW01_MAT-101488,MAT-101488,S62/PL.39 304TL 0.7mm,OPS-S62,False
NW01,P01_NW01_MAT-101492,MAT-101492,XL420/PL.43 304TL 0.7mm,OPS-XL420,True
NW01,P01_NW01_MAT-101494,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,OPS-PRO-9X,False
NW01,P01_NW01_MAT-101499,MAT-101499,HT80/PL.50 304TL 0.6mm,OPS-HT80,False
NW01,P01_NW01_MAT-200001,MAT-200001,M8-NBR GASKET 02,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200005,MAT-200005,M14-HNBR GASKET 06,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200012,MAT-200012,M20-SILI GASKET 13,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200015,MAT-200015,M22-NBR GASKET 16,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200022,MAT-200022,M18-AFLAS GASKET 23,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200029,MAT-200029,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200055,MAT-200055,M22-NBR GASKET 16,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200061,MAT-200061,M14-HNBR GASKET 22,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200072,MAT-200072,M10-BFG GASKET 33,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200074,MAT-200074,M12-EPDM GASKET 35,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200084,MAT-200084,M20-SILI GASKET 05,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200089,MAT-200089,M8-NBR GASKET 10,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200090,MAT-200090,M12-EPDM GASKET 11,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200092,MAT-200092,M20-SILI GASKET 13,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200097,MAT-200097,M8-NBR GASKET 18,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200099,MAT-200099,M6-FKM GASKET 20,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200101,MAT-200101,M14-HNBR GASKET 22,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200103,MAT-200103,M22-NBR GASKET 24,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200106,MAT-200106,M12-EPDM GASKET 27,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200109,MAT-200109,M14-HNBR GASKET 30,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200110,MAT-200110,M18-AFLAS GASKET 31,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200134,MAT-200134,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200136,MAT-200136,M10-BFG GASKET 17,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200138,MAT-200138,M12-EPDM GASKET 19,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200148,MAT-200148,M20-SILI GASKET 29,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200149,MAT-200149,M14-HNBR GASKET 30,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200156,MAT-200156,M20-SILI GASKET 37,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200161,MAT-200161,M8-NBR GASKET 02,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200162,MAT-200162,M12-EPDM GASKET 03,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200167,MAT-200167,M22-NBR GASKET 08,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200170,MAT-200170,M12-EPDM GASKET 11,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200174,MAT-200174,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200177,MAT-200177,M8-NBR GASKET 18,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200179,MAT-200179,M6-FKM GASKET 20,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200180,MAT-200180,M20-SILI GASKET 21,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200182,MAT-200182,M18-AFLAS GASKET 23,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200186,MAT-200186,M12-EPDM GASKET 27,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200200,MAT-200200,M10-BFG GASKET 01,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200202,MAT-200202,M12-EPDM GASKET 03,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200203,MAT-200203,M6-FKM GASKET 04,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200209,MAT-200209,M8-NBR GASKET 10,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200220,MAT-200220,M20-SILI GASKET 21,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200231,MAT-200231,M22-NBR GASKET 32,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200233,MAT-200233,M8-NBR GASKET 34,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200234,MAT-200234,M12-EPDM GASKET 35,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200236,MAT-200236,M20-SILI GASKET 37,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200239,MAT-200239,M22-NBR GASKET 40,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200240,MAT-200240,M10-BFG GASKET 01,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200246,MAT-200246,M18-AFLAS GASKET 07,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200248,MAT-200248,M10-BFG GASKET 09,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200250,MAT-200250,M12-EPDM GASKET 11,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200253,MAT-200253,M14-HNBR GASKET 14,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200256,MAT-200256,M10-BFG GASKET 17,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200258,MAT-200258,M12-EPDM GASKET 19,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200262,MAT-200262,M18-AFLAS GASKET 23,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200267,MAT-200267,M6-FKM GASKET 28,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200269,MAT-200269,M14-HNBR GASKET 30,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200283,MAT-200283,M6-FKM GASKET 04,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200290,MAT-200290,M12-EPDM GASKET 11,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200294,MAT-200294,M18-AFLAS GASKET 15,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200298,MAT-200298,M12-EPDM GASKET 19,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200305,MAT-200305,M8-NBR GASKET 26,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200306,MAT-200306,M12-EPDM GASKET 27,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200312,MAT-200312,M10-BFG GASKET 33,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200316,MAT-200316,M20-SILI GASKET 37,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200321,MAT-200321,M8-NBR GASKET 02,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200326,MAT-200326,M18-AFLAS GASKET 07,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200334,MAT-200334,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200336,MAT-200336,M10-BFG GASKET 17,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200347,MAT-200347,M6-FKM GASKET 28,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200349,MAT-200349,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200351,MAT-200351,M22-NBR GASKET 32,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200371,MAT-200371,M6-FKM GASKET 12,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200373,MAT-200373,M14-HNBR GASKET 14,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200376,MAT-200376,M10-BFG GASKET 17,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200378,MAT-200378,M12-EPDM GASKET 19,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200381,MAT-200381,M14-HNBR GASKET 22,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200393,MAT-200393,M8-NBR GASKET 34,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200397,MAT-200397,M14-HNBR GASKET 38,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200398,MAT-200398,M18-AFLAS GASKET 39,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200410,MAT-200410,M12-EPDM GASKET 11,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200415,MAT-200415,M22-NBR GASKET 16,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200417,MAT-200417,M8-NBR GASKET 18,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200418,MAT-200418,M12-EPDM GASKET 19,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200421,MAT-200421,M14-HNBR GASKET 22,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200422,MAT-200422,M18-AFLAS GASKET 23,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200426,MAT-200426,M12-EPDM GASKET 27,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200432,MAT-200432,M10-BFG GASKET 33,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200437,MAT-200437,M14-HNBR GASKET 38,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200441,MAT-200441,M8-NBR GASKET 02,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200453,MAT-200453,M14-HNBR GASKET 14,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200456,MAT-200456,M10-BFG GASKET 17,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200457,MAT-200457,M8-NBR GASKET 18,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200462,MAT-200462,M18-AFLAS GASKET 23,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200463,MAT-200463,M22-NBR GASKET 24,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200469,MAT-200469,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200473,MAT-200473,M8-NBR GASKET 34,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200476,MAT-200476,M20-SILI GASKET 37,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200477,MAT-200477,M14-HNBR GASKET 38,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200480,MAT-200480,M10-BFG GASKET 01,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200482,MAT-200482,M12-EPDM GASKET 03,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200485,MAT-200485,M14-HNBR GASKET 06,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200492,MAT-200492,M20-SILI GASKET 13,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200494,MAT-200494,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200505,MAT-200505,M8-NBR GASKET 26,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200509,MAT-200509,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200510,MAT-200510,M18-AFLAS GASKET 31,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200512,MAT-200512,M10-BFG GASKET 33,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200514,MAT-200514,M12-EPDM GASKET 35,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200519,MAT-200519,M22-NBR GASKET 40,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200521,MAT-200521,M8-NBR GASKET 02,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200523,MAT-200523,M6-FKM GASKET 04,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200525,MAT-200525,M14-HNBR GASKET 06,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200528,MAT-200528,M10-BFG GASKET 09,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200537,MAT-200537,M8-NBR GASKET 18,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200541,MAT-200541,M14-HNBR GASKET 22,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200548,MAT-200548,M20-SILI GASKET 29,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200575,MAT-200575,M22-NBR GASKET 16,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200581,MAT-200581,M14-HNBR GASKET 22,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200587,MAT-200587,M6-FKM GASKET 28,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200600,MAT-200600,M10-BFG GASKET 01,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200610,MAT-200610,M12-EPDM GASKET 11,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200617,MAT-200617,M8-NBR GASKET 18,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200622,MAT-200622,M18-AFLAS GASKET 23,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200626,MAT-200626,M12-EPDM GASKET 27,OPS-M12-EPDM,False
NW01,P01_NW01_MAT-200635,MAT-200635,M6-FKM GASKET 36,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200638,MAT-200638,M18-AFLAS GASKET 39,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200641,MAT-200641,M8-NBR GASKET 02,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200652,MAT-200652,M20-SILI GASKET 13,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200654,MAT-200654,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200657,MAT-200657,M8-NBR GASKET 18,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200661,MAT-200661,M14-HNBR GASKET 22,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200668,MAT-200668,M20-SILI GASKET 29,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200671,MAT-200671,M22-NBR GASKET 32,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200680,MAT-200680,M10-BFG GASKET 01,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200685,MAT-200685,M14-HNBR GASKET 06,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200687,MAT-200687,M22-NBR GASKET 08,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200689,MAT-200689,M8-NBR GASKET 10,OPS-M8-NBR,True
NW01,P01_NW01_MAT-200690,MAT-200690,M12-EPDM GASKET 11,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200691,MAT-200691,M6-FKM GASKET 12,OPS-M6-FKM,True
NW01,P01_NW01_MAT-200693,MAT-200693,M14-HNBR GASKET 14,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200695,MAT-200695,M22-NBR GASKET 16,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200704,MAT-200704,M10-BFG GASKET 25,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200709,MAT-200709,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200713,MAT-200713,M8-NBR GASKET 34,OPS-M8-NBR,False
NW01,P01_NW01_MAT-200720,MAT-200720,M10-BFG GASKET 01,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200724,MAT-200724,M20-SILI GASKET 05,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200736,MAT-200736,M10-BFG GASKET 17,OPS-M10-BFG,False
NW01,P01_NW01_MAT-200749,MAT-200749,M14-HNBR GASKET 30,OPS-M14-HNBR,False
NW01,P01_NW01_MAT-200756,MAT-200756,M20-SILI GASKET 37,OPS-M20-SILI,False
NW01,P01_NW01_MAT-200768,MAT-200768,M10-BFG GASKET 09,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200782,MAT-200782,M18-AFLAS GASKET 23,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200784,MAT-200784,M10-BFG GASKET 25,OPS-M10-BFG,True
NW01,P01_NW01_MAT-200786,MAT-200786,M12-EPDM GASKET 27,OPS-M12-EPDM,True
NW01,P01_NW01_MAT-200790,MAT-200790,M18-AFLAS GASKET 31,OPS-M18-AFLAS,True
NW01,P01_NW01_MAT-200791,MAT-200791,M22-NBR GASKET 32,OPS-M22-NBR,True
NW01,P01_NW01_MAT-200803,MAT-200803,M6-FKM GASKET 04,OPS-M6-FKM,False
NW01,P01_NW01_MAT-200813,MAT-200813,M14-HNBR GASKET 14,OPS-M14-HNBR,True
NW01,P01_NW01_MAT-200815,MAT-200815,M22-NBR GASKET 16,OPS-M22-NBR,False
NW01,P01_NW01_MAT-200820,MAT-200820,M20-SILI GASKET 21,OPS-M20-SILI,True
NW01,P01_NW01_MAT-200822,MAT-200822,M18-AFLAS GASKET 23,OPS-M18-AFLAS,False
NW01,P01_NW01_MAT-200824,MAT-200824,M10-BFG GASKET 25,OPS-M10-BFG,True
