Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-100584,MX100/PL.35 304TL 0.7mm,OLD-100584,PC,HALB,C,E,7,3,21,21,85.86,46.5,NW01,V-97521,SG-38,OPS-MX100,N,MAT-100584,BH-9512,BC-1556
MAT-100587,HT80/PL.38 304TL 0.3mm,OLD-100587,PC,HALB,C,E,14,2,14,28,21.87,140.89,NW01,V-65508,SG-103,OPS-HT80,Y,MAT-100587,BH-2135,BC-4995
MAT-100592,XL420/PL.43 304TL 0.8mm,OLD-100592,PC,HALB,B,X,14,3,14,14,5.84,168.32,NW01,V-69807,SG-115,OPS-XL420,Y,MAT-100592,BH-9262,BC-5369
MAT-100593,XL520/PL.44 304TL 0.6mm,OLD-100593,PC,FERT,B,E,10,2,30,28,38.34,133.54,NW01,V-13690,SG-56,OPS-XL520,N,MAT-100593,BH-1895,BC-9649
MAT-100596,MX100/PL.47 304TL 0.4mm,OLD-100596,PC,FERT,A,F,5,8,7,35,67.12,200.49,NW01,V-69384,SG-81,OPS-MX100,Y,MAT-100596,BH-3117,BC-1235
MAT-100600,S62/PL.01 304TL 0.3mm,OLD-100600,PC,ROH,A,F,14,8,21,35,103.81,185.44,NW01,V-88114,SG-72,OPS-S62,N,MAT-100600,BH-9293,BC-2362
MAT-100604,XL420/PL.05 304TL 0.5mm,OLD-100604,PC,HALB,B,E,7,6,21,28,61.9,11.74,NW01,V-83112,SG-24,OPS-XL420,N,MAT-100604,BH-1127,BC-5847
MAT-100605,XL520/PL.06 304TL 0.3mm,OLD-100605,PC,ROH,A,X,14,6,21,21,10.87,57.22,NW01,V-69996,SG-60,OPS-XL520,Y,MAT-100605,BH-7606,BC-6959
MAT-100608,MX100/PL.09 304TL 0.5mm,OLD-100608,PC,ROH,B,E,21,6,30,28,80.74,190.66,NW01,V-64429,SG-67,OPS-MX100,N,MAT-100608,BH-1961,BC-2482
MAT-100610,MX250/PL.11 304TL 0.5mm,OLD-100610,PC,FERT,C,F,10,3,7,28,23.4,22.64,NW01,V-32538,SG-57,OPS-MX250,N,MAT-100610,BH-8708,BC-4111
MAT-100618,PRO-9X/PL.19 304TL 0.5mm,OLD-100618,PC,ROH,A,E,5,3,7,28,43.82,45.4,NW01,V-55557,SG-24,OPS-PRO-9X,N,MAT-100618,BH-8516,BC-9331
MAT-100621,MX200/PL.22 304TL 0.8mm,OLD-100621,PC,FERT,B,X,7,2,21,14,8.58,115.59,NW01,V-14738,SG-118,OPS-MX200,Y,MAT-100621,BH-7151,BC-3704
MAT-100623,HT80/PL.24 304TL 0.6mm,OLD-100623,PC,FERT,C,E,10,8,14,60,93.19,194.44,NW01,V-38005,SG-53,OPS-HT80,N,MAT-100623,BH-5213,BC-2500
MAT-100625,S120/PL.26 304TL 0.6mm,OLD-100625,PC,FERT,A,E,5,6,14,35,67.52,158.17,NW01,V-44196,SG-88,OPS-S120,N,MAT-100625,BH-7875,BC-5390
MAT-100629,XL520/PL.30 304TL 0.6mm,OLD-100629,PC,FERT,B,E,14,8,7,21,16.69,189.62,NW01,V-44544,SG-78,OPS-XL520,N,MAT-100629,BH-9732,BC-9961
MAT-100633,MX200/PL.34 304TL 0.4mm,OLD-100633,PC,HALB,B,X,10,3,30,28,61.88,13.01,NW01,V-62566,SG-66,OPS-MX200,Y,MAT-100633,BH-1017,BC-4463
MAT-100643,PRO-12X/PL.44 304TL 0.5mm,OLD-100643,PC,FERT,A,E,7,8,7,60,30.43,54.3,NW01,V-13604,SG-111,OPS-PRO-12X,N,MAT-100643,BH-8789,BC-9884
MAT-100644,MX100/PL.45 304TL 0.5mm,OLD-100644,PC,ROH,B,X,14,2,14,14,38.79,103.66,NW01,V-71762,SG-97,OPS-MX100,Y,MAT-100644,BH-5449,BC-5068
MAT-100646,MX250/PL.47 304TL 0.6mm,OLD-100646,PC,HALB,B,E,7,6,7,21,22.16,176.79,NW01,V-92616,SG-63,OPS-MX250,N,MAT-100646,BH-9290,BC-3472
MAT-100647,HT80/PL.48 304TL 0.3mm,OLD-100647,PC,FERT,A,F,10,4,21,21,17.67,103.01,NW01,V-53152,SG-85,OPS-HT80,Y,MAT-100647,BH-2436,BC-5416
MAT-100651,S160/PL.02 304TL 0.4mm,OLD-100651,PC,FERT,B,E,10,3,14,60,6.45,132.1,NW01,V-69720,SG-52,OPS-S160,N,MAT-100651,BH-5181,BC-1293
MAT-100654,PRO-9X/PL.05 304TL 0.6mm,OLD-100654,PC,ROH,B,X,10,2,14,60,40.96,5.36,NW01,V-76900,SG-34,OPS-PRO-9X,N,MAT-100654,BH-5176,BC-1482
MAT-100657,MX200/PL.08 304TL 0.5mm,OLD-100657,PC,FERT,B,E,5,4,21,14,118.04,14.28,NW01,V-74450,SG-39,OPS-MX200,Y,MAT-100657,BH-5780,BC-1001
MAT-100662,S140/PL.13 304TL 0.4mm,OLD-100662,PC,ROH,C,F,7,3,21,35,18.51,200.48,NW01,V-72512,SG-21,OPS-S140,N,MAT-100662,BH-8985,BC-5425
MAT-100674,S140/PL.25 304TL 0.5mm,OLD-100674,PC,HALB,A,X,14,2,30,21,57.34,89.27,NW01,V-78803,SG-48,OPS-S140,N,MAT-100674,BH-2835,BC-6179
MAT-100675,S160/PL.26 304TL 0.3mm,OLD-100675,PC,HALB,A,E,7,6,7,14,38.74,81.12,NW01,V-14147,SG-51,OPS-S160,Y,MAT-100675,BH-6280,BC-1528
MAT-100676,XL420/PL.27 304TL 0.3mm,OLD-100676,PC,HALB,C,X,21,6,7,28,40.91,94.42,NW01,V-41002,SG-113,OPS-XL420,N,MAT-100676,BH-5188,BC-1817
MAT-100677,XL520/PL.28 304TL 0.5mm,OLD-100677,PC,ROH,A,E,21,4,14,28,69.83,54.69,NW01,V-87944,SG-107,OPS-XL520,Y,MAT-100677,BH-8317,BC-1862
MAT-100681,MX200/PL.32 304TL 0.7mm,OLD-100681,PC,FERT,B,F,5,4,30,28,104.0,53.61,NW01,V-10409,SG-89,OPS-MX200,Y,MAT-100681,BH-2422,BC-7617
MAT-100683,HT80/PL.34 304TL 0.6mm,OLD-100683,PC,HALB,C,E,5,6,14,28,48.3,154.51,NW01,V-95545,SG-88,OPS-HT80,Y,MAT-100683,BH-9336,BC-9510
MAT-100687,S160/PL.38 304TL 0.5mm,OLD-100687,PC,HALB,B,X,10,2,7,60,62.5,101.1,NW01,V-39367,SG-67,OPS-S160,Y,MAT-100687,BH-2779,BC-9622
MAT-100691,PRO-12X/PL.42 304TL 0.5mm,OLD-100691,PC,FERT,B,X,21,8,30,45,103.03,154.95,NW01,V-18359,SG-83,OPS-PRO-12X,N,MAT-100691,BH-7316,BC-8500
MAT-100695,HT80/PL.46 304TL 0.5mm,OLD-100695,PC,ROH,B,E,10,8,21,60,11.74,206.23,NW01,V-47115,SG-76,OPS-HT80,Y,MAT-100695,BH-8982,BC-3956
MAT-100700,XL420/PL.01 304TL 0.5mm,OLD-100700,PC,FERT,A,E,7,6,30,28,112.87,61.37,NW01,V-51167,SG-53,OPS-XL420,Y,MAT-100700,BH-3934,BC-8033
MAT-100701,XL520/PL.02 304TL 0.7mm,OLD-100701,PC,HALB,A,X,10,3,21,60,19.44,219.41,NW01,V-62262,SG-80,OPS-XL520,N,MAT-100701,BH-5342,BC-9913
MAT-100708,S62/PL.09 304TL 0.5mm,OLD-100708,PC,ROH,B,F,14,4,21,60,82.13,168.15,NW01,V-35051,SG-79,OPS-S62,Y,MAT-100708,BH-9754,BC-9328
MAT-100711,S160/PL.12 304TL 0.7mm,OLD-100711,PC,HALB,C,E,7,8,7,35,25.55,78.33,NW01,V-49961,SG-84,OPS-S160,N,MAT-100711,BH-1502,BC-6617
MAT-100717,MX200/PL.18 304TL 0.5mm,OLD-100717,PC,ROH,B,F,7,3,7,35,20.96,163.62,NW01,V-50887,SG-34,OPS-MX200,Y,MAT-100717,BH-1003,BC-9191
MAT-100719,HT80/PL.20 304TL 0.7mm,OLD-100719,PC,HALB,B,E,7,6,14,45,32.97,4.99,NW01,V-85907,SG-87,OPS-HT80,Y,MAT-100719,BH-9454,BC-2716
MAT-100722,S140/PL.23 304TL 0.7mm,OLD-100722,PC,HALB,C,F,5,6,30,45,41.56,206.96,NW01,V-58478,SG-83,OPS-S140,Y,MAT-100722,BH-6044,BC-1530
MAT-100723,S160/PL.24 304TL 0.7mm,OLD-100723,PC,ROH,C,F,21,4,7,35,78.24,103.31,NW01,V-16937,SG-27,OPS-S160,N,MAT-100723,BH-7970,BC-8405
MAT-100725,XL520/PL.26 304TL 0.5mm,OLD-100725,PC,HALB,B,X,21,6,7,28,99.53,167.15,NW01,V-16857,SG-95,OPS-XL520,N,MAT-100725,BH-2739,BC-9493
MAT-100726,PRO-9X/PL.27 304TL 0.7mm,OLD-100726,PC,ROH,C,F,7,4,14,14,15.24,153.31,NW01,V-95801,SG-23,OPS-PRO-9X,N,MAT-100726,BH-4629,BC-4291
MAT-100732,S62/PL.33 304TL 0.7mm,OLD-100732,PC,ROH,B,E,14,2,7,45,111.83,161.24,NW01,V-32347,SG-80,OPS-S62,N,MAT-100732,BH-6584,BC-7009
MAT-100741,MX200/PL.42 304TL 0.5mm,OLD-100741,PC,ROH,A,X,14,6,21,14,7.41,15.35,NW01,V-44316,SG-21,OPS-MX200,N,MAT-100741,BH-6248,BC-5228
MAT-100753,MX200/PL.04 304TL 0.3mm,OLD-100753,PC,ROH,A,E,10,2,14,14,20.61,36.45,NW01,V-83577,SG-37,OPS-MX200,Y,MAT-100753,BH-7777,BC-7394
MAT-100754,MX250/PL.05 304TL 0.4mm,OLD-100754,PC,ROH,C,X,14,8,30,14,103.84,22.95,NW01,V-61997,SG-47,OPS-MX250,N,MAT-100754,BH-2588,BC-4786
MAT-100761,XL520/PL.12 304TL 0.8mm,OLD-100761,PC,HALB,C,X,5,6,7,14,85.62,112.4,NW01,V-81749,SG-84,OPS-XL520,Y,MAT-100761,BH-9698,BC-1356
MAT-100762,PRO-9X/PL.13 304TL 0.7mm,OLD-100762,PC,ROH,B,E,7,4,21,28,72.73,74.0,NW01,V-58877,SG-26,OPS-PRO-9X,N,MAT-100762,BH-4113,BC-7956
MAT-100765,MX200/PL.16 304TL 0.7mm,OLD-100765,PC,HALB,A,X,5,4,21,21,108.07,85.22,NW01,V-33929,SG-34,OPS-MX200,Y,MAT-100765,BH-5521,BC-7888
MAT-100780,S62/PL.31 304TL 0.8mm,OLD-100780,PC,ROH,A,X,5,2,7,45,2.57,92.57,NW01,V-74948,SG-114,OPS-S62,N,MAT-100780,BH-7432,BC-6738
MAT-100785,XL520/PL.36 304TL 0.8mm,OLD-100785,PC,FERT,B,X,5,2,30,35,91.01,99.17,NW01,V-36980,SG-81,OPS-XL520,Y,MAT-100785,BH-4883,BC-6639
MAT-100789,MX200/PL.40 304TL 0.5mm,OLD-100789,PC,HALB,C,E,10,8,30,60,67.94,121.6,NW01,V-35778,SG-47,OPS-MX200,Y,MAT-100789,BH-9595,BC-3490
MAT-100791,HT80/PL.42 304TL 0.3mm,OLD-100791,PC,ROH,C,X,7,4,30,28,31.65,93.92,NW01,V-41256,SG-22,OPS-HT80,N,MAT-100791,BH-2641,BC-3496
MAT-100792,S62/PL.43 304TL 0.6mm,OLD-100792,PC,FERT,C,F,7,4,14,35,84.78,81.36,NW01,V-94235,SG-81,OPS-S62,Y,MAT-100792,BH-5608,BC-1299
MAT-100793,S120/PL.44 304TL 0.7mm,OLD-100793,PC,FERT,B,X,7,4,14,35,104.4,56.65,NW01,V-21319,SG-71,OPS-S120,N,MAT-100793,BH-8479,BC-3275
MAT-100804,S62/PL.05 304TL 0.4mm,OLD-100804,PC,HALB,B,X,10,3,21,14,53.99,149.75,NW01,V-23721,SG-61,OPS-S62,N,MAT-100804,BH-2835,BC-2830
MAT-100808,XL420/PL.09 304TL 0.4mm,OLD-100808,PC,ROH,B,X,10,8,30,21,38.95,95.27,NW01,V-51054,SG-86,OPS-XL420,Y,MAT-100808,BH-9482,BC-9174
MAT-100810,PRO-9X/PL.11 304TL 0.3mm,OLD-100810,PC,ROH,C,F,21,4,14,14,31.62,76.99,NW01,V-61388,SG-49,OPS-PRO-9X,N,MAT-100810,BH-3744,BC-2661
MAT-100811,PRO-12X/PL.12 304TL 0.4mm,OLD-100811,PC,FERT,A,E,7,4,14,28,87.81,98.87,NW01,V-20026,SG-25,OPS-PRO-12X,N,MAT-100811,BH-8642,BC-7211
MAT-100817,S120/PL.18 304TL 0.5mm,OLD-100817,PC,HALB,C,F,21,2,21,21,41.82,113.79,NW01,V-88504,SG-55,OPS-S120,Y,MAT-100817,BH-1653,BC-7772
MAT-100818,S140/PL.19 304TL 0.6mm,OLD-100818,PC,HALB,A,F,7,8,14,45,101.29,66.01,NW01,V-26747,SG-36,OPS-S140,Y,MAT-100818,BH-2069,BC-8427
MAT-100820,XL420/PL.21 304TL 0.7mm,OLD-100820,PC,ROH,B,F,14,3,7,21,88.55,129.96,NW01,V-95917,SG-96,OPS-XL420,N,MAT-100820,BH-7098,BC-7602
MAT-100822,PRO-9X/PL.23 304TL 0.7mm,OLD-100822,PC,FERT,C,E,5,8,14,21,19.08,13.63,NW01,V-61275,SG-47,OPS-PRO-9X,Y,MAT-100822,BH-6218,BC-9646
MAT-100824,MX100/PL.25 304TL 0.7mm,OLD-100824,PC,FERT,A,X,21,2,7,28,34.14,174.32,NW01,V-77291,SG-13,OPS-MX100,Y,MAT-100824,BH-5865,BC-2965
MAT-100839,HT80/PL.40 304TL 0.4mm,OLD-100839,PC,HALB,C,E,21,4,14,21,30.31,145.12,NW01,V-85177,SG-60,OPS-HT80,N,MAT-100839,BH-2283,BC-2788
MAT-100841,S120/PL.42 304TL 0.3mm,OLD-100841,PC,HALB,C,F,21,6,30,35,27.01,181.49,NW01,V-12496,SG-113,OPS-S120,N,MAT-100841,BH-7081,BC-1575
MAT-100845,XL520/PL.46 304TL 0.6mm,OLD-100845,PC,ROH,C,F,14,4,30,21,40.76,217.36,NW01,V-93433,SG-101,OPS-XL520,N,MAT-100845,BH-2805,BC-1420
MAT-100846,PRO-9X/PL.47 304TL 0.3mm,OLD-100846,PC,ROH,B,F,21,6,7,45,7.11,148.26,NW01,V-88201,SG-95,OPS-PRO-9X,Y,MAT-100846,BH-7049,BC-7361
MAT-100853,S120/PL.04 304TL 0.7mm,OLD-100853,PC,HALB,B,X,21,4,21,45,82.39,106.31,NW01,V-71617,SG-102,OPS-S120,N,MAT-100853,BH-8953,BC-4973
MAT-100856,XL420/PL.07 304TL 0.5mm,OLD-100856,PC,ROH,B,X,10,3,21,60,3.98,54.39,NW01,V-91031,SG-101,OPS-XL420,N,MAT-100856,BH-3560,BC-2716
MAT-100862,MX250/PL.13 304TL 0.3mm,OLD-100862,PC,FERT,C,F,5,6,30,45,38.06,163.84,NW01,V-44207,SG-111,OPS-MX250,N,MAT-100862,BH-6030,BC-5509
MAT-100863,HT80/PL.14 304TL 0.4mm,OLD-100863,PC,FERT,C,F,14,4,7,60,57.07,97.74,NW01,V-71660,SG-98,OPS-HT80,N,MAT-100863,BH-2510,BC-6005
MAT-100875,HT80/PL.26 304TL 0.5mm,OLD-100875,PC,ROH,C,F,21,8,30,14,103.01,28.72,NW01,V-50599,SG-61,OPS-HT80,N,MAT-100875,BH-8827,BC-3336
MAT-100878,S140/PL.29 304TL 0.7mm,OLD-100878,PC,FERT,B,X,10,6,30,28,45.91,97.54,NW01,V-60742,SG-35,OPS-S140,Y,MAT-100878,BH-8762,BC-1477
MAT-100881,XL520/PL.32 304TL 0.4mm,OLD-100881,PC,HALB,C,F,14,4,14,45,112.29,54.38,NW01,V-95110,SG-46,OPS-XL520,Y,MAT-100881,BH-4874,BC-5537
MAT-100887,HT80/PL.38 304TL 0.7mm,OLD-100887,PC,ROH,B,F,21,4,21,35,82.53,171.75,NW01,V-87964,SG-43,OPS-HT80,N,MAT-100887,BH-5986,BC-3349
MAT-100890,S140/PL.41 304TL 0.5mm,OLD-100890,PC,FERT,C,X,7,6,7,60,12.77,162.43,NW01,V-44498,SG-42,OPS-S140,N,MAT-100890,BH-6783,BC-3119
MAT-100895,PRO-12X/PL.46 304TL 0.7mm,OLD-100895,PC,FERT,C,F,7,6,14,28,41.52,213.57,NW01,V-80198,SG-27,OPS-PRO-12X,Y,MAT-100895,BH-7378,BC-9348
MAT-100903,S160/PL.04 304TL 0.5mm,OLD-100903,PC,ROH,B,X,10,8,30,45,50.69,14.51,NW01,V-47314,SG-30,OPS-S160,N,MAT-100903,BH-5217,BC-9241
MAT-100908,MX100/PL.09 304TL 0.8mm,OLD-100908,PC,HALB,B,E,14,3,14,35,49.25,101.59,NW01,V-76181,SG-71,OPS-MX100,Y,MAT-100908,BH-3200,BC-9845
MAT-100909,MX200/PL.10 304TL 0.6mm,OLD-100909,PC,FERT,C,E,21,6,21,28,39.09,79.01,NW01,V-45600,SG-80,OPS-MX200,N,MAT-100909,BH-8783,BC-7633
MAT-100913,S120/PL.14 304TL 0.3mm,OLD-100913,PC,ROH,B,E,7,6,14,28,103.86,38.8,NW01,V-40657,SG-19,OPS-S120,Y,MAT-100913,BH-9495,BC-5467
MAT-100915,S160/PL.16 304TL 0.4mm,OLD-100915,PC,ROH,B,X,10,4,21,21,85.22,204.95,NW01,V-27898,SG-85,OPS-S160,N,MAT-100915,BH-4707,BC-9452
MAT-100916,XL420/PL.17 304TL 0.3mm,OLD-100916,PC,ROH,A,E,5,4,7,60,51.36,86.42,NW01,V-86532,SG-30,OPS-XL420,N,MAT-100916,BH-1773,BC-5320
MAT-100926,S140/PL.27 304TL 0.7mm,OLD-100926,PC,HALB,A,E,7,6,30,35,56.06,54.4,NW01,V-16711,SG-120,OPS-S140,N,MAT-100926,BH-5131,BC-1018
MAT-100932,MX100/PL.33 304TL 0.8mm,OLD-100932,PC,ROH,B,E,10,8,21,45,17.96,111.5,NW01,V-11014,SG-51,OPS-MX100,N,MAT-100932,BH-3366,BC-5546
MAT-100943,PRO-12X/PL.44 304TL 0.7mm,OLD-100943,PC,FERT,A,F,14,8,14,28,7.34,30.22,NW01,V-59762,SG-45,OPS-PRO-12X,Y,MAT-100943,BH-9552,BC-8066
MAT-100949,S120/PL.50 304TL 0.7mm,OLD-100949,PC,HALB,A,F,10,3,30,21,63.66,188.16,NW01,V-10626,SG-80,OPS-S120,N,MAT-100949,BH-9607,BC-8053
MAT-100954,PRO-9X/PL.05 304TL 0.5mm,OLD-100954,PC,FERT,C,F,5,4,7,14,10.96,115.37,NW01,V-58425,SG-14,OPS-PRO-9X,Y,MAT-100954,BH-6697,BC-3173
MAT-100956,MX100/PL.07 304TL 0.6mm,OLD-100956,PC,FERT,B,E,21,3,14,45,53.22,128.82,NW01,V-30141,SG-45,OPS-MX100,N,MAT-100956,BH-4725,BC-9107
MAT-100958,MX250/PL.09 304TL 0.5mm,OLD-100958,PC,ROH,C,E,10,8,7,35,56.27,140.7,NW01,V-55485,SG-36,OPS-MX250,N,MAT-100958,BH-8523,BC-1280
MAT-100960,S62/PL.11 304TL 0.5mm,OLD-100960,PC,FERT,A,E,21,6,7,60,84.77,81.85,NW01,V-77403,SG-27,OPS-S62,Y,MAT-100960,BH-9155,BC-9113
MAT-100963,S160/PL.14 304TL 0.4mm,OLD-100963,PC,ROH,B,F,21,2,30,45,85.28,65.37,NW01,V-74777,SG-32,OPS-S160,Y,MAT-100963,BH-1921,BC-2104
MAT-100964,XL420/PL.15 304TL 0.6mm,OLD-100964,PC,HALB,C,F,5,6,30,35,95.61,217.74,NW01,V-36528,SG-70,OPS-XL420,Y,MAT-100964,BH-3085,BC-6378
MAT-100965,XL520/PL.16 304TL 0.4mm,OLD-100965,PC,HALB,A,X,5,4,14,60,18.95,52.52,NW01,V-76576,SG-102,OPS-XL520,N,MAT-100965,BH-5151,BC-1710
MAT-100967,PRO-12X/PL.18 304TL 0.7mm,OLD-100967,PC,HALB,A,X,14,6,21,21,100.59,100.41,NW01,V-52126,SG-86,OPS-PRO-12X,Y,MAT-100967,BH-2732,BC-9429
MAT-100970,MX250/PL.21 304TL 0.6mm,OLD-100970,PC,ROH,B,E,5,4,30,35,39.25,152.29,NW01,V-85246,SG-58,OPS-MX250,N,MAT-100970,BH-9500,BC-5698
MAT-100971,HT80/PL.22 304TL 0.7mm,OLD-100971,PC,HALB,A,F,10,3,14,28,51.61,28.68,NW01,V-17571,SG-66,OPS-HT80,Y,MAT-100971,BH-3466,BC-6297
MAT-100977,XL520/PL.28 304TL 0.5mm,OLD-100977,PC,ROH,B,E,7,2,30,45,3.26,149.22,NW01,V-64709,SG-78,OPS-XL520,N,MAT-100977,BH-1861,BC-7424
MAT-100980,MX100/PL.31 304TL 0.3mm,OLD-100980,PC,FERT,B,F,5,4,30,14,99.62,211.43,NW01,V-49299,SG-113,OPS-MX100,N,MAT-100980,BH-9006,BC-5611
MAT-100984,S62/PL.35 304TL 0.7mm,OLD-100984,PC,ROH,A,F,7,3,14,14,18.23,23.76,NW01,V-55052,SG-56,OPS-S62,Y,MAT-100984,BH-7920,BC-6709
MAT-100989,XL520/PL.40 304TL 0.6mm,OLD-100989,PC,FERT,C,X,5,6,30,45,44.29,8.74,NW01,V-95278,SG-69,OPS-XL520,Y,MAT-100989,BH-6793,BC-3866
MAT-100993,MX200/PL.44 304TL 0.7mm,OLD-100993,PC,HALB,A,E,5,6,7,28,32.82,32.38,NW01,V-39129,SG-94,OPS-MX200,N,MAT-100993,BH-7919,BC-2837
MAT-100998,S140/PL.49 304TL 0.8mm,OLD-100998,PC,FERT,B,X,7,2,21,14,110.17,20.44,NW01,V-36555,SG-111,OPS-S140,Y,MAT-100998,BH-7126,BC-9935
MAT-101001,XL520/PL.02 304TL 0.5mm,OLD-101001,PC,FERT,A,E,7,4,21,60,32.03,121.83,NW01,V-36689,SG-87,OPS-XL520,N,MAT-101001,BH-1506,BC-1664
MAT-101002,PRO-9X/PL.03 304TL 0.7mm,OLD-101002,PC,ROH,A,E,7,2,30,21,34.98,114.87,NW01,V-78062,SG-114,OPS-PRO-9X,Y,MAT-101002,BH-9147,BC-3586
MAT-101009,S120/PL.10 304TL 0.3mm,OLD-101009,PC,HALB,C,E,21,6,14,21,59.37,144.03,NW01,V-97177,SG-18,OPS-S120,Y,MAT-101009,BH-7951,BC-5801
MAT-101010,S140/PL.11 304TL 0.6mm,OLD-101010,PC,FERT,A,F,14,3,14,21,32.5,152.75,NW01,V-78937,SG-32,OPS-S140,Y,MAT-101010,BH-6022,BC-4984
MAT-101012,XL420/PL.13 304TL 0.7mm,OLD-101012,PC,ROH,B,E,5,4,14,14,27.84,26.8,NW01,V-17208,SG-82,OPS-XL420,N,MAT-101012,BH-1900,BC-1040
MAT-101017,MX200/PL.18 304TL 0.6mm,OLD-101017,PC,ROH,C,E,10,4,30,14,41.4,51.11,NW01,V-58469,SG-90,OPS-MX200,Y,MAT-101017,BH-3917,BC-8304
MAT-101020,S62/PL.21 304TL 0.3mm,OLD-101020,PC,ROH,B,E,21,4,21,35,59.23,97.49,NW01,V-51508,SG-109,OPS-S62,Y,MAT-101020,BH-7124,BC-4632
MAT-101021,S120/PL.22 304TL 0.5mm,OLD-101021,PC,FERT,B,E,7,6,21,45,76.13,189.32,NW01,V-30124,SG-88,OPS-S120,N,MAT-101021,BH-8392,BC-5099
MAT-101022,S140/PL.23 304TL 0.6mm,OLD-101022,PC,FERT,B,E,7,8,7,45,40.27,183.84,NW01,V-68373,SG-21,OPS-S140,N,MAT-101022,BH-8958,BC-1952
MAT-101023,S160/PL.24 304TL 0.5mm,OLD-101023,PC,ROH,C,E,10,2,21,21,67.95,73.86,NW01,V-72236,SG-40,OPS-S160,Y,MAT-101023,BH-3829,BC-2801
MAT-101027,PRO-12X/PL.28 304TL 0.5mm,OLD-101027,PC,HALB,A,F,14,3,7,28,6.01,93.48,NW01,V-92812,SG-108,OPS-PRO-12X,N,MAT-101027,BH-4758,BC-2320
MAT-101032,S62/PL.33 304TL 0.4mm,OLD-101032,PC,HALB,A,E,10,2,14,45,5.62,165.16,NW01,V-94125,SG-27,OPS-S62,N,MAT-101032,BH-1499,BC-9831
MAT-101045,S120/PL.46 304TL 0.6mm,OLD-101045,PC,HALB,B,X,21,3,7,14,53.53,44.39,NW01,V-19707,SG-43,OPS-S120,N,MAT-101045,BH-7574,BC-3169
MAT-101058,S140/PL.09 304TL 0.6mm,OLD-101058,PC,HALB,B,F,7,3,21,28,29.18,212.29,NW01,V-93100,SG-30,OPS-S140,Y,MAT-101058,BH-5120,BC-8754
MAT-101067,HT80/PL.18 304TL 0.7mm,OLD-101067,PC,FERT,B,F,7,2,14,21,115.12,42.7,NW01,V-22423,SG-96,OPS-HT80,N,MAT-101067,BH-2931,BC-6635
MAT-101070,S140/PL.21 304TL 0.3mm,OLD-101070,PC,FERT,A,E,10,3,30,60,104.7,73.47,NW01,V-45005,SG-89,OPS-S140,Y,MAT-101070,BH-7524,BC-7995
MAT-101073,XL520/PL.24 304TL 0.5mm,OLD-101073,PC,HALB,A,F,21,2,7,14,116.32,65.15,NW01,V-54593,SG-35,OPS-XL520,Y,MAT-101073,BH-1315,BC-7249
MAT-101080,S62/PL.31 304TL 0.5mm,OLD-101080,PC,HALB,A,E,10,4,30,21,81.51,154.16,NW01,V-28353,SG-62,OPS-S62,Y,MAT-101080,BH-4627,BC-6244
MAT-101084,XL420/PL.35 304TL 0.5mm,OLD-101084,PC,ROH,C,X,21,2,14,21,48.93,180.49,NW01,V-78714,SG-33,OPS-XL420,N,MAT-101084,BH-1123,BC-9912
MAT-101089,MX200/PL.40 304TL 0.5mm,OLD-101089,PC,HALB,C,E,7,4,14,21,79.08,89.41,NW01,V-36150,SG-37,OPS-MX200,N,MAT-101089,BH-2712,BC-5561
MAT-101092,S62/PL.43 304TL 0.4mm,OLD-101092,PC,ROH,A,X,5,2,21,14,74.8,175.45,NW01,V-63190,SG-96,OPS-S62,Y,MAT-101092,BH-3946,BC-7008
MAT-101095,S160/PL.46 304TL 0.6mm,OLD-101095,PC,FERT,A,F,5,6,21,45,45.25,21.21,NW01,V-52696,SG-100,OPS-S160,N,MAT-101095,BH-4791,BC-1491
MAT-101097,XL520/PL.48 304TL 0.3mm,OLD-101097,PC,FERT,B,X,7,8,21,60,82.75,207.04,NW01,V-48450,SG-20,OPS-XL520,N,MAT-101097,BH-9809,BC-1497
MAT-101101,MX200/PL.02 304TL 0.3mm,OLD-101101,PC,HALB,C,X,5,8,30,60,7.72,215.96,NW01,V-43223,SG-67,OPS-MX200,N,MAT-101101,BH-2958,BC-1683
MAT-101104,S62/PL.05 304TL 0.5mm,OLD-101104,PC,FERT,A,X,5,4,21,45,38.84,64.29,NW01,V-20394,SG-86,OPS-S62,Y,MAT-101104,BH-1953,BC-7898
MAT-101105,S120/PL.06 304TL 0.8mm,OLD-101105,PC,ROH,B,F,21,8,21,35,20.13,94.3,NW01,V-83702,SG-24,OPS-S120,N,MAT-101105,BH-1543,BC-6564
MAT-101111,PRO-12X/PL.12 304TL 0.4mm,OLD-101111,PC,ROH,C,E,21,3,21,14,107.98,143.17,NW01,V-12359,SG-27,OPS-PRO-12X,Y,MAT-101111,BH-2931,BC-3147
MAT-101113,MX200/PL.14 304TL 0.7mm,OLD-101113,PC,FERT,B,E,7,3,14,35,103.36,121.99,NW01,V-70500,SG-114,OPS-MX200,Y,MAT-101113,BH-2781,BC-4650
