Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Plate Factory,Plate Final,Plate Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW07_Northwind West Coast,NW07_MAT-101305,MAT-101305,MX200/PL.06 304TL 0.6mm,1.213,EXTRUSION_1,T-70267-A,PRJ-ALPHA-0174,P01_NW07_Northwind West Coast,MAT-101305,MX200/PL.06 304TL 0.6mm,0,2 2026,4776,Plates,2026,2,NW07,Both,NW07,Plates,MAT-101305,MX200/PL.06 304TL 0.6mm,16302.0,T-70267-A,EXTRUSION_1,1.213,301173.0,C,Active,SF-100173,APAC-South,K. Suzuki,50,2026-04-04,Industrial,25549,381830.05,Medium,Direct,MX200/PL.06 304TL 0.6mm,ROH,B,F,14.0,4.0,7.0,45.0,38.2,183.95,V-19252,SG-116,OPS-MX200,Y,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-MX200,False,0.1567083333333334,RM-COIL-SS304,5.625,KG,COIL SS304 1250mm 0.4mm,8.0,0.021,0.023,1.0445,5.875,Plates,Active,MX200/PL.06 304TL 0.6mm,3968.0,2031.0,2839.0,278.0,3107.0,697.0,488.0,54749.27,42869.45,97618.72,2026.04.03,OPS-MX200,6378.0
Not approved,NW02_Northwind Heartland,NW02_MAT-100792,MAT-100792,S62/PL.43 304TL 0.6mm,1.258,PRESS_6,T-70386-D,PRJ-DELTA-0066,P01_NW02_Northwind Heartland,MAT-100792,S62/PL.43 304TL 0.6mm,0,2 2026,3564,Plates,2026,2,NW02,Both,NW02,Plates,MAT-100792,S62/PL.43 304TL 0.6mm,196738.0,T-70386-D,PRESS_6,1.258,179391.0,A,Active,SF-100065,APAC-East,A. Meyer,75,2026-12-19,District Heating,32163,1044357.94,Small,Distributor,S62/PL.43 304TL 0.6mm,FERT,C,F,21.0,8.0,30.0,45.0,117.7,63.99,V-43460,SG-115,OPS-S62,N,PC,Press 13900T,L,24/5,24.0,5.0,88.4,0.82,2.0,3.0,"Available Capacity, hours",88.39999999999976,69.94519230769231,0.7912352071005938,OPS-S62,True,0.08074615384615387,RM-COIL-TI,4.356,KG,COIL TITANIUM 1200mm 0.4mm,3.0,0.023,0.017,1.0404,4.532,Plates,Active,S62/PL.43 304TL 0.6mm,11577.0,9184.0,10335.0,62.0,3060.0,944.0,661.0,544329.74,143875.7,688205.44,2026.04.03,OPS-S62,13693.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100329,MAT-100329,XL520/PL.30 304TL 0.6mm,2.188,PRESS_6,T-70202-C,PRJ-OMEGA-0297,P01_NW05_Northwind Pacific,MAT-100329,XL520/PL.30 304TL 0.6mm,0,2 2026,3693,Plates,2026,2,NW05,Both,NW05,Plates,MAT-100329,XL520/PL.30 304TL 0.6mm,49366.0,T-70202-C,PRESS_6,2.188,3609.0,A,Active,SF-100296,EMEA-East,P. Kovac,25,2026-02-26,Industrial,31058,457506.81,Strategic,Distributor,XL520/PL.30 304TL 0.6mm,HALB,B,X,7.0,3.0,30.0,45.0,59.47,90.88,V-49824,SG-65,OPS-XL520,Y,PC,Press 13900T,L,24/5,24.0,5.0,92.0,0.85,2.0,3.0,"Available Capacity, hours",92.0,39.214615384615406,0.42624581939799355,OPS-XL520,False,0.0883525641025641,RM-COIL-TI,8.201,KG,COIL TITANIUM 1200mm 0.4mm,6.0,0.022,0.022,1.0445,8.566,Plates,Active,XL520/PL.30 304TL 0.6mm,6159.0,3356.0,5310.0,447.0,2176.0,84.0,59.0,50998.0,18017.8,69015.81,2026.04.03,OPS-XL520,8251.0
Not approved,NW02_Northwind Heartland,NW02_MAT-101453,MAT-101453,S120/PL.04 304TL 0.6mm,1.251,GRINDING_1,T-70039-B,PRJ-OMEGA-0340,P01_NW02_Northwind Heartland,MAT-101453,S120/PL.04 304TL 0.6mm,0,2 2026,4631,Plates,2026,2,NW02,Both,NW02,Plates,MAT-101453,S120/PL.04 304TL 0.6mm,162884.0,T-70039-B,GRINDING_1,1.251,117904.0,C,Active,SF-100339,EMEA-East,K. Suzuki,25,2026-11-27,Marine,55406,658572.49,Large,Partner,S120/PL.04 304TL 0.6mm,ROH,A,E,5.0,3.0,21.0,14.0,24.59,36.54,V-68972,SG-72,OPS-S120,N,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,10.782115384615382,0.4121603740296409,OPS-S120,True,0.04360961538461537,RM-COIL-HC276,7.147,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.056,0.029,1.0866,7.766,Plates,Active,S120/PL.04 304TL 0.6mm,10959.0,6478.0,4668.0,1196.0,2650.0,1040.0,728.0,447991.05,108328.89,556319.94,2026.04.03,OPS-S120,12569.0
Not approved,NW02_Northwind Heartland,NW02_MAT-101453,MAT-101453,S120/PL.04 304TL 0.6mm,1.251,GRINDING_1,T-70039-B,PRJ-OMEGA-0340,P01_NW02_Northwind Heartland,MAT-101453,S120/PL.04 304TL 0.6mm,0,2 2026,4631,Plates,2026,2,NW02,Both,NW02,Plates,MAT-101453,S120/PL.04 304TL 0.6mm,162884.0,T-70039-B,GRINDING_1,1.251,117904.0,C,Active,SF-100339,EMEA-East,K. Suzuki,25,2026-11-27,Marine,55406,658572.49,Large,Partner,S120/PL.04 304TL 0.6mm,ROH,A,E,5.0,3.0,21.0,14.0,24.59,36.54,V-68972,SG-72,OPS-S120,N,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,10.782115384615382,0.4121603740296409,OPS-S120,True,0.04360961538461537,RM-COIL-NI,6.494,KG,COIL NICKEL 1200mm 0.35mm,8.0,0.054,0.017,1.0719,6.961,Plates,Active,S120/PL.04 304TL 0.6mm,10959.0,6478.0,4668.0,1196.0,2650.0,1040.0,728.0,447991.05,108328.89,556319.94,2026.04.03,OPS-S120,12569.0
Not approved,NW10_Northwind Baltics,NW10_MAT-100775,MAT-100775,PRO-12X/PL.26 304TL 0.5mm,1.545,PRESS_3,T-70040-A,PRJ-BETA-0143,P01_NW10_Northwind Baltics,MAT-100775,PRO-12X/PL.26 304TL 0.5mm,0,2 2026,4372,Plates,2026,2,NW10,Both,NW10,Plates,MAT-100775,PRO-12X/PL.26 304TL 0.5mm,70363.0,T-70040-A,PRESS_3,1.545,51196.0,B,Phase-out,SF-100142,,M. Akiyama,50,2026-12-10,Refrigeration,10899,256153.98,Strategic,Distributor,PRO-12X/PL.26 304TL 0.5mm,FERT,C,F,7.0,3.0,14.0,60.0,21.26,213.27,V-82630,SG-11,OPS-PRO-12X,Y,PC,Press 8000T,M,12/5,12.0,5.0,38.7,0.77,1.5,2.0,"Available Capacity, hours",38.699999999999896,18.151666666666667,0.46903531438415286,OPS-PRO-12X,False,0.14328589743589742,RM-COIL-SS316,10.513,KG,COIL SS316 1250mm 0.5mm,6.0,0.029,0.013,1.0424,10.959,Plates,Active,PRO-12X/PL.26 304TL 0.5mm,4575.0,2495.0,3772.0,704.0,1253.0,306.0,214.0,160539.2,43968.44,204507.64,2026.04.03,OPS-PRO-12X,5522.0
Not approved,NW07_Northwind West Coast,NW07_MAT-100790,MAT-100790,MX250/PL.41 304TL 0.6mm,1.136,EXTRUSION_1,T-70678-B,PRJ-BETA-0549,P01_NW07_Northwind West Coast,MAT-100790,MX250/PL.41 304TL 0.6mm,0,2 2026,494,Plates,2026,2,NW07,Both,NW07,Plates,MAT-100790,MX250/PL.41 304TL 0.6mm,78676.0,T-70678-B,EXTRUSION_1,1.136,318801.0,D,Active,SF-100548,EMEA-East,C. Moreau,75,2026-06-26,Industrial,52267,773296.89,Medium,Partner,MX250/PL.41 304TL 0.6mm,FERT,A,E,7.0,3.0,14.0,60.0,42.53,41.43,V-11821,SG-56,OPS-MX250,N,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-MX250,True,0.08958782051282047,RM-COIL-SS304,7.387,KG,COIL SS304 1250mm 0.4mm,6.0,0.019,0.014,1.0333,7.633,Plates,Active,MX250/PL.41 304TL 0.6mm,4642.0,3578.0,1437.0,336.0,1595.0,936.0,655.0,207170.05,71184.02,278354.08,2026.04.03,OPS-MX250,5301.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-100806,MAT-100806,S140/PL.07 304TL 0.5mm,1.32,PRESS_2,T-70267-A,PRJ-OMEGA-0161,P01_NW12_Northwind Cerrado,MAT-100806,S140/PL.07 304TL 0.5mm,0,2 2026,6517,Plates,2026,2,NW12,Both,NW12,Plates,MAT-100806,S140/PL.07 304TL 0.5mm,123693.0,T-70267-A,PRESS_2,1.32,27109.0,A,Active,SF-100160,APAC-East,P. Kovac,90,2026-12-15,Oil & Gas,39495,330486.85,Strategic,Distributor,S140/PL.07 304TL 0.5mm,ROH,A,X,5.0,4.0,30.0,28.0,64.38,101.55,V-33153,SG-55,OPS-S140,Y,PC,Press 5500T,M,8/5,8.0,5.0,24.6,0.74,1.0,2.0,"Available Capacity, hours",24.599999999999937,13.208782051282059,0.5369423598082151,OPS-S140,False,0.08183141025641023,RM-COIL-SS304,5.725,KG,COIL SS304 1250mm 0.4mm,2.0,0.02,0.007,1.0271,5.88,Plates,Active,S140/PL.07 304TL 0.5mm,7150.0,6595.0,3056.0,1108.0,1996.0,1006.0,704.0,89923.97,25103.25,115027.22,2026.04.03,OPS-S140,8140.0
Not approved,NW11_Northwind Levant,NW11_MAT-101486,MAT-101486,MX250/PL.37 304TL 0.5mm,1.34,PRESS_2,T-70554-B,PRJ-BETA-0213,P01_NW11_Northwind Levant,MAT-101486,MX250/PL.37 304TL 0.5mm,0,2 2026,1494,Plates,2026,2,NW11,Both,NW11,Plates,MAT-101486,MX250/PL.37 304TL 0.5mm,159519.0,T-70554-B,PRESS_2,1.34,72512.0,A,Active,SF-100212,EMEA-West,L. Tran,10,2026-10-12,Oil & Gas,38503,1035841.64,Small,OEM,MX250/PL.37 304TL 0.5mm,ROH,B,E,7.0,3.0,30.0,21.0,17.8,94.42,V-28854,SG-94,OPS-MX250,Y,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-MX250,False,0.055632692307692314,RM-COIL-HC276,8.764,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.025,0.023,1.0486,9.19,Plates,Active,MX250/PL.37 304TL 0.5mm,5621.0,4681.0,1692.0,563.0,2444.0,1196.0,837.0,160525.87,69796.34,230322.21,2026.04.03,OPS-MX250,6869.0
Not approved,NW08_Northwind Iberia,NW08_MAT-100502,MAT-100502,MX250/PL.03 304TL 0.5mm,1.371,PRESS_2,T-70320-C,PRJ-ALPHA-0626,P01_NW08_Northwind Iberia,MAT-100502,MX250/PL.03 304TL 0.5mm,0,2 2026,811,Plates,2026,2,NW08,Both,NW08,Plates,MAT-100502,MX250/PL.03 304TL 0.5mm,17953.0,T-70320-C,PRESS_2,1.371,195574.0,B,Active,SF-100625,APAC-South,T. Novak,10,2026-05-08,District Heating,9214,957718.44,Medium,Distributor,MX250/PL.03 304TL 0.5mm,HALB,A,X,5.0,8.0,30.0,21.0,91.66,32.35,V-39367,SG-20,OPS-MX250,Y,PC,Press 5500T,M,8/5,8.0,5.0,27.0,0.8,1.0,2.0,"Available Capacity, hours",27.0,11.74551282051282,0.4350189933523267,OPS-MX250,False,0.1304743589743589,RM-COIL-SS304,5.616,KG,COIL SS304 1250mm 0.4mm,4.0,0.014,0.011,1.0252,5.758,Plates,Active,MX250/PL.03 304TL 0.5mm,2638.0,2088.0,1183.0,479.0,2209.0,434.0,304.0,96484.08,80793.53,177277.62,2026.04.03,OPS-MX250,4413.0
Not approved,NW10_Northwind Baltics,NW10_MAT-101131,MAT-101131,S160/PL.32 304TL 0.7mm,1.041,PRESS_3,T-70453-B,PRJ-EPSILON-0336,P01_NW10_Northwind Baltics,MAT-101131,S160/PL.32 304TL 0.7mm,0,2 2026,2683,Plates,2026,2,NW10,Both,NW10,Plates,MAT-101131,S160/PL.32 304TL 0.7mm,31105.0,T-70453-B,PRESS_3,1.041,25461.0,C,Active,SF-100335,EMEA-East,J. Park,90,2026-05-22,District Heating,29115,264616.64,Large,Distributor,S160/PL.32 304TL 0.7mm,FERT,C,X,10.0,4.0,7.0,14.0,55.83,39.41,V-68333,SG-106,OPS-S160,Y,PC,Press 8000T,M,12/5,12.0,5.0,38.7,0.77,1.5,2.0,"Available Capacity, hours",38.699999999999896,18.151666666666667,0.46903531438415286,OPS-S160,False,0.06293012820512818,RM-COIL-SS316,7.29,KG,COIL SS316 1250mm 0.5mm,4.0,0.058,0.013,1.0718,7.813,Plates,Active,S160/PL.32 304TL 0.7mm,8107.0,5345.0,6371.0,1111.0,1093.0,468.0,328.0,436032.69,58786.69,494819.39,2026.04.03,OPS-S160,8732.0
Not approved,NW13_Northwind Andes,NW13_MAT-100923,MAT-100923,HT80/PL.24 304TL 0.4mm,1.427,PRESS_4,T-70406-B,PRJ-OMEGA-0339,P01_NW13_Northwind Andes,MAT-100923,HT80/PL.24 304TL 0.4mm,0,2 2026,1163,Plates,2026,2,NW13,Both,NW13,Plates,MAT-100923,HT80/PL.24 304TL 0.4mm,1578.0,T-70406-B,PRESS_4,1.427,48239.0,A,Active,SF-100338,EMEA-West,K. Suzuki,25,2026-12-15,Food & Beverage,28802,276511.91,Medium,Direct,HT80/PL.24 304TL 0.4mm,ROH,C,E,14.0,3.0,21.0,35.0,93.24,18.82,V-39761,SG-19,OPS-HT80,N,PC,Press 13900T,L,24/5,24.0,5.0,81.2,0.76,2.0,3.0,"Available Capacity, hours",81.20000000000017,38.726089743589746,0.4769222874826313,OPS-HT80,False,0.025091025641025635,RM-COIL-SS316,13.9,KG,COIL SS316 1250mm 0.5mm,8.0,0.047,0.008,1.0554,14.67,Plates,Active,HT80/PL.24 304TL 0.4mm,3178.0,2952.0,2583.0,364.0,403.0,1132.0,792.0,131123.66,16627.7,147751.36,2026.04.03,OPS-HT80,2449.0
Not approved,NW07_Northwind West Coast,NW07_MAT-101463,MAT-101463,HT80/PL.14 304TL 0.6mm,1.445,PRESS_4,T-70363-D,PRJ-DELTA-0480,P01_NW07_Northwind West Coast,MAT-101463,HT80/PL.14 304TL 0.6mm,0,2 2026,425,Plates,2026,2,NW07,Both,NW07,Plates,MAT-101463,HT80/PL.14 304TL 0.6mm,59382.0,T-70363-D,PRESS_4,1.445,125460.0,C,Active,SF-100479,,K. Suzuki,25,2026-12-14,Pharma,52475,1116287.69,Strategic,Direct,HT80/PL.14 304TL 0.6mm,ROH,B,F,21.0,8.0,7.0,21.0,16.8,71.6,V-41015,SG-17,OPS-HT80,Y,PC,Press 11000T,L,24/5,24.0,5.0,89.6,0.83,2.0,3.0,"Available Capacity, hours",89.60000000000024,54.55083333333332,0.6088262648809507,OPS-HT80,False,0.11045128205128207,RM-COIL-SS316,11.092,KG,COIL SS316 1250mm 0.5mm,3.0,0.019,0.022,1.0414,11.551,Plates,Active,HT80/PL.14 304TL 0.6mm,6330.0,3383.0,4628.0,276.0,1788.0,818.0,573.0,120097.31,33923.22,154020.53,2026.04.03,OPS-HT80,7300.0
Not approved,NW09_Northwind Alpine,NW09_MAT-101279,MAT-101279,PRO-12X/PL.30 304TL 0.6mm,1.646,PRESS_4,T-70656-C,PRJ-EPSILON-0618,P01_NW09_Northwind Alpine,MAT-101279,PRO-12X/PL.30 304TL 0.6mm,0,2 2026,7251,Plates,2026,2,NW09,Both,NW09,Plates,MAT-101279,PRO-12X/PL.30 304TL 0.6mm,140029.0,T-70656-C,PRESS_4,1.646,270619.0,C,Active,SF-100617,APAC-East,M. Silva,75,2026-11-07,District Heating,17739,669971.76,Medium,Distributor,PRO-12X/PL.30 304TL 0.6mm,FERT,B,E,21.0,2.0,14.0,45.0,85.49,101.99,V-93618,SG-10,OPS-PRO-12X,Y,PC,Press 11000T,L,24/5,24.0,5.0,83.6,0.78,2.0,3.0,"Available Capacity, hours",83.60000000000022,44.63160256410257,0.5338708440682112,OPS-PRO-12X,False,0.1317115384615384,RM-COIL-SS304,8.081,KG,COIL SS304 1250mm 0.4mm,6.0,0.047,0.023,1.0711,8.656,Plates,Active,PRO-12X/PL.30 304TL 0.6mm,9293.0,5964.0,5582.0,1287.0,3435.0,288.0,202.0,93926.11,34718.19,128644.3,2026.04.03,OPS-PRO-12X,12440.0
Not approved,NW14_Northwind Oceania,NW14_MAT-101364,MAT-101364,MX100/PL.15 304TL 0.4mm,1.349,PRESS_2,T-70575-B,PRJ-BETA-0241,P01_NW14_Northwind Oceania,MAT-101364,MX100/PL.15 304TL 0.4mm,0,2 2026,4044,Plates,2026,2,NW14,Both,NW14,Plates,MAT-101364,MX100/PL.15 304TL 0.4mm,101613.0,T-70575-B,PRESS_2,1.349,206602.0,C,Active,SF-100240,APAC-South,H. Lindqvist,10,2026-05-20,District Heating,3597,618794.92,Medium,OEM,MX100/PL.15 304TL 0.4mm,HALB,A,F,7.0,4.0,14.0,14.0,48.57,153.67,V-78639,SG-34,OPS-MX100,Y,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,19.82455128205128,0.7131133554694684,OPS-MX100,False,0.14548141025641026,RM-COIL-SS304,7.278,KG,COIL SS304 1250mm 0.4mm,4.0,0.01,0.027,1.0373,7.549,Plates,Active,MX100/PL.15 304TL 0.4mm,4386.0,3909.0,1666.0,239.0,3046.0,82.0,57.0,246555.12,171228.2,417783.32,2026.04.03,OPS-MX100,7350.0
Not approved,NW04_Northwind Southbay,NW04_MAT-100342,MAT-100342,PRO-9X/PL.43 304TL 0.5mm,1.477,PRESS_3,T-70068-C,PRJ-OMEGA-0172,P01_NW04_Northwind Southbay,MAT-100342,PRO-9X/PL.43 304TL 0.5mm,0,2 2026,3775,Plates,2026,2,NW04,Both,NW04,Plates,MAT-100342,PRO-9X/PL.43 304TL 0.5mm,259936.0,T-70068-C,PRESS_3,1.477,270467.0,A,Active,SF-100171,APAC-East,M. Akiyama,90,2026-05-01,District Heating,58812,925692.25,Large,Direct,PRO-9X/PL.43 304TL 0.5mm,HALB,B,F,10.0,2.0,14.0,21.0,25.6,189.5,V-87437,SG-116,OPS-PRO-9X,N,PC,Press 8000T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,39.19826923076924,0.8166306089743592,OPS-PRO-9X,True,0.04327628205128205,RM-COIL-AL,7.379,KG,COIL ALUMINUM 1300mm 0.6mm,3.0,0.039,0.011,1.0504,7.751,Plates,Active,PRO-9X/PL.43 304TL 0.5mm,8486.0,5604.0,5053.0,1234.0,352.0,105.0,74.0,489880.74,20320.29,510201.03,2026.04.03,OPS-PRO-9X,8733.0
Not approved,NW04_Northwind Southbay,NW04_MAT-100545,MAT-100545,XL520/PL.46 304TL 0.6mm,2.466,PRESS_4,T-70020-C,PRJ-DELTA-0501,P01_NW04_Northwind Southbay,MAT-100545,XL520/PL.46 304TL 0.6mm,0,2 2026,5693,Plates,2026,2,NW04,Both,NW04,Plates,MAT-100545,XL520/PL.46 304TL 0.6mm,66032.0,T-70020-C,PRESS_4,2.466,245807.0,C,Active,SF-100500,,M. Akiyama,25,2026-10-03,District Heating,32711,728824.63,Strategic,Partner,XL520/PL.46 304TL 0.6mm,HALB,B,E,21.0,2.0,14.0,28.0,48.58,22.16,V-54676,SG-85,OPS-XL520,N,PC,Press 11000T,L,24/5,24.0,5.0,80.0,0.75,2.0,3.0,"Available Capacity, hours",80.0,56.38935897435897,0.7048669871794871,OPS-XL520,True,0.13442051282051282,RM-COIL-NI,10.192,KG,COIL NICKEL 1200mm 0.35mm,2.0,0.041,0.019,1.0608,10.812,Plates,Active,XL520/PL.46 304TL 0.6mm,9904.0,6744.0,8083.0,269.0,3000.0,752.0,526.0,223509.25,67702.72,291211.97,2026.04.03,OPS-XL520,12152.0
Not approved,Missing plant,_,,S120/PL.12 304TL 0.8mm,Missing CT,Missing WC,Missing tool,PRJ-ALPHA-0643,,,,0,2 2026,597,Plates,2026,2,,,,,,,,,,,,,,SF-100642,APAC-South,A. Meyer,25,2026-06-07,Pharma,2896,473628.39,Large,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not approved,NW10_Northwind Baltics,NW10_MAT-100048,MAT-100048,S62/PL.49 304TL 0.4mm,1.485,PRESS_4,T-70127-C,PRJ-GAMMA-0623,P01_NW10_Northwind Baltics,MAT-100048,S62/PL.49 304TL 0.4mm,0,3 2026,3902,Plates,2026,3,NW10,Both,NW10,Plates,MAT-100048,S62/PL.49 304TL 0.4mm,206881.0,T-70127-C,PRESS_4,1.485,96278.0,C,Active,SF-100622,APAC-South,R. Weber,50,2026-05-11,Food & Beverage,50896,962640.21,Small,Partner,S62/PL.49 304TL 0.4mm,ROH,A,F,7.0,2.0,7.0,45.0,4.59,104.45,V-42608,SG-101,OPS-S62,Y,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-S62,True,0.08522179487179492,RM-COIL-NI,6.715,KG,COIL NICKEL 1200mm 0.35mm,8.0,0.047,0.006,1.0533,7.073,Plates,Active,S62/PL.49 304TL 0.4mm,194.0,175.0,94.0,1.0,1691.0,1179.0,825.0,4645.37,40491.31,45136.67,2026.04.03,OPS-S62,706.0
Not approved,NW15_Northwind Indochina,NW15_MAT-101296,MAT-101296,S62/PL.47 304TL 0.4mm,1.479,EXTRUSION_1,T-70080-B,PRJ-ALPHA-0645,P01_NW15_Northwind Indochina,MAT-101296,S62/PL.47 304TL 0.4mm,0,3 2026,1402,Plates,2026,3,NW15,Both,NW15,Plates,MAT-101296,S62/PL.47 304TL 0.4mm,80162.0,T-70080-B,EXTRUSION_1,1.479,166115.0,C,Active,SF-100644,APAC-East,S. Iyer,75,2026-09-02,Pharma,54570,1028467.93,Small,OEM,S62/PL.47 304TL 0.4mm,FERT,C,X,10.0,8.0,30.0,35.0,1.55,205.59,V-55567,SG-28,OPS-S62,Y,PC,Extrusion line A,M,12/6,12.0,6.0,41.62,0.703,1.5,2.0,"Available Capacity, hours",41.619999999999905,16.449230769230763,0.3952241895538395,OPS-S62,False,0.07512179487179486,RM-COIL-AL,4.873,KG,COIL ALUMINUM 1300mm 0.6mm,6.0,0.036,0.025,1.0619,5.175,Plates,Active,S62/PL.47 304TL 0.4mm,4238.0,2808.0,1822.0,569.0,1056.0,386.0,270.0,187341.5,46680.66,234022.15,2026.04.03,OPS-S62,4908.0
Not approved,NW14_Northwind Oceania,NW14_MAT-100636,MAT-100636,S62/PL.37 304TL 0.5mm,1.157,GRINDING_1,T-70580-A,PRJ-DELTA-0433,P01_NW14_Northwind Oceania,MAT-100636,S62/PL.37 304TL 0.5mm,0,3 2026,5714,Plates,2026,3,NW14,Both,NW14,Plates,MAT-100636,S62/PL.37 304TL 0.5mm,251792.0,T-70580-A,GRINDING_1,1.157,209559.0,B,Active,SF-100432,LATAM,M. Akiyama,75,2026-03-15,District Heating,38254,78256.46,Small,Partner,S62/PL.37 304TL 0.5mm,ROH,A,X,7.0,4.0,21.0,45.0,78.95,141.31,V-25996,SG-32,OPS-S62,N,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,20.398333333333312,0.7797528032619785,OPS-S62,False,0.09751282051282055,RM-COIL-SS304,6.986,KG,COIL SS304 1250mm 0.4mm,8.0,0.053,0.008,1.0614,7.415,Plates,Active,S62/PL.37 304TL 0.5mm,2354.0,1847.0,930.0,207.0,1930.0,951.0,666.0,115952.74,95067.46,211020.2,2026.04.03,OPS-S62,3333.0
Not approved,NW04_Northwind Southbay,NW04_MAT-101094,MAT-101094,S140/PL.45 304TL 0.3mm,1.016,PRESS_5,T-70060-A,PRJ-BETA-0009,P01_NW04_Northwind Southbay,MAT-101094,S140/PL.45 304TL 0.3mm,0,3 2026,4463,Plates,2026,3,NW04,Both,NW04,Plates,MAT-101094,S140/PL.45 304TL 0.3mm,104591.0,T-70060-A,PRESS_5,1.016,187742.0,C,Active,SF-100008,APAC-East,C. Moreau,10,2026-10-19,Food & Beverage,7201,454040.87,Large,Direct,S140/PL.45 304TL 0.3mm,ROH,B,F,21.0,3.0,14.0,60.0,5.81,26.38,V-19407,SG-75,OPS-S140,N,PC,Press 13900T,L,24/5,24.0,5.0,80.0,0.75,2.0,3.0,"Available Capacity, hours",80.0,59.27833333333331,0.7409791666666663,OPS-S140,False,0.06219551282051283,RM-COIL-HC276,9.219,KG,COIL HASTELLOY C276 1250mm 0.5mm,8.0,0.04,0.026,1.067,9.837,Plates,Active,S140/PL.45 304TL 0.3mm,10283.0,6795.0,6037.0,270.0,2311.0,422.0,295.0,80844.54,18168.99,99013.53,2026.04.03,OPS-S140,12172.0
