Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Gasket Factory,Gasket Final,Gasket Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW02_Northwind Heartland,NW02_MAT-200463,MAT-200463,M22-NBR GASKET 24,0.508,PRESS_3,T-70166-B,PRJ-EPSILON-0664,P01_NW02_Northwind Heartland,MAT-200463,M22-NBR GASKET 24,0,2 2026,7692,Gaskets,2026,2,NW02,Both,NW02,Gaskets,MAT-200463,M22-NBR GASKET 24,163332.0,T-70166-B,PRESS_3,0.508,30507.0,A,Active,SF-100663,APAC-East,A. Meyer,50,2026-11-27,Marine,13678,732467.83,Medium,Partner,M22-NBR GASKET 24,FERT,B,X,10.0,2.0,14.0,60.0,45.37,150.05,V-79560,SG-86,OPS-M22-NBR,N,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,10.903653846153853,0.39221776425013744,OPS-M22-NBR,False,0.15323846153846157,RM-COMP-HNBR,0.411,KG,RUBBER COMPOUND HNBR60,4.0,0.012,0.018,1.0302,0.423,Gaskets,Active,M22-NBR GASKET 24,7511.0,5148.0,2898.0,1498.0,1021.0,577.0,404.0,161138.65,21904.22,183042.87,2026.04.03,OPS-M22-NBR,7955.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200463,MAT-200463,M22-NBR GASKET 24,0.508,PRESS_3,T-70166-B,PRJ-EPSILON-0664,P01_NW02_Northwind Heartland,MAT-200463,M22-NBR GASKET 24,0,2 2026,7692,Gaskets,2026,2,NW02,Both,NW02,Gaskets,MAT-200463,M22-NBR GASKET 24,163332.0,T-70166-B,PRESS_3,0.508,30507.0,A,Active,SF-100663,APAC-East,A. Meyer,50,2026-11-27,Marine,13678,732467.83,Medium,Partner,M22-NBR GASKET 24,FERT,B,X,10.0,2.0,14.0,60.0,45.37,150.05,V-79560,SG-86,OPS-M22-NBR,N,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,10.903653846153853,0.39221776425013744,OPS-M22-NBR,False,0.15323846153846157,RM-COMP-FKM,0.463,KG,RUBBER COMPOUND FKM75,3.0,0.03,0.015,1.0454,0.484,Gaskets,Active,M22-NBR GASKET 24,7511.0,5148.0,2898.0,1498.0,1021.0,577.0,404.0,161138.65,21904.22,183042.87,2026.04.03,OPS-M22-NBR,7955.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200311,MAT-200311,M22-NBR GASKET 32,0.763,PRES_3_1,T-70418-D,PRJ-OMEGA-0452,P01_NW03_Northwind Carpathia,MAT-200311,M22-NBR GASKET 32,0,2 2026,7699,Gaskets,2026,2,NW03,Both,NW03,Gaskets,MAT-200311,M22-NBR GASKET 32,241813.0,T-70418-D,PRES_3_1,0.763,98651.0,A,Active,SF-100451,EMEA-West,S. Iyer,90,2026-10-27,Marine,31194,1081341.78,Small,Distributor,M22-NBR GASKET 32,FERT,A,E,5.0,8.0,14.0,21.0,117.16,66.31,V-86681,SG-94,OPS-M22-NBR,N,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,22.746666666666673,0.49752114319043406,OPS-M22-NBR,False,0.03647564102564101,RM-COMP-FKM,0.397,KG,RUBBER COMPOUND FKM75,4.0,0.031,0.019,1.0506,0.417,Gaskets,Active,M22-NBR GASKET 32,1108.0,646.0,704.0,130.0,3269.0,833.0,583.0,42439.49,125211.83,167651.32,2026.04.03,OPS-M22-NBR,3544.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200311,MAT-200311,M22-NBR GASKET 32,0.763,PRES_3_1,T-70418-D,PRJ-OMEGA-0452,P01_NW03_Northwind Carpathia,MAT-200311,M22-NBR GASKET 32,0,2 2026,7699,Gaskets,2026,2,NW03,Both,NW03,Gaskets,MAT-200311,M22-NBR GASKET 32,241813.0,T-70418-D,PRES_3_1,0.763,98651.0,A,Active,SF-100451,EMEA-West,S. Iyer,90,2026-10-27,Marine,31194,1081341.78,Small,Distributor,M22-NBR GASKET 32,FERT,A,E,5.0,8.0,14.0,21.0,117.16,66.31,V-86681,SG-94,OPS-M22-NBR,N,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,22.746666666666673,0.49752114319043406,OPS-M22-NBR,False,0.03647564102564101,RM-COMP-NBR,0.334,KG,RUBBER COMPOUND NBR70,3.0,0.057,0.021,1.0792,0.36,Gaskets,Active,M22-NBR GASKET 32,1108.0,646.0,704.0,130.0,3269.0,833.0,583.0,42439.49,125211.83,167651.32,2026.04.03,OPS-M22-NBR,3544.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200511,MAT-200511,M22-NBR GASKET 32,0.668,PRESS_2,T-70441-A,PRJ-BETA-0384,P01_NW04_Northwind Southbay,MAT-200511,M22-NBR GASKET 32,0,2 2026,6555,Gaskets,2026,2,NW04,Both,NW04,Gaskets,MAT-200511,M22-NBR GASKET 32,86065.0,T-70441-A,PRESS_2,0.668,133426.0,A,Active,SF-100383,LATAM,A. Meyer,75,2026-09-24,District Heating,14976,177151.36,Large,Distributor,M22-NBR GASKET 32,ROH,C,E,5.0,4.0,21.0,45.0,94.55,95.52,V-39368,SG-18,OPS-M22-NBR,N,PC,Press 5500T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,35.907051282051285,0.7480635683760685,OPS-M22-NBR,True,0.15115448717948718,RM-COMP-HNBR,0.411,KG,RUBBER COMPOUND HNBR60,6.0,0.056,0.02,1.0771,0.443,Gaskets,Active,M22-NBR GASKET 32,828.0,483.0,300.0,162.0,894.0,543.0,380.0,28396.16,30659.62,59055.78,2026.04.03,OPS-M22-NBR,1179.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200511,MAT-200511,M22-NBR GASKET 32,0.668,PRESS_2,T-70441-A,PRJ-BETA-0384,P01_NW04_Northwind Southbay,MAT-200511,M22-NBR GASKET 32,0,2 2026,6555,Gaskets,2026,2,NW04,Both,NW04,Gaskets,MAT-200511,M22-NBR GASKET 32,86065.0,T-70441-A,PRESS_2,0.668,133426.0,A,Active,SF-100383,LATAM,A. Meyer,75,2026-09-24,District Heating,14976,177151.36,Large,Distributor,M22-NBR GASKET 32,ROH,C,E,5.0,4.0,21.0,45.0,94.55,95.52,V-39368,SG-18,OPS-M22-NBR,N,PC,Press 5500T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,35.907051282051285,0.7480635683760685,OPS-M22-NBR,True,0.15115448717948718,RM-COMP-AFLAS,0.448,KG,RUBBER COMPOUND AFLAS,8.0,0.037,0.006,1.0432,0.467,Gaskets,Active,M22-NBR GASKET 32,828.0,483.0,300.0,162.0,894.0,543.0,380.0,28396.16,30659.62,59055.78,2026.04.03,OPS-M22-NBR,1179.0
Not approved,NW14_Northwind Oceania,NW14_MAT-200071,MAT-200071,M22-NBR GASKET 32,0.548,GRINDING_1,T-70357-D,PRJ-OMEGA-0584,P01_NW14_Northwind Oceania,MAT-200071,M22-NBR GASKET 32,0,2 2026,4074,Gaskets,2026,2,NW14,Both,NW14,Gaskets,MAT-200071,M22-NBR GASKET 32,80261.0,T-70357-D,GRINDING_1,0.548,255428.0,B,Active,SF-100583,,M. Silva,75,2026-02-28,Food & Beverage,48693,1011556.74,Strategic,Distributor,M22-NBR GASKET 32,HALB,A,E,21.0,4.0,7.0,35.0,16.7,215.62,V-25913,SG-111,OPS-M22-NBR,Y,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,20.398333333333312,0.7797528032619785,OPS-M22-NBR,True,0.11105897435897435,RM-COMP-NBR,0.339,KG,RUBBER COMPOUND NBR70,6.0,0.06,0.006,1.0664,0.362,Gaskets,Active,M22-NBR GASKET 32,1406.0,1279.0,751.0,262.0,2916.0,236.0,165.0,34447.25,71442.51,105889.76,2026.04.03,OPS-M22-NBR,4086.0
Not approved,NW11_Northwind Levant,NW11_MAT-200526,MAT-200526,M18-AFLAS GASKET 07,0.713,PRESS_2,T-70119-A,PRJ-DELTA-0550,P01_NW11_Northwind Levant,MAT-200526,M18-AFLAS GASKET 07,0,2 2026,6477,Gaskets,2026,2,NW11,Both,NW11,Gaskets,MAT-200526,M18-AFLAS GASKET 07,98440.0,T-70119-A,PRESS_2,0.713,171268.0,C,Active,SF-100549,LATAM,M. Akiyama,90,2026-07-10,Refrigeration,6317,61449.98,Large,Partner,M18-AFLAS GASKET 07,FERT,C,E,14.0,8.0,30.0,21.0,77.46,9.61,V-70722,SG-17,OPS-M18-AFLAS,Y,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-M18-AFLAS,False,0.025248076923076918,RM-COMP-SILI,0.255,KG,RUBBER COMPOUND SILICONE,4.0,0.06,0.019,1.0801,0.275,Gaskets,Active,M18-AFLAS GASKET 07,1938.0,1724.0,625.0,230.0,1515.0,612.0,428.0,107382.83,83944.78,191327.6,2026.04.03,OPS-M18-AFLAS,2841.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200363,MAT-200363,M6-FKM GASKET 04,0.312,GRINDING_1,T-70244-B,PRJ-EPSILON-0684,P01_NW04_Northwind Southbay,MAT-200363,M6-FKM GASKET 04,0,2 2026,10303,Gaskets,2026,2,NW04,Both,NW04,Gaskets,MAT-200363,M6-FKM GASKET 04,207207.0,T-70244-B,GRINDING_1,0.312,132432.0,B,Phase-out,SF-100683,LATAM,R. Weber,50,2026-03-21,Data Center,35642,671792.75,Small,Direct,M6-FKM GASKET 04,ROH,A,X,21.0,3.0,7.0,35.0,84.24,156.24,V-69070,SG-44,OPS-M6-FKM,Y,PC,Grinding line,S,12/6,12.0,6.0,45.3,0.7124999999999999,1.0,1.0,"Available Capacity, hours",45.30000000000012,24.652948717948732,0.5442152034867256,OPS-M6-FKM,False,0.09598589743589747,RM-COMP-NBR,0.386,KG,RUBBER COMPOUND NBR70,3.0,0.047,0.005,1.0522,0.406,Gaskets,Active,M6-FKM GASKET 04,7064.0,5610.0,5275.0,1036.0,2277.0,580.0,406.0,340789.32,109849.56,450638.88,2026.04.03,OPS-M6-FKM,8761.0
Not approved,Missing plant,_,,M10-BFG GASKET 17,Missing CT,Missing WC,Missing tool,PRJ-EPSILON-0096,,,,0,2 2026,2115,Gaskets,2026,2,,,,,,,,,,,,,,SF-100095,EMEA-East,M. Akiyama,25,2026-09-04,Data Center,57932,811561.64,Medium,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not approved,NW01_Northwind Midwest,NW01_MAT-200262,MAT-200262,M18-AFLAS GASKET 23,0.654,EXTRUSION_1,T-70026-A,PRJ-BETA-0560,P01_NW01_Northwind Midwest,MAT-200262,M18-AFLAS GASKET 23,0,2 2026,957,Gaskets,2026,2,NW01,Both,NW01,Gaskets,MAT-200262,M18-AFLAS GASKET 23,56223.0,T-70026-A,EXTRUSION_1,0.654,104095.0,C,Active,SF-100559,,R. Weber,50,2026-05-07,Industrial,42479,266729.19,Strategic,Direct,M18-AFLAS GASKET 23,ROH,A,X,14.0,6.0,14.0,45.0,70.39,176.42,V-33500,SG-92,OPS-M18-AFLAS,Y,PC,Extrusion line A,M,12/5,12.0,5.0,40.6,0.76,1.0,2.0,"Available Capacity, hours",40.60000000000009,29.075897435897424,0.7161551092585557,OPS-M18-AFLAS,True,0.1332666666666667,RM-COMP-HNBR,0.38,KG,RUBBER COMPOUND HNBR60,8.0,0.032,0.024,1.0568,0.402,Gaskets,Active,M18-AFLAS GASKET 23,9249.0,8055.0,7656.0,1551.0,2104.0,780.0,546.0,464657.04,105702.07,570359.1,2026.04.03,OPS-M18-AFLAS,10573.0
Not approved,NW01_Northwind Midwest,NW01_MAT-200262,MAT-200262,M18-AFLAS GASKET 23,0.654,EXTRUSION_1,T-70026-A,PRJ-BETA-0560,P01_NW01_Northwind Midwest,MAT-200262,M18-AFLAS GASKET 23,0,2 2026,957,Gaskets,2026,2,NW01,Both,NW01,Gaskets,MAT-200262,M18-AFLAS GASKET 23,56223.0,T-70026-A,EXTRUSION_1,0.654,104095.0,C,Active,SF-100559,,R. Weber,50,2026-05-07,Industrial,42479,266729.19,Strategic,Direct,M18-AFLAS GASKET 23,ROH,A,X,14.0,6.0,14.0,45.0,70.39,176.42,V-33500,SG-92,OPS-M18-AFLAS,Y,PC,Extrusion line A,M,12/5,12.0,5.0,40.6,0.76,1.0,2.0,"Available Capacity, hours",40.60000000000009,29.075897435897424,0.7161551092585557,OPS-M18-AFLAS,True,0.1332666666666667,RM-COMP-SILI,0.291,KG,RUBBER COMPOUND SILICONE,8.0,0.043,0.024,1.068,0.311,Gaskets,Active,M18-AFLAS GASKET 23,9249.0,8055.0,7656.0,1551.0,2104.0,780.0,546.0,464657.04,105702.07,570359.1,2026.04.03,OPS-M18-AFLAS,10573.0
Not approved,NW08_Northwind Iberia,NW08_MAT-100731,MAT-100731,HT80/PL.32 304TL 0.5mm,1.766,PRESS_4,T-70029-B,PRJ-BETA-0298,P01_NW08_Northwind Iberia,MAT-100731,HT80/PL.32 304TL 0.5mm,0,2 2026,2668,Gaskets,2026,2,NW08,Both,NW08,Plates,MAT-100731,HT80/PL.32 304TL 0.5mm,197925.0,T-70029-B,PRESS_4,1.766,203598.0,C,Active,SF-100297,EMEA-East,P. Kovac,10,2026-12-09,Food & Beverage,54085,1152399.94,Strategic,OEM,HT80/PL.32 304TL 0.5mm,FERT,B,E,14.0,8.0,30.0,21.0,64.24,5.67,V-70663,SG-58,OPS-HT80,Y,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,56.864999999999995,0.6612209302325581,OPS-HT80,False,0.03441153846153845,RM-COIL-AL,7.113,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.027,0.021,1.0486,7.459,Plates,Active,HT80/PL.32 304TL 0.5mm,8442.0,5686.0,3459.0,1020.0,452.0,1094.0,766.0,111877.76,5990.14,117867.9,2026.04.03,OPS-HT80,7800.0
Not approved,NW08_Northwind Iberia,NW08_MAT-100731,MAT-100731,HT80/PL.32 304TL 0.5mm,1.766,PRESS_4,T-70029-B,PRJ-BETA-0298,P01_NW08_Northwind Iberia,MAT-100731,HT80/PL.32 304TL 0.5mm,0,2 2026,2668,Gaskets,2026,2,NW08,Both,NW08,Plates,MAT-100731,HT80/PL.32 304TL 0.5mm,197925.0,T-70029-B,PRESS_4,1.766,203598.0,C,Active,SF-100297,EMEA-East,P. Kovac,10,2026-12-09,Food & Beverage,54085,1152399.94,Strategic,OEM,HT80/PL.32 304TL 0.5mm,FERT,B,E,14.0,8.0,30.0,21.0,64.24,5.67,V-70663,SG-58,OPS-HT80,Y,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,56.864999999999995,0.6612209302325581,OPS-HT80,False,0.03441153846153845,RM-COIL-HC276,14.834,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.049,0.013,1.0626,15.763,Plates,Active,HT80/PL.32 304TL 0.5mm,8442.0,5686.0,3459.0,1020.0,452.0,1094.0,766.0,111877.76,5990.14,117867.9,2026.04.03,OPS-HT80,7800.0
Not approved,NW11_Northwind Levant,NW11_MAT-101292,MAT-101292,MX100/PL.43 304TL 0.4mm,1.487,PRESS_1,T-70561-C,PRJ-ALPHA-0390,P01_NW11_Northwind Levant,MAT-101292,MX100/PL.43 304TL 0.4mm,0,2 2026,3273,Gaskets,2026,2,NW11,Both,NW11,Plates,MAT-101292,MX100/PL.43 304TL 0.4mm,43494.0,T-70561-C,PRESS_1,1.487,251323.0,B,Active,SF-100389,EMEA-West,T. Novak,25,2026-05-07,Pharma,49034,477193.31,Large,Direct,MX100/PL.43 304TL 0.4mm,ROH,A,X,10.0,4.0,21.0,14.0,30.36,7.55,V-30304,SG-40,OPS-MX100,Y,PC,Press 3300T,S,12/6,12.0,6.0,43.56,0.73,1.5,1.0,"Available Capacity, hours",43.56000000000013,30.221923076923083,0.6937998869817033,OPS-MX100,True,0.08624102564102568,RM-COIL-AL,5.271,KG,COIL ALUMINUM 1300mm 0.6mm,2.0,0.021,0.009,1.0302,5.43,Plates,Active,MX100/PL.43 304TL 0.4mm,8639.0,5232.0,5448.0,851.0,1979.0,610.0,427.0,495830.65,113583.62,609414.26,2026.04.03,OPS-MX100,10008.0
Not approved,NW13_Northwind Andes,NW13_MAT-100834,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,1.935,PRESS_1,T-70633-D,PRJ-OMEGA-0566,P01_NW13_Northwind Andes,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,0,2 2026,361,Gaskets,2026,2,NW13,Both,NW13,Plates,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,89362.0,T-70633-D,PRESS_1,1.935,232501.0,C,Active,SF-100565,APAC-East,L. Tran,50,2026-12-18,Marine,55200,530581.24,Medium,Distributor,PRO-9X/PL.35 304TL 0.4mm,FERT,A,E,7.0,6.0,14.0,60.0,41.61,138.6,V-63946,SG-30,OPS-PRO-9X,N,PC,Press 3300T,S,8/5,8.0,5.0,25.4,0.76,1.0,1.0,"Available Capacity, hours",25.400000000000063,11.082756410256408,0.4363289925297788,OPS-PRO-9X,False,0.01817115384615384,RM-COIL-HC276,9.49,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.056,0.02,1.0771,10.222,Plates,Active,PRO-9X/PL.35 304TL 0.4mm,1066.0,821.0,550.0,122.0,3404.0,447.0,313.0,5857.76,18705.25,24563.01,2026.04.03,OPS-PRO-9X,4023.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-100068,MAT-100068,MX100/PL.19 304TL 0.5mm,1.16,PRESS_1,T-70315-A,PRJ-OMEGA-0086,P01_NW12_Northwind Cerrado,MAT-100068,MX100/PL.19 304TL 0.5mm,0,2 2026,8310,Gaskets,2026,2,NW12,Both,NW12,Plates,MAT-100068,MX100/PL.19 304TL 0.5mm,133057.0,T-70315-A,PRESS_1,1.16,175911.0,B,Active,SF-100085,APAC-South,L. Tran,75,2026-08-25,Refrigeration,14409,197983.42,Medium,OEM,MX100/PL.19 304TL 0.5mm,HALB,B,X,7.0,8.0,21.0,21.0,37.71,102.53,V-58175,SG-13,OPS-MX100,N,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-MX100,False,0.00789423076923077,RM-COIL-SS304,6.066,KG,COIL SS304 1250mm 0.4mm,3.0,0.035,0.017,1.0526,6.385,Plates,Active,MX100/PL.19 304TL 0.5mm,5894.0,3801.0,2999.0,998.0,862.0,1150.0,805.0,288826.54,42241.0,331067.54,2026.04.03,OPS-MX100,5606.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-100068,MAT-100068,MX100/PL.19 304TL 0.5mm,1.16,PRESS_1,T-70315-A,PRJ-OMEGA-0086,P01_NW12_Northwind Cerrado,MAT-100068,MX100/PL.19 304TL 0.5mm,0,2 2026,8310,Gaskets,2026,2,NW12,Both,NW12,Plates,MAT-100068,MX100/PL.19 304TL 0.5mm,133057.0,T-70315-A,PRESS_1,1.16,175911.0,B,Active,SF-100085,APAC-South,L. Tran,75,2026-08-25,Refrigeration,14409,197983.42,Medium,OEM,MX100/PL.19 304TL 0.5mm,HALB,B,X,7.0,8.0,21.0,21.0,37.71,102.53,V-58175,SG-13,OPS-MX100,N,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-MX100,False,0.00789423076923077,RM-COIL-TI,5.061,KG,COIL TITANIUM 1200mm 0.4mm,2.0,0.032,0.016,1.0485,5.306,Plates,Active,MX100/PL.19 304TL 0.5mm,5894.0,3801.0,2999.0,998.0,862.0,1150.0,805.0,288826.54,42241.0,331067.54,2026.04.03,OPS-MX100,5606.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200804,MAT-200804,M20-SILI GASKET 05,0.767,EXTRUSION_1,T-70437-A,PRJ-BETA-0120,P01_NW05_Northwind Pacific,MAT-200804,M20-SILI GASKET 05,0,2 2026,6332,Gaskets,2026,2,NW05,Both,NW05,Gaskets,MAT-200804,M20-SILI GASKET 05,39117.0,T-70437-A,EXTRUSION_1,0.767,127949.0,D,Active,SF-100119,APAC-South,P. Kovac,90,2026-08-07,District Heating,56177,308553.88,Medium,Direct,M20-SILI GASKET 05,FERT,A,F,5.0,8.0,21.0,35.0,3.21,51.93,V-58662,SG-91,OPS-M20-SILI,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M20-SILI,False,0.008742948717948716,RM-COMP-SILI,0.351,KG,RUBBER COMPOUND SILICONE,8.0,0.039,0.025,1.065,0.374,Gaskets,Active,M20-SILI GASKET 05,3820.0,2497.0,2802.0,324.0,3143.0,759.0,531.0,191449.71,157520.01,348969.72,2026.04.03,OPS-M20-SILI,6204.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200119,MAT-200119,M22-NBR GASKET 40,0.555,GRINDING_1,T-70560-B,PRJ-OMEGA-0062,P01_NW10_Northwind Baltics,MAT-200119,M22-NBR GASKET 40,0,3 2026,7347,Gaskets,2026,3,NW10,Both,NW10,Gaskets,MAT-200119,M22-NBR GASKET 40,46382.0,T-70560-B,GRINDING_1,0.555,120255.0,A,Active,SF-100061,APAC-South,M. Silva,10,2026-06-19,Marine,13496,409087.98,Small,Direct,M22-NBR GASKET 40,HALB,B,F,14.0,4.0,14.0,21.0,69.94,198.5,V-12841,SG-71,OPS-M22-NBR,N,PC,Grinding line,S,12/5,12.0,5.0,36.39,0.7314999999999999,1.5,1.0,"Available Capacity, hours",36.39000000000006,16.80352564102564,0.461762177549481,OPS-M22-NBR,True,0.06005833333333333,RM-COMP-EPDM,0.322,KG,RUBBER COMPOUND EPDM80,2.0,0.05,0.025,1.0762,0.347,Gaskets,Active,M22-NBR GASKET 40,6005.0,4951.0,3838.0,940.0,116.0,267.0,187.0,340874.35,6584.75,347459.1,2026.04.03,OPS-M22-NBR,5854.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200013,MAT-200013,M14-HNBR GASKET 14,0.664,LATHE_1,T-70642-A,PRJ-EPSILON-0116,P01_NW02_Northwind Heartland,MAT-200013,M14-HNBR GASKET 14,0,3 2026,1966,Gaskets,2026,3,NW02,Both,NW02,Gaskets,MAT-200013,M14-HNBR GASKET 14,256796.0,T-70642-A,LATHE_1,0.664,119799.0,C,Active,SF-100115,APAC-South,S. Iyer,25,2026-07-14,Refrigeration,50437,108168.37,Small,Distributor,M14-HNBR GASKET 14,ROH,A,F,10.0,3.0,21.0,60.0,81.87,139.91,V-74907,SG-34,OPS-M14-HNBR,Y,PC,Lathe cell,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,18.715448717948714,0.7154223516035456,OPS-M14-HNBR,True,0.11919102564102559,RM-COMP-NBR,0.385,KG,RUBBER COMPOUND NBR70,2.0,0.044,0.022,1.067,0.411,Gaskets,Active,M14-HNBR GASKET 14,6792.0,5374.0,4071.0,575.0,2788.0,395.0,276.0,47686.8,19574.62,67261.42,2026.04.03,OPS-M14-HNBR,9185.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200476,MAT-200476,M20-SILI GASKET 37,0.748,GRINDING_1,T-70263-D,PRJ-DELTA-0253,P01_NW05_Northwind Pacific,MAT-200476,M20-SILI GASKET 37,0,3 2026,2990,Gaskets,2026,3,NW05,Both,NW05,Gaskets,MAT-200476,M20-SILI GASKET 37,184666.0,T-70263-D,GRINDING_1,0.748,3885.0,A,Phase-out,SF-100252,EMEA-West,T. Novak,90,2026-07-19,Refrigeration,50848,582309.07,Small,Direct,M20-SILI GASKET 37,ROH,B,E,5.0,6.0,21.0,28.0,17.63,57.7,V-49655,SG-106,OPS-M20-SILI,N,PC,Grinding line,S,8/5,8.0,5.0,27.3,0.8075,1.0,1.0,"Available Capacity, hours",27.300000000000075,13.930705128205126,0.5102822391283915,OPS-M20-SILI,False,0.0829839743589743,RM-COMP-NBR,0.409,KG,RUBBER COMPOUND NBR70,2.0,0.021,0.012,1.0333,0.423,Gaskets,Active,M20-SILI GASKET 37,9537.0,6387.0,8178.0,308.0,2398.0,589.0,412.0,439090.83,110405.77,549496.6,2026.04.03,OPS-M20-SILI,11346.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200476,MAT-200476,M20-SILI GASKET 37,0.748,GRINDING_1,T-70263-D,PRJ-DELTA-0253,P01_NW05_Northwind Pacific,MAT-200476,M20-SILI GASKET 37,0,3 2026,2990,Gaskets,2026,3,NW05,Both,NW05,Gaskets,MAT-200476,M20-SILI GASKET 37,184666.0,T-70263-D,GRINDING_1,0.748,3885.0,A,Phase-out,SF-100252,EMEA-West,T. Novak,90,2026-07-19,Refrigeration,50848,582309.07,Small,Direct,M20-SILI GASKET 37,ROH,B,E,5.0,6.0,21.0,28.0,17.63,57.7,V-49655,SG-106,OPS-M20-SILI,N,PC,Grinding line,S,8/5,8.0,5.0,27.3,0.8075,1.0,1.0,"Available Capacity, hours",27.300000000000075,13.930705128205126,0.5102822391283915,OPS-M20-SILI,False,0.0829839743589743,RM-COMP-FKM,0.477,KG,RUBBER COMPOUND FKM75,8.0,0.021,0.014,1.0353,0.494,Gaskets,Active,M20-SILI GASKET 37,9537.0,6387.0,8178.0,308.0,2398.0,589.0,412.0,439090.83,110405.77,549496.6,2026.04.03,OPS-M20-SILI,11346.0
